tmc,hour,vol.fraction
110N05484,21,0.031468
110N05484,22,0.026059
110N05484,23,0.020285
110N05485,0,0.01683
110N05485,1,0.013376
110N05485,2,0.010895
110N05485,3,0.01147
110N05485,4,0.014571
110N05485,5,0.020152
110N05485,6,0.025422
110N05485,7,0.041366
110N05485,8,0.052438
110N05485,9,0.055494
110N05485,10,0.060632
110N05485,11,0.062891
110N05485,12,0.063156
110N05485,13,0.063511
110N05485,14,0.069312
110N05485,15,0.073785
110N05485,16,0.071748
110N05485,17,0.069356
110N05485,18,0.056866
110N05485,19,0.043625
110N05485,20,0.036539
110N05485,21,0.025865
110N05485,22,0.019222
110N05485,23,0.02148
110N05486,0,0.018417
110N05486,1,0.01225
110N05486,2,0.010697
110N05486,3,0.011957
110N05486,4,0.012083
110N05486,5,0.019927
110N05486,6,0.028569
110N05486,7,0.04019
110N05486,8,0.04858
110N05486,9,0.054788
110N05486,10,0.059193
110N05486,11,0.061795
110N05486,12,0.051139
110N05486,13,0.051936
110N05486,14,0.082183
110N05486,15,0.076729
110N05486,16,0.071779
110N05486,17,0.069598
110N05486,18,0.054621
110N05486,19,0.044972
110N05486,20,0.037211
110N05486,21,0.029869
110N05486,22,0.027688
110N05486,23,0.023829
110N05487,0,0.013274
110N05487,1,0.011116
110N05487,2,0.010635
110N05487,3,0.010945
110N05487,4,0.013862
110N05487,5,0.01926
110N05487,6,0.031653
110N05487,7,0.044077
110N05487,8,0.051943
110N05487,9,0.05442
110N05487,10,0.060093
110N05487,11,0.063807
110N05487,12,0.064363
110N05487,13,0.065522
110N05487,14,0.069606
110N05487,15,0.072058
110N05487,16,0.069724
110N05487,17,0.065158
110N05487,18,0.05487
110N05487,19,0.044333
110N05487,20,0.036137
110N05487,21,0.029691
110N05487,22,0.024469
110N05487,23,0.018983
110N05488,0,0.013274
110N05488,1,0.011116
110N05488,2,0.010635
110N05488,3,0.010945
110N05488,4,0.013862
110N05488,5,0.01926
110N05488,6,0.031653
110N05488,7,0.044077
110N05488,8,0.051943
110N05488,9,0.05442
110N05488,10,0.060093
110N05488,11,0.063807
110N05488,12,0.064363
110N05488,13,0.065522
110N05488,14,0.069606
110N05488,15,0.072058
110N05488,16,0.069724
110N05488,17,0.065158
110N05488,18,0.05487
110N05488,19,0.044333
110N05488,20,0.036137
110N05488,21,0.029691
110N05488,22,0.024469
110N05488,23,0.018983
110N05490,0,0.015473
110N05490,1,0.01284
110N05490,2,0.011856
110N05490,3,0.013093
110N05490,4,0.01814
110N05490,5,0.025332
110N05490,6,0.031926
110N05490,7,0.04388
110N05490,8,0.046952
110N05490,9,0.052219
110N05490,10,0.057409
110N05490,11,0.062359
110N05490,12,0.06461
110N05490,13,0.066553
110N05490,14,0.069565
110N05490,15,0.071042
110N05490,16,0.067156
110N05490,17,0.063814
110N05490,18,0.051387
110N05490,19,0.042779
110N05490,20,0.035129
110N05490,21,0.030771
110N05490,22,0.025263
110N05490,23,0.020452
110N05491,0,0.015483
110N05491,1,0.012833
110N05491,2,0.011722
110N05491,3,0.012541
110N05491,4,0.01566
110N05491,5,0.020876
110N05491,6,0.028379
110N05491,7,0.041143
110N05491,8,0.045178
110N05491,9,0.051708
110N05491,10,0.057684
110N05491,11,0.063247
110N05491,12,0.065445
110N05491,13,0.067206
110N05491,14,0.070438
110N05491,15,0.072607
110N05491,16,0.069619
110N05491,17,0.066512
110N05491,18,0.053065
110N05491,19,0.044408
110N05491,20,0.036457
110N05491,21,0.031601
110N05491,22,0.025682
110N05491,23,0.020503
110N05492,0,0.015892
110N05492,1,0.013049
110N05492,2,0.011892
110N05492,3,0.012584
110N05492,4,0.014873
110N05492,5,0.019587
110N05492,6,0.026993
110N05492,7,0.038818
110N05492,8,0.044504
110N05492,9,0.051215
110N05492,10,0.057764
110N05492,11,0.064018
110N05492,12,0.066311
110N05492,13,0.067238
110N05492,14,0.070518
110N05492,15,0.072112
110N05492,16,0.069666
110N05492,17,0.066002
110N05492,18,0.053788
110N05492,19,0.044869
110N05492,20,0.037433
110N05492,21,0.032805
110N05492,22,0.026712
110N05492,23,0.021355
110N05495,0,0.01565
110N05495,1,0.012558
110N05495,2,0.011272
110N05495,3,0.010941
110N05495,4,0.012626
110N05495,5,0.017419
110N05495,6,0.026706
110N05495,7,0.039476
110N05495,8,0.048548
110N05495,9,0.054632
110N05495,10,0.060111
110N05495,11,0.063512
110N05495,12,0.063869
110N05495,13,0.06571
110N05495,14,0.068365
110N05495,15,0.070058
110N05495,16,0.069602
110N05495,17,0.064952
110N05495,18,0.054959
110N05495,19,0.046159
110N05495,20,0.039285
110N05495,21,0.033826
110N05495,22,0.028024
110N05495,23,0.021739
110N05496,0,0.014414
110N05496,1,0.011362
110N05496,2,0.010028
110N05496,3,0.009761
110N05496,4,0.011551
110N05496,5,0.016244
110N05496,6,0.026467
110N05496,7,0.041542
110N05496,8,0.050013
110N05496,9,0.055272
110N05496,10,0.060905
110N05496,11,0.064225
110N05496,12,0.065075
110N05496,13,0.066549
110N05496,14,0.069765
110N05496,15,0.071693
110N05496,16,0.070804
110N05496,17,0.065598
110N05496,18,0.054828
110N05496,19,0.04567
110N05496,20,0.038348
110N05496,21,0.033005
110N05496,22,0.026661
110N05496,23,0.020222
110N05497,0,0.014376
110N05497,1,0.011389
110N05497,2,0.010058
110N05497,3,0.009806
110N05497,4,0.011581
110N05497,5,0.016302
110N05497,6,0.026015
110N05497,7,0.040025
110N05497,8,0.04948
110N05497,9,0.055414
110N05497,10,0.061132
110N05497,11,0.064333
110N05497,12,0.064919
110N05497,13,0.066636
110N05497,14,0.07003
110N05497,15,0.071826
110N05497,16,0.070818
110N05497,17,0.066149
110N05497,18,0.054951
110N05497,19,0.045869
110N05497,20,0.038636
110N05497,21,0.033237
110N05497,22,0.026633
110N05497,23,0.020384
110N05498,0,0.015012
110N05498,1,0.012225
110N05498,2,0.009994
110N05498,3,0.009577
110N05498,4,0.011033
110N05498,5,0.015157
110N05498,6,0.024568
110N05498,7,0.039069
110N05498,8,0.047961
110N05498,9,0.053573
110N05498,10,0.059295
110N05498,11,0.063405
110N05498,12,0.064684
110N05498,13,0.066398
110N05498,14,0.070704
110N05498,15,0.073631
110N05498,16,0.073175
110N05498,17,0.065827
110N05498,18,0.054688
110N05498,19,0.047569
110N05498,20,0.040489
110N05498,21,0.034266
110N05498,22,0.027072
110N05498,23,0.020626
110N05499,0,0.013636
110N05499,1,0.010774
110N05499,2,0.009463
110N05499,3,0.009222
110N05499,4,0.010914
110N05499,5,0.015337
110N05499,6,0.025209
110N05499,7,0.041226
110N05499,8,0.048189
110N05499,9,0.054319
110N05499,10,0.060449
110N05499,11,0.063706
110N05499,12,0.0643
110N05499,13,0.06654
110N05499,14,0.070536
110N05499,15,0.073498
110N05499,16,0.071833
110N05499,17,0.068874
110N05499,18,0.055669
110N05499,19,0.04648
110N05499,20,0.039235
110N05499,21,0.033547
110N05499,22,0.026635
110N05499,23,0.020411
110N05500,0,0.013391
110N05500,1,0.010544
110N05500,2,0.009274
110N05500,3,0.009345
110N05500,4,0.011321
110N05500,5,0.018524
110N05500,6,0.029912
110N05500,7,0.042325
110N05500,8,0.047618
110N05500,9,0.052536
110N05500,10,0.058134
110N05500,11,0.061088
110N05500,12,0.062179
110N05500,13,0.06487
110N05500,14,0.069743
110N05500,15,0.073199
110N05500,16,0.072937
110N05500,17,0.07084
110N05500,18,0.055865
110N05500,19,0.045861
110N05500,20,0.039065
110N05500,21,0.033857
110N05500,22,0.027442
110N05500,23,0.020132
110N05503,0,0.009214
110N05503,1,0.007991
110N05503,2,0.009464
110N05503,3,0.020633
110N05503,4,0.067608
110N05503,5,0.083469
110N05503,6,0.078904
110N05503,7,0.069755
110N05503,8,0.057295
110N05503,9,0.050491
110N05503,10,0.047388
110N05503,11,0.046529
110N05503,12,0.047924
110N05503,13,0.048773
110N05503,14,0.049585
110N05503,15,0.050053
110N05503,16,0.050093
110N05503,17,0.04944
110N05503,18,0.041876
110N05503,19,0.033934
110N05503,20,0.027858
110N05503,21,0.022762
110N05503,22,0.017087
110N05503,23,0.011877
110N05504,0,0.010746
110N05504,1,0.009134
110N05504,2,0.010048
110N05504,3,0.018287
110N05504,4,0.051886
110N05504,5,0.058223
110N05504,6,0.057161
110N05504,7,0.055623
110N05504,8,0.050363
110N05504,9,0.049595
110N05504,10,0.049524
110N05504,11,0.050943
110N05504,12,0.053576
110N05504,13,0.055359
110N05504,14,0.058036
110N05504,15,0.058012
110N05504,16,0.05945
110N05504,17,0.058899
110N05504,18,0.049764
110N05504,19,0.040411
110N05504,20,0.033496
110N05504,21,0.027081
110N05504,22,0.020177
110N05504,23,0.014205
110N05507,0,0.015069
110N05507,1,0.010503
110N05507,2,0.009706
110N05507,3,0.011612
110N05507,4,0.014183
110N05507,5,0.019412
110N05507,6,0.030138
110N05507,7,0.04144
110N05507,8,0.049506
110N05507,9,0.051677
110N05507,10,0.05673
110N05507,11,0.062182
110N05507,12,0.062714
110N05507,13,0.064353
110N05507,14,0.066436
110N05507,15,0.071754
110N05507,16,0.072641
110N05507,17,0.069539
110N05507,18,0.057838
110N05507,19,0.046004
110N05507,20,0.039445
110N05507,21,0.031556
110N05507,22,0.026548
110N05507,23,0.019014
110N05508,0,0.015069
110N05508,1,0.010503
110N05508,2,0.009706
110N05508,3,0.011612
110N05508,4,0.014183
110N05508,5,0.019412
110N05508,6,0.030138
110N05508,7,0.04144
110N05508,8,0.049506
110N05508,9,0.051677
110N05508,10,0.05673
110N05508,11,0.062182
110N05508,12,0.062714
110N05508,13,0.064353
110N05508,14,0.066436
110N05508,15,0.071754
110N05508,16,0.072641
110N05508,17,0.069539
110N05508,18,0.057838
110N05508,19,0.046004
110N05508,20,0.039445
110N05508,21,0.031556
110N05508,22,0.026548
110N05508,23,0.019014
110N05509,0,0.015069
110N05509,1,0.010503
110N05509,2,0.009706
110N05509,3,0.011612
110N05509,4,0.014183
110N05509,5,0.019412
110N05509,6,0.030138
110N05509,7,0.04144
110N05509,8,0.049506
110N05509,9,0.051677
110N05509,10,0.05673
110N05509,11,0.062182
110N05509,12,0.062714
110N05509,13,0.064353
110N05509,14,0.066436
110N05509,15,0.071754
110N05509,16,0.072641
110N05509,17,0.069539
110N05509,18,0.057838
110N05509,19,0.046004
110N05509,20,0.039445
110N05509,21,0.031556
110N05509,22,0.026548
110N05509,23,0.019014
110N05510,0,0.015069
110N05510,1,0.010503
110N05510,2,0.009706
110N05510,3,0.011612
110N05510,4,0.014183
110N05510,5,0.019412
110N05510,6,0.030138
110N05510,7,0.04144
110N05510,8,0.049506
110N05510,9,0.051677
110N05510,10,0.05673
110N05510,11,0.062182
110N05510,12,0.062714
110N05510,13,0.064353
110N05510,14,0.066436
110N05510,15,0.071754
110N05510,16,0.072641
110N05510,17,0.069539
110N05510,18,0.057838
110N05510,19,0.046004
110N05510,20,0.039445
110N05510,21,0.031556
110N05510,22,0.026548
110N05510,23,0.019014
110N05511,0,0.013458
110N05511,1,0.013233
110N05511,2,0.010974
110N05511,3,0.013413
110N05511,4,0.01531
110N05511,5,0.021948
110N05511,6,0.030845
110N05511,7,0.04191
110N05511,8,0.047193
110N05511,9,0.048954
110N05511,10,0.055231
110N05511,11,0.066161
110N05511,12,0.064942
110N05511,13,0.063858
110N05511,14,0.068464
110N05511,15,0.073386
110N05511,16,0.070993
110N05511,17,0.063226
110N05511,18,0.053019
110N05511,19,0.045748
110N05511,20,0.03929
110N05511,21,0.030528
110N05511,22,0.027412
110N05511,23,0.020503
110N05512,0,0.013792
110N05512,1,0.012676
110N05512,2,0.011025
110N05512,3,0.013033
110N05512,4,0.015622
110N05512,5,0.020978
110N05512,6,0.029814
110N05512,7,0.04316
110N05512,8,0.053068
110N05512,9,0.046507
110N05512,10,0.055167
110N05512,11,0.065967
110N05512,12,0.063691
110N05512,13,0.063066
110N05512,14,0.068244
110N05512,15,0.076814
110N05512,16,0.070564
110N05512,17,0.061594
110N05512,18,0.053426
110N05512,19,0.043874
110N05512,20,0.038786
110N05512,21,0.031153
110N05512,22,0.02794
110N05512,23,0.02004
110N05513,0,0.013637
110N05513,1,0.012317
110N05513,2,0.011085
110N05513,3,0.012537
110N05513,4,0.015704
110N05513,5,0.021467
110N05513,6,0.030264
110N05513,7,0.042845
110N05513,8,0.051247
110N05513,9,0.046144
110N05513,10,0.057538
110N05513,11,0.063608
110N05513,12,0.062421
110N05513,13,0.064664
110N05513,14,0.068975
110N05513,15,0.076144
110N05513,16,0.071482
110N05513,17,0.061629
110N05513,18,0.054898
110N05513,19,0.043021
110N05513,20,0.039898
110N05513,21,0.031364
110N05513,22,0.027141
110N05513,23,0.019971
110N05514,0,0.013826
110N05514,1,0.01171
110N05514,2,0.010877
110N05514,3,0.012
110N05514,4,0.01733
110N05514,5,0.017824
110N05514,6,0.028611
110N05514,7,0.041088
110N05514,8,0.047376
110N05514,9,0.049547
110N05514,10,0.058908
110N05514,11,0.063782
110N05514,12,0.063468
110N05514,13,0.068792
110N05514,14,0.071689
110N05514,15,0.072455
110N05514,16,0.06968
110N05514,17,0.066243
110N05514,18,0.054523
110N05514,19,0.043255
110N05514,20,0.038356
110N05514,21,0.032413
110N05514,22,0.027018
110N05514,23,0.019231
110N05517,0,0.017256
110N05517,1,0.013968
110N05517,2,0.012953
110N05517,3,0.013699
110N05517,4,0.015861
110N05517,5,0.019316
110N05517,6,0.024585
110N05517,7,0.03158
110N05517,8,0.040933
110N05517,9,0.050289
110N05517,10,0.05708
110N05517,11,0.062812
110N05517,12,0.06582
110N05517,13,0.068186
110N05517,14,0.071068
110N05517,15,0.071198
110N05517,16,0.067889
110N05517,17,0.063786
110N05517,18,0.055453
110N05517,19,0.046859
110N05517,20,0.040899
110N05517,21,0.034835
110N05517,22,0.029644
110N05517,23,0.024032
110N05518,0,0.017256
110N05518,1,0.013968
110N05518,2,0.012953
110N05518,3,0.013699
110N05518,4,0.015861
110N05518,5,0.019316
110N05518,6,0.024585
110N05518,7,0.03158
110N05518,8,0.040933
110N05518,9,0.050289
110N05518,10,0.05708
110N05518,11,0.062812
110N05518,12,0.06582
110N05518,13,0.068186
110N05518,14,0.071068
110N05518,15,0.071198
110N05518,16,0.067889
110N05518,17,0.063786
110N05518,18,0.055453
110N05518,19,0.046859
110N05518,20,0.040899
110N05518,21,0.034835
110N05518,22,0.029644
110N05518,23,0.024032
110N05519,0,0.01783
110N05519,1,0.014194
110N05519,2,0.013364
110N05519,3,0.013751
110N05519,4,0.01508
110N05519,5,0.01879
110N05519,6,0.025934
110N05519,7,0.034239
110N05519,8,0.04332
110N05519,9,0.05218
110N05519,10,0.05696
110N05519,11,0.060006
110N05519,12,0.062055
110N05519,13,0.065654
110N05519,14,0.068607
110N05519,15,0.069789
110N05519,16,0.066596
110N05519,17,0.067002
110N05519,18,0.053841
110N05519,19,0.048414
110N05519,20,0.041031
110N05519,21,0.035235
110N05519,22,0.030658
110N05519,23,0.025472
110N05520,0,0.016257
110N05520,1,0.013321
110N05520,2,0.01244
110N05520,3,0.013223
110N05520,4,0.01565
110N05520,5,0.018679
110N05520,6,0.025029
110N05520,7,0.035614
110N05520,8,0.042771
110N05520,9,0.050892
110N05520,10,0.0571
110N05520,11,0.062722
110N05520,12,0.065156
110N05520,13,0.067516
110N05520,14,0.070723
110N05520,15,0.071106
110N05520,16,0.068739
110N05520,17,0.065008
110N05520,18,0.055658
110N05520,19,0.046291
110N05520,20,0.040126
110N05520,21,0.034088
110N05520,22,0.028897
110N05520,23,0.022994
110N05521,0,0.015082
110N05521,1,0.013951
110N05521,2,0.012605
110N05521,3,0.015298
110N05521,4,0.019607
110N05521,5,0.019391
110N05521,6,0.022731
110N05521,7,0.038621
110N05521,8,0.043738
110N05521,9,0.051495
110N05521,10,0.052572
110N05521,11,0.054834
110N05521,12,0.065285
110N05521,13,0.063722
110N05521,14,0.069971
110N05521,15,0.077242
110N05521,16,0.071263
110N05521,17,0.071748
110N05521,18,0.055858
110N05521,19,0.045946
110N05521,20,0.03959
110N05521,21,0.030326
110N05521,22,0.025585
110N05521,23,0.023539
110N05522,0,0.015082
110N05522,1,0.013951
110N05522,2,0.012605
110N05522,3,0.015298
110N05522,4,0.019607
110N05522,5,0.019391
110N05522,6,0.022731
110N05522,7,0.038621
110N05522,8,0.043738
110N05522,9,0.051495
110N05522,10,0.052572
110N05522,11,0.054834
110N05522,12,0.065285
110N05522,13,0.063722
110N05522,14,0.069971
110N05522,15,0.077242
110N05522,16,0.071263
110N05522,17,0.071748
110N05522,18,0.055858
110N05522,19,0.045946
110N05522,20,0.03959
110N05522,21,0.030326
110N05522,22,0.025585
110N05522,23,0.023539
110N05529,0,0.012953
110N05529,1,0.008891
110N05529,2,0.006696
110N05529,3,0.007245
110N05529,4,0.010318
110N05529,5,0.011087
110N05529,6,0.023052
110N05529,7,0.043798
110N05529,8,0.046981
110N05529,9,0.059495
110N05529,10,0.061361
110N05529,11,0.07135
110N05529,12,0.067069
110N05529,13,0.069704
110N05529,14,0.072777
110N05529,15,0.0764
110N05529,16,0.073436
110N05529,17,0.072667
110N05529,18,0.057739
110N05529,19,0.042261
110N05529,20,0.036334
110N05529,21,0.026015
110N05529,22,0.025357
110N05529,23,0.017014
110N05530,0,0.013832
110N05530,1,0.008916
110N05530,2,0.007545
110N05530,3,0.008459
110N05530,4,0.009945
110N05530,5,0.012574
110N05530,6,0.023091
110N05530,7,0.042638
110N05530,8,0.047554
110N05530,9,0.058871
110N05530,10,0.062414
110N05530,11,0.075103
110N05530,12,0.067444
110N05530,13,0.06973
110N05530,14,0.074074
110N05530,15,0.072359
110N05530,16,0.07476
110N05530,17,0.072245
110N05530,18,0.053269
110N05530,19,0.041838
110N05530,20,0.034408
110N05530,21,0.026177
110N05530,22,0.024806
110N05530,23,0.017947
110N05531,0,0.012379
110N05531,1,0.005841
110N05531,2,0.008282
110N05531,3,0.005928
110N05531,4,0.008021
110N05531,5,0.013599
110N05531,6,0.021707
110N05531,7,0.037137
110N05531,8,0.047249
110N05531,9,0.057536
110N05531,10,0.064424
110N05531,11,0.066603
110N05531,12,0.067475
110N05531,13,0.06669
110N05531,14,0.075757
110N05531,15,0.07349
110N05531,16,0.072443
110N05531,17,0.085172
110N05531,18,0.061023
110N05531,19,0.046552
110N05531,20,0.033824
110N05531,21,0.031732
110N05531,22,0.021533
110N05531,23,0.015604
110N05532,0,0.010343
110N05532,1,0.005462
110N05532,2,0.007211
110N05532,3,0.005535
110N05532,4,0.006919
110N05532,5,0.011654
110N05532,6,0.020467
110N05532,7,0.036274
110N05532,8,0.049968
110N05532,9,0.058271
110N05532,10,0.066138
110N05532,11,0.072037
110N05532,12,0.071673
110N05532,13,0.066866
110N05532,14,0.078375
110N05532,15,0.076189
110N05532,16,0.069852
110N05532,17,0.078812
110N05532,18,0.061767
110N05532,19,0.047126
110N05532,20,0.037803
110N05532,21,0.02848
110N05532,22,0.018938
110N05532,23,0.013839
110N05533,0,0.009412
110N05533,1,0.006483
110N05533,2,0.007188
110N05533,3,0.006347
110N05533,4,0.007568
110N05533,5,0.020831
110N05533,6,0.031165
110N05533,7,0.046056
110N05533,8,0.056472
110N05533,9,0.058723
110N05533,10,0.061571
110N05533,11,0.070495
110N05533,12,0.066074
110N05533,13,0.065504
110N05533,14,0.074129
110N05533,15,0.074997
110N05533,16,0.066318
110N05533,17,0.070902
110N05533,18,0.055414
110N05533,19,0.044619
110N05533,20,0.03385
110N05533,21,0.031084
110N05533,22,0.020668
110N05533,23,0.014131
110N05534,0,0.009412
110N05534,1,0.006483
110N05534,2,0.007188
110N05534,3,0.006347
110N05534,4,0.007568
110N05534,5,0.020831
110N05534,6,0.031165
110N05534,7,0.046056
110N05534,8,0.056472
110N05534,9,0.058723
110N05534,10,0.061571
110N05534,11,0.070495
110N05534,12,0.066074
110N05534,13,0.065504
110N05534,14,0.074129
110N05534,15,0.074997
110N05534,16,0.066318
110N05534,17,0.070902
