TMC,YEAR,PERIOD,ALL_WEATHER
110N04704,2017,WE,0.008247062
110N04704,2018,AMP,0.022213442
110N04704,2018,MIDD,0.004166667
110N04704,2018,PMP,0.010273787
110N04704,2018,WE,0.022213442
110N04704,2019,AMP,0.007603768
110N04704,2019,MIDD,0.005996346
110N04704,2019,PMP,0.011830832
110N04704,2019,WE,0.007603768
110N04704,2020,AMP,0.002937341
110N04704,2020,MIDD,0.009007987
110N04704,2020,PMP,0.012763465
110N04704,2020,WE,0.002937341
110N04705,2017,AMP,0.007594284
110N04705,2017,MIDD,0.007967771
110N04705,2017,PMP,0.013189103
110N04705,2017,WE,0.007594284
110N04705,2018,AMP,0.019965943
110N04705,2018,MIDD,0.007559422
110N04705,2018,PMP,0.011062952
110N04705,2018,WE,0.019965943
110N04705,2019,AMP,0.016918902
110N04705,2019,MIDD,0.010602739
110N04705,2019,PMP,0.016739836
110N04705,2019,WE,0.016918902
110N04705,2020,AMP,0.010701601
110N04705,2020,MIDD,0.006876414
110N04705,2020,PMP,0.0118257
110N04705,2020,WE,0.010701601
110N04706,2017,AMP,0.003731036
110N04706,2017,MIDD,0.002775463
110N04706,2017,PMP,0.007810096
110N04706,2017,WE,0.003731036
110N04706,2018,AMP,0.004661292
110N04706,2018,MIDD,0.002138321
110N04706,2018,PMP,0.004951841
110N04706,2018,WE,0.004661292
110N04706,2019,AMP,0.004017667
110N04706,2019,MIDD,0.006963247
110N04706,2019,PMP,0.008481269
110N04706,2019,WE,0.004017667
110N04706,2020,AMP,0.004272424
110N04706,2020,MIDD,0.00820752
110N04706,2020,PMP,0.00656038
110N04706,2020,WE,0.004272424
110N04707,2017,AMP,0.002434295
110N04707,2017,MIDD,0.002946937
110N04707,2017,PMP,0.003395299
110N04707,2017,WE,0.002434295
110N04707,2018,AMP,0.003464506
110N04707,2018,MIDD,0.002460267
110N04707,2018,PMP,0.00735579
110N04707,2018,WE,0.003464506
110N04707,2019,AMP,0.006977969
110N04707,2019,MIDD,0.002809351
110N04707,2019,PMP,0.004189549
110N04707,2019,WE,0.006977969
110N04707,2020,AMP,0.005369752
110N04707,2020,MIDD,0.008983249
110N04707,2020,PMP,0.019588369
110N04707,2020,WE,0.005369752
110N04708,2017,AMP,0.0000641026
110N04708,2017,MIDD,0
110N04708,2017,PMP,0
110N04708,2017,WE,0.0000641026
110N04708,2018,AMP,0
110N04708,2018,MIDD,0.000645842
110N04708,2018,PMP,0
110N04708,2018,WE,0
110N04708,2019,AMP,0
110N04708,2019,MIDD,0.0000897545
110N04708,2019,PMP,0.000990581
110N04708,2019,WE,0
110N04708,2020,AMP,0
110N04708,2020,MIDD,0.000348636
110N04708,2020,PMP,0
110N04708,2020,WE,0
110N04709,2017,AMP,0.000304487
110N04709,2017,MIDD,0.001002493
110N04709,2017,PMP,0.000701122
110N04709,2017,WE,0.000304487
110N04709,2018,AMP,0.002227011
110N04709,2018,MIDD,0.001083262
110N04709,2018,PMP,0.000908365
110N04709,2018,WE,0.002227011
110N04709,2019,AMP,0
110N04709,2019,MIDD,0.000798744
110N04709,2019,PMP,0.000630055
110N04709,2019,WE,0
110N04709,2020,AMP,0
110N04709,2020,MIDD,0.001174371
110N04709,2020,PMP,0.002655322
110N04709,2020,WE,0
110N04710,2017,AMP,0.003532051
110N04710,2017,MIDD,0.001384081
110N04710,2017,PMP,0.001913729
110N04710,2017,WE,0.003532051
110N04710,2018,AMP,0.000167891
110N04710,2018,MIDD,0.001362637
110N04710,2018,PMP,0.003215464
110N04710,2018,WE,0.000167891
110N04710,2019,AMP,0.000875106
110N04710,2019,MIDD,0.000451433
110N04710,2019,PMP,0.000965038
110N04710,2019,WE,0.000875106
110N04710,2020,AMP,0.000610687
110N04710,2020,MIDD,0.001938967
110N04710,2020,PMP,0.0000644084
110N04710,2020,WE,0.000610687
110N04728,2017,AMP,0
110N04728,2017,MIDD,0
110N04728,2017,PMP,0
110N04728,2017,WE,0
110N04728,2018,AMP,0
110N04728,2018,MIDD,0
110N04728,2018,PMP,0
110N04728,2018,WE,0
110N04728,2019,AMP,0
110N04728,2019,MIDD,0
110N04728,2019,PMP,0
110N04728,2019,WE,0
110N04728,2020,AMP,0
110N04728,2020,MIDD,0
110N04728,2020,PMP,0
110N04728,2020,WE,0
110N04729,2017,AMP,0.003074519
110N04729,2017,MIDD,0.001751959
110N04729,2017,PMP,0.006998932
110N04729,2017,WE,0.003074519
110N04729,2018,AMP,0.007807844
110N04729,2018,MIDD,0.003228324
110N04729,2018,PMP,0.00162037
110N04729,2018,WE,0.007807844
110N04729,2019,AMP,0.004011814
110N04729,2019,MIDD,0.004090925
110N04729,2019,PMP,0.004206577
110N04729,2019,WE,0.004011814
110N04729,2020,AMP,0.004679548
110N04729,2020,MIDD,0.003046014
110N04729,2020,PMP,0.004969519
110N04729,2020,WE,0.004679548
110N04730,2017,AMP,0.001359776
110N04730,2017,MIDD,0.000405093
110N04730,2017,PMP,0.002653045
110N04730,2017,WE,0.001359776
110N04730,2018,AMP,0
110N04730,2018,MIDD,0.0000164964
110N04730,2018,PMP,0.002495477
110N04730,2018,WE,0
110N04730,2019,AMP,0.002373084
110N04730,2019,MIDD,0.001383213
110N04730,2019,PMP,0.005072105
110N04730,2019,WE,0.002373084
110N04730,2020,AMP,0.000271151
110N04730,2020,MIDD,0.000875212
110N04730,2020,PMP,0.0000450594
110N04730,2020,WE,0.000271151
110N04731,2017,AMP,0.000733707
110N04731,2017,MIDD,0.001719195
110N04731,2017,PMP,0.000580128
110N04731,2017,WE,0.000733707
110N04731,2018,AMP,0.002238453
110N04731,2018,MIDD,0.0000565844
110N04731,2018,PMP,0.002593923
110N04731,2018,WE,0.002238453
110N04731,2019,AMP,0.001187473
110N04731,2019,MIDD,0.000979317
110N04731,2019,PMP,0.0000156982
110N04731,2019,WE,0.001187473
110N04731,2020,AMP,0
110N04731,2020,MIDD,0.000324604
110N04731,2020,PMP,0.00105916
110N04731,2020,WE,0
110N04732,2017,AMP,0.000176282
110N04732,2017,MIDD,0.00042005
110N04732,2017,PMP,0.000580128
110N04732,2017,WE,0.000176282
110N04732,2018,AMP,0
110N04732,2018,MIDD,0.001316872
110N04732,2018,PMP,0.002429225
110N04732,2018,WE,0
110N04732,2019,AMP,0.000135696
110N04732,2019,MIDD,0.000454626
110N04732,2019,PMP,0.000974085
110N04732,2019,WE,0.000135696
110N04732,2020,AMP,0.001344095
110N04732,2020,MIDD,0.001416808
110N04732,2020,PMP,0.001823844
110N04732,2020,WE,0.001344095
110N04733,2017,AMP,0
110N04733,2017,MIDD,0
110N04733,2017,PMP,0
110N04733,2017,WE,0
110N04733,2018,AMP,0
110N04733,2018,MIDD,0
110N04733,2018,PMP,0
110N04733,2018,WE,0
110N04733,2019,AMP,0
110N04733,2019,MIDD,0
110N04733,2019,PMP,0
110N04733,2019,WE,0
110N04733,2020,AMP,0
110N04733,2020,MIDD,0
110N04733,2020,PMP,0
110N04733,2020,WE,0
110N04734,2017,AMP,0.00082906
110N04734,2017,MIDD,0.000138889
110N04734,2017,PMP,0.000990652
110N04734,2017,WE,0.00082906
110N04734,2018,AMP,0.000651341
110N04734,2018,MIDD,0.000478927
110N04734,2018,PMP,0.000895062
110N04734,2018,WE,0.000651341
110N04734,2019,AMP,0
110N04734,2019,MIDD,0.000445048
110N04734,2019,PMP,0.000159642
110N04734,2019,WE,0
110N04734,2020,AMP,0.000540712
110N04734,2020,MIDD,0.000786154
110N04734,2020,PMP,0.001209977
110N04734,2020,WE,0.000540712
110N04735,2017,AMP,0.002856036
110N04735,2017,MIDD,0
110N04735,2017,PMP,0.000872329
110N04735,2017,WE,0.002856036
110N04735,2018,AMP,0.000837058
110N04735,2018,MIDD,0.000175429
110N04735,2018,PMP,0.000482918
110N04735,2018,WE,0.000837058
110N04735,2019,AMP,0.004114251
110N04735,2019,MIDD,0
110N04735,2019,PMP,0.002099032
110N04735,2019,WE,0.004114251
110N04735,2020,AMP,0.0000662638
110N04735,2020,MIDD,0.000232188
110N04735,2020,PMP,0
110N04735,2020,WE,0.0000662638
110N04736,2017,AMP,0.000220085
110N04736,2017,MIDD,0.00015901
110N04736,2017,PMP,0.001426015
110N04736,2017,WE,0.000220085
110N04736,2018,AMP,0
110N04736,2018,MIDD,0.000179686
110N04736,2018,PMP,0.000512186
110N04736,2018,WE,0
110N04736,2019,AMP,0
110N04736,2019,MIDD,0
110N04736,2019,PMP,0.00147616
110N04736,2019,WE,0
110N04736,2020,AMP,0.001568596
110N04736,2020,MIDD,0.000279368
110N04736,2020,PMP,0.001017017
110N04736,2020,WE,0.001568596
110N04737,2017,AMP,0
110N04737,2017,MIDD,0.00036307
110N04737,2017,PMP,0.002946314
110N04737,2017,WE,0
110N04737,2018,AMP,0.002991965
110N04737,2018,MIDD,0.000911735
110N04737,2018,PMP,0.00295977
110N04737,2018,WE,0.002991965
110N04737,2019,AMP,0
110N04737,2019,MIDD,0.001805201
110N04737,2019,PMP,0.000252767
110N04737,2019,WE,0
110N04737,2020,AMP,0
110N04737,2020,MIDD,0.000463316
110N04737,2020,PMP,0.001888783
110N04737,2020,WE,0
110N04738,2017,AMP,0.003221154
110N04738,2017,MIDD,0.0001526
110N04738,2017,PMP,0.0008961
110N04738,2017,WE,0.003221154
110N04738,2018,AMP,0
110N04738,2018,MIDD,0
110N04738,2018,PMP,0
110N04738,2018,WE,0
110N04738,2019,AMP,0.000242124
110N04738,2019,MIDD,0.000772137
110N04738,2019,PMP,0.001035281
110N04738,2019,WE,0.000242124
110N04738,2020,AMP,0.001629559
110N04738,2020,MIDD,0.000652566
110N04738,2020,PMP,0.001412744
110N04738,2020,WE,0.001629559
110N04739,2017,AMP,0.003753205
110N04739,2017,MIDD,0.0000557336
110N04739,2017,PMP,0.002258814
110N04739,2017,WE,0.003753205
110N04739,2018,AMP,0.005060132
110N04739,2018,MIDD,0.000292855
110N04739,2018,PMP,0.003731375
110N04739,2018,WE,0.005060132
110N04739,2019,AMP,0
110N04739,2019,MIDD,0
110N04739,2019,PMP,0
110N04739,2019,WE,0
110N04739,2020,AMP,0
110N04739,2020,MIDD,0
110N04739,2020,PMP,0
110N04739,2020,WE,0
110N04740,2017,AMP,0
110N04740,2017,MIDD,0
110N04740,2017,PMP,0
110N04740,2017,WE,0
110N04740,2018,AMP,0
110N04740,2018,MIDD,0
110N04740,2018,PMP,0
110N04740,2018,WE,0
110N04740,2019,AMP,0
110N04740,2019,MIDD,0
110N04740,2019,PMP,0
110N04740,2019,WE,0
110N04740,2020,AMP,0
110N04740,2020,MIDD,0
110N04740,2020,PMP,0
110N04740,2020,WE,0
110N04741,2017,AMP,0
110N04741,2017,MIDD,0
110N04741,2017,PMP,0.001167468
110N04741,2017,WE,0
110N04741,2018,AMP,0
110N04741,2018,MIDD,0.00017135
110N04741,2018,PMP,0.001574606
110N04741,2018,WE,0
110N04741,2019,AMP,0.00689735
110N04741,2019,MIDD,0.00067919
110N04741,2019,PMP,0.001928214
110N04741,2019,WE,0.00689735
110N04741,2020,AMP,0.00014578
110N04741,2020,MIDD,0.000438755
110N04741,2020,PMP,0.000736853
110N04741,2020,WE,0.00014578
110N04742,2017,AMP,0.001122062
110N04742,2017,MIDD,0
110N04742,2017,PMP,0.000824786
110N04742,2017,WE,0.001122062
110N04742,2018,AMP,0.004794061
110N04742,2018,MIDD,0.000239641
110N04742,2018,PMP,0.002459291
110N04742,2018,WE,0.004794061
110N04742,2019,AMP,0.003317635
110N04742,2019,MIDD,0.001742408
110N04742,2019,PMP,0.000839453
110N04742,2019,WE,0.003317635
110N04742,2020,AMP,0.001140002
110N04742,2020,MIDD,0.001013041
110N04742,2020,PMP,0.0000599025
110N04742,2020,WE,0.001140002
110N04743,2017,AMP,0.001362179
110N04743,2017,MIDD,0.000245548
110N04743,2017,PMP,0.000225962
110N04743,2017,WE,0.001362179
110N04743,2018,AMP,0.001684759
110N04743,2018,MIDD,0.001016213
110N04743,2018,PMP,0.002550553
110N04743,2018,WE,0.001684759
110N04743,2019,AMP,0
110N04743,2019,MIDD,0.0000989783
110N04743,2019,PMP,0.001936196
110N04743,2019,WE,0
110N04743,2020,AMP,0.001408503
110N04743,2020,MIDD,0.001235334
110N04743,2020,PMP,0.002617154
110N04743,2020,WE,0.001408503
110N04770,2017,AMP,0.002322382
110N04770,2017,MIDD,0.001491631
110N04770,2017,PMP,0.001956731
110N04770,2017,WE,0.002322382
110N04770,2018,AMP,0.000768678
110N04770,2018,MIDD,0.000893643
110N04770,2018,PMP,0.002719774
110N04770,2018,WE,0.000768678
110N04770,2019,AMP,0.000682471
110N04770,2019,MIDD,0.000268022
110N04770,2019,PMP,0
110N04770,2019,WE,0.000682471
110N04770,2020,AMP,0.0000683842
110N04770,2020,MIDD,0.000509789
110N04770,2020,PMP,0.000669264
110N04770,2020,WE,0.0000683842
110N04771,2017,AMP,0.000876068
110N04771,2017,MIDD,0
110N04771,2017,PMP,0
110N04771,2017,WE,0.000876068
110N04771,2018,AMP,0.001290443
110N04771,2018,MIDD,0.000442742
110N04771,2018,PMP,0.003637718
110N04771,2018,WE,0.001290443
110N04771,2019,AMP,0
110N04771,2019,MIDD,0
110N04771,2019,PMP,0.00076655
110N04771,2019,WE,0
110N04771,2020,AMP,0.000975933
110N04771,2020,MIDD,0.000291737
110N04771,2020,PMP,0.001142653
110N04771,2020,WE,0.000975933
110N04772,2017,AMP,0.005206731
110N04772,2017,MIDD,0.000461717
110N04772,2017,PMP,0.002014156
110N04772,2017,WE,0.005206731
110N04772,2018,AMP,0
110N04772,2018,MIDD,0.00167252
110N04772,2018,PMP,0.002174063
110N04772,2018,WE,0
110N04772,2019,AMP,0.000789432
110N04772,2019,MIDD,0
110N04772,2019,PMP,0.003144955
110N04772,2019,WE,0.000789432
110N04772,2020,AMP,0
110N04772,2020,MIDD,0.000904722
110N04772,2020,PMP,0.000789069
110N04772,2020,WE,0
110N04773,2017,AMP,0.001225962
110N04773,2017,MIDD,0.001538283
110N04773,2017,PMP,0.000297009
110N04773,2017,WE,0.001225962
110N04773,2018,AMP,0.001483876
110N04773,2018,MIDD,0.000609479
110N04773,2018,PMP,0.001557046
110N04773,2018,WE,0.001483876
110N04773,2019,AMP,0
110N04773,2019,MIDD,0.000125408
110N04773,2019,PMP,0.000180662
110N04773,2019,WE,0
110N04773,2020,AMP,0.000245706
110N04773,2020,MIDD,0
110N04773,2020,PMP,0.000893501
110N04773,2020,WE,0.000245706
110N04774,2017,AMP,0
110N04774,2017,MIDD,0
110N04774,2017,PMP,0
110N04774,2017,WE,0
110N04774,2018,AMP,0
110N04774,2018,MIDD,0
110N04774,2018,PMP,0
110N04774,2018,WE,0
110N04774,2019,AMP,0.005778523
110N04774,2019,MIDD,0.007465233
110N04774,2019,PMP,0.008186196
110N04774,2019,WE,0.005778523
110N04774,2020,AMP,0.006991889
110N04774,2020,MIDD,0.003295696
110N04774,2020,PMP,0.004417939
110N04774,2020,WE,0.006991889
110N04775,2017,AMP,0
110N04775,2017,MIDD,0
110N04775,2017,PMP,0
110N04775,2017,WE,0
110N04775,2018,AMP,0
110N04775,2018,MIDD,0
110N04775,2018,PMP,0
110N04775,2018,WE,0
110N04775,2019,AMP,0.005850096
110N04775,2019,MIDD,0.00670977
110N04775,2019,PMP,0.010183589
110N04775,2019,WE,0.005850096
110N04775,2020,AMP,0.002729008
110N04775,2020,MIDD,0.004216497
110N04775,2020,PMP,0.003784457
110N04775,2020,WE,0.002729008
110N04776,2017,AMP,0.003858173
110N04776,2017,MIDD,0.001598647
110N04776,2017,PMP,0.002924947
110N04776,2017,WE,0.003858173
110N04776,2018,AMP,0.005204608
110N04776,2018,MIDD,0.009723819
110N04776,2018,PMP,0.010182524
110N04776,2018,WE,0.005204608
110N04776,2019,AMP,0.00080513
110N04776,2019,MIDD,0.000356889
110N04776,2019,PMP,0.00094056
110N04776,2019,WE,0.00080513
110N04776,2020,AMP,0.001669317
110N04776,2020,MIDD,0.000487171
110N04776,2020,PMP,0.001666402
110N04776,2020,WE,0.001669317
110N04784,2017,AMP,0.00661859
110N04784,2017,MIDD,0.003378027
110N04784,2017,PMP,0.010443643
110N04784,2017,WE,0.00661859
110N04784,2018,AMP,0.010832269
110N04784,2018,MIDD,0.004816411
110N04784,2018,PMP,0.026234568
110N04784,2018,WE,0.010832269
110N04784,2019,AMP,0.005915017
110N04784,2019,MIDD,0.007381865
110N04784,2019,PMP,0.015704821
110N04784,2019,WE,0.005915017
110N04784,2020,AMP,0.011868374
110N04784,2020,MIDD,0.006708369
110N04784,2020,PMP,0.01396761
110N04784,2020,WE,0.011868374
110N04785,2017,AMP,0.002793002
110N04785,2017,MIDD,0.002393875
110N04785,2017,PMP,0.016237447
110N04785,2017,WE,0.002793002
110N04785,2018,AMP,0.00470679
110N04785,2018,MIDD,0.002127146
110N04785,2018,PMP,0.005942156
110N04785,2018,WE,0.00470679
110N04785,2019,AMP,0.008254576
110N04785,2019,MIDD,0.003298035
110N04785,2019,PMP,0.008776341
110N04785,2019,WE,0.008254576
110N04785,2020,AMP,0.002578456
110N04785,2020,MIDD,0.001762263
110N04785,2020,PMP,0.00351039
110N04785,2020,WE,0.002578456
110N04786,2017,AMP,0.006197115
110N04786,2017,MIDD,0.006322115
110N04786,2017,PMP,0.01371047
110N04786,2017,WE,0.006197115
110N04786,2018,AMP,0.007392241
110N04786,2018,MIDD,0.00444409
110N04786,2018,PMP,0.015144476
110N04786,2018,WE,0.007392241
110N04786,2019,AMP,0.008046243
110N04786,2019,MIDD,0.001789414
110N04786,2019,PMP,0.002177522
110N04786,2019,WE,0.008046243
110N04786,2020,AMP,0.003689832
110N04786,2020,MIDD,0.00384701
110N04786,2020,PMP,0.004265267
110N04786,2020,WE,0.003689832
110N04787,2017,AMP,0.001255075
110N04787,2017,MIDD,0.00040812
110N04787,2017,PMP,0.003500534
110N04787,2017,WE,0.001255075
110N04787,2018,AMP,0.003345307
110N04787,2018,MIDD,0.004831666
110N04787,2018,PMP,0.00396126
110N04787,2018,WE,0.003345307
110N04787,2019,AMP,0.005508727
110N04787,2019,MIDD,0.002393926
110N04787,2019,PMP,0.002918263
110N04787,2019,WE,0.005508727
110N04787,2020,AMP,0.000734203
110N04787,2020,MIDD,0.001304248
110N04787,2020,PMP,0.001143978
110N04787,2020,WE,0.000734203
110N04788,2017,AMP,0
110N04788,2017,MIDD,0.001100427
110N04788,2017,PMP,0.000546741
110N04788,2017,WE,0
110N04788,2018,AMP,0.002658312
110N04788,2018,MIDD,0.005495778
110N04788,2018,PMP,0.002759419
110N04788,2018,WE,0.002658312
110N04788,2019,AMP,0.001844934
110N04788,2019,MIDD,0.004195934
110N04788,2019,PMP,0.009839027
110N04788,2019,WE,0.001844934
110N04788,2020,AMP,0.000514737
110N04788,2020,MIDD,0.003095844
110N04788,2020,PMP,0.002376219
110N04788,2020,WE,0.000514737
110N04789,2017,AMP,0.009640224
110N04789,2017,MIDD,0.004285969
110N04789,2017,PMP,0.004282585
110N04789,2017,WE,0.009640224
110N04789,2018,AMP,0.006071733
110N04789,2018,MIDD,0.008689159
110N04789,2018,PMP,0.010507929
110N04789,2018,WE,0.006071733
110N04789,2019,AMP,0.008023361
110N04789,2019,MIDD,0.00635767
110N04789,2019,PMP,0.00746408
110N04789,2019,WE,0.008023361
110N04789,2020,AMP,0.00721374
110N04789,2020,MIDD,0.006043787
110N04789,2020,PMP,0.009763041
110N04789,2020,WE,0.00721374
110N04790,2017,AMP,0.002961538
110N04790,2017,MIDD,0.004762286
110N04790,2017,PMP,0.010444712
110N04790,2017,WE,0.002961538
110N04790,2018,AMP,0.00829768
110N04790,2018,MIDD,0.006292039
110N04790,2018,PMP,0.009074872
110N04790,2018,WE,0.00829768
110N04790,2019,AMP,0.005882024
110N04790,2019,MIDD,0.003163403
110N04790,2019,PMP,0.003744146
110N04790,2019,WE,0.005882024
110N04790,2020,AMP,0.003101675
110N04790,2020,MIDD,0.005900834
110N04790,2020,PMP,0.011284457
110N04790,2020,WE,0.003101675
110N04791,2017,AMP,0.005206197
110N04791,2017,MIDD,0.006099715
110N04791,2017,PMP,0.010096955
110N04791,2017,WE,0.005206197
110N04791,2018,AMP,0.006108983
110N04791,2018,MIDD,0.00582411
110N04791,2018,PMP,0.014378725
110N04791,2018,WE,0.006108983
110N04791,2019,AMP,0.005649212
110N04791,2019,MIDD,0.005488861
110N04791,2019,PMP,0.008660866
110N04791,2019,WE,0.005649212
110N04791,2020,AMP,0.007044635
110N04791,2020,MIDD,0.00439002
110N04791,2020,PMP,0.005044794
110N04791,2020,WE,0.007044635
110N04792,2017,AMP,0
110N04792,2017,MIDD,0
110N04792,2017,PMP,0
110N04792,2017,WE,0
110N04792,2018,AMP,0
110N04792,2018,MIDD,0
110N04792,2018,PMP,0
110N04792,2018,WE,0
110N04792,2019,AMP,0.001749415
110N04792,2019,MIDD,0.007144175
110N04792,2019,PMP,0.007056726
110N04792,2019,WE,0.001749415
110N04792,2020,AMP,0.004560539
110N04792,2020,MIDD,0.001501272
110N04792,2020,PMP,0.005039758
110N04792,2020,WE,0.004560539
110N04793,2017,AMP,0.003157585
110N04793,2017,MIDD,0.003741097
110N04793,2017,PMP,0.009357372
110N04793,2017,WE,0.003157585
110N04793,2018,AMP,0.002732014
110N04793,2018,MIDD,0.009035228
110N04793,2018,PMP,0.017869306
110N04793,2018,WE,0.002732014
110N04793,2019,AMP,0.013566677
110N04793,2019,MIDD,0.020213743
110N04793,2019,PMP,0.041375319
110N04793,2019,WE,0.013566677
110N04793,2020,AMP,0.014655428
110N04793,2020,MIDD,0.010267176
110N04793,2020,PMP,0.017472964
110N04793,2020,WE,0.014655428
110N04794,2017,AMP,0.002882746
110N04794,2017,MIDD,0.001775819
110N04794,2017,PMP,0.005311699
110N04794,2017,WE,0.002882746
110N04794,2018,AMP,0.003377767
110N04794,2018,MIDD,0.00522279
110N04794,2018,PMP,0.004973659
110N04794,2018,WE,0.003377767
110N04794,2019,AMP,0.002227278
110N04794,2019,MIDD,0.002944338
110N04794,2019,PMP,0.011126277
110N04794,2019,WE,0.002227278
110N04794,2020,AMP,0.000776081
110N04794,2020,MIDD,0.001967946
110N04794,2020,PMP,0.005439196
110N04794,2020,WE,0.000776081
110N04795,2017,AMP,0.004081197
110N04795,2017,MIDD,0.002831553
110N04795,2017,PMP,0.004418002
110N04795,2017,WE,0.004081197
110N04795,2018,AMP,0.012468072
110N04795,2018,MIDD,0.00404729
110N04795,2018,PMP,0.014222275
110N04795,2018,WE,0.012468072
110N04795,2019,AMP,0.005202746
110N04795,2019,MIDD,0.008152405
110N04795,2019,PMP,0.012742656
110N04795,2019,WE,0.005202746
110N04795,2020,AMP,0.004165606
110N04795,2020,MIDD,0.005584005
110N04795,2020,PMP,0.009641115
110N04795,2020,WE,0.004165606
110N04798,2017,AMP,0
110N04798,2017,MIDD,0
110N04798,2017,PMP,0.000149573
110N04798,2017,WE,0
110N04798,2018,AMP,0.000516709
110N04798,2018,MIDD,0.000192103
110N04798,2018,PMP,0
110N04798,2018,WE,0.000516709
110N04798,2019,AMP,0
110N04798,2019,MIDD,0
110N04798,2019,PMP,0
110N04798,2019,WE,0
110N04798,2020,AMP,0
110N04798,2020,MIDD,0.000550254
110N04798,2020,PMP,0
110N04798,2020,WE,0
110N04799,2017,AMP,0.00034562
110N04799,2017,MIDD,0.000609865
110N04799,2017,PMP,0.001080929
110N04799,2017,WE,0.00034562
110N04799,2018,AMP,0.000804864
110N04799,2018,MIDD,0.002081737
110N04799,2018,PMP,0.001091156
110N04799,2018,WE,0.000804864
110N04799,2019,AMP,0.000119998
110N04799,2019,MIDD,0.000134987
110N04799,2019,PMP,0.002286611
110N04799,2019,WE,0.000119998
110N04799,2020,AMP,0.001200965
110N04799,2020,MIDD,0.000710348
110N04799,2020,PMP,0.000799936
110N04799,2020,WE,0.001200965
110N04800,2017,AMP,0.000186165
110N04800,2017,MIDD,0.000763711
110N04800,2017,PMP,0
110N04800,2017,WE,0.000186165
110N04800,2018,AMP,0
110N04800,2018,MIDD,0.000153611
110N04800,2018,PMP,0
110N04800,2018,WE,0
110N04800,2019,AMP,0
110N04800,2019,MIDD,0.001382858
110N04800,2019,PMP,0.002101426
110N04800,2019,WE,0
110N04800,2020,AMP,0.002619805
110N04800,2020,MIDD,0.001253534
110N04800,2020,PMP,0.000182888
110N04800,2020,WE,0.002619805
110N04801,2017,AMP,0.000104167
110N04801,2017,MIDD,0
110N04801,2017,PMP,0.002406784
110N04801,2017,WE,0.000104167
110N04801,2018,AMP,0.003831418
110N04801,2018,MIDD,0.002511884
110N04801,2018,PMP,0.005351213
110N04801,2018,WE,0.003831418
110N04801,2019,AMP,0.000546243
110N04801,2019,MIDD,0.000710763
110N04801,2019,PMP,0.001761122
110N04801,2019,WE,0.000546243
110N04801,2020,AMP,0.000920536
110N04801,2020,MIDD,0.000858072
110N04801,2020,PMP,0.000954729
110N04801,2020,WE,0.000920536
110N04803,2017,AMP,0
110N04803,2017,MIDD,0.002546296
110N04803,2017,PMP,0
110N04803,2017,WE,0
110N04803,2018,AMP,0.000902778
110N04803,2018,MIDD,0.000353164
110N04803,2018,PMP,0.003352224
110N04803,2018,WE,0.000902778
110N04803,2019,AMP,0.000175341
110N04803,2019,MIDD,0.000168334
110N04803,2019,PMP,0
110N04803,2019,WE,0.000175341
110N04803,2020,AMP,0.0000564567
110N04803,2020,MIDD,0.0000240317
110N04803,2020,PMP,0.000269826
110N04803,2020,WE,0.0000564567
110N04804,2017,AMP,0
110N04804,2017,MIDD,0
