TMC,YEAR,PERIOD,Crashes
110+04163,2019,AMP,0
110+04163,2019,MIDD,0
110+04163,2019,PMP,0
110+04163,2019,WE,0
110+04163,2020,AMP,0
110+04163,2020,MIDD,1
110+04163,2020,PMP,0
110+04163,2020,WE,0
110+04163,2021,AMP,2.17643364
110+04163,2021,MIDD,2.17643364
110+04163,2021,PMP,2.17643364
110+04163,2021,WE,2.17643364
110+04163,2022,AMP,2.17472484
110+04163,2022,MIDD,2.17472484
110+04163,2022,PMP,2.17472484
110+04163,2022,WE,2.17472484
110+04163,2023,AMP,2.173017107
110+04163,2023,MIDD,2.173017107
110+04163,2023,PMP,2.173017107
110+04163,2023,WE,2.173017107
110+04163,2024,AMP,2.171310441
110+04163,2024,MIDD,2.171310441
110+04163,2024,PMP,2.171310441
110+04163,2024,WE,2.171310441
110+04164,2017,AMP,0
110+04164,2017,MIDD,0
110+04164,2017,PMP,0
110+04164,2017,WE,0
110+04164,2018,AMP,0
110+04164,2018,MIDD,1
110+04164,2018,PMP,1
110+04164,2018,WE,1
110+04164,2019,AMP,1
110+04164,2019,MIDD,0
110+04164,2019,PMP,0
110+04164,2019,WE,0
110+04164,2020,AMP,1
110+04164,2020,MIDD,0
110+04164,2020,PMP,1
110+04164,2020,WE,0
110+04164,2021,AMP,1.632029053
110+04164,2021,MIDD,1.632029053
110+04164,2021,PMP,1.305623242
110+04164,2021,WE,1.632029053
110+04164,2022,AMP,1.630747685
110+04164,2022,MIDD,1.630747685
110+04164,2022,PMP,1.304598148
110+04164,2022,WE,1.630747685
110+04164,2023,AMP,1.629467118
110+04164,2023,MIDD,1.629467118
110+04164,2023,PMP,1.303573695
110+04164,2023,WE,1.629467118
110+04164,2024,AMP,1.628187351
110+04164,2024,MIDD,1.628187351
110+04164,2024,PMP,1.302549881
110+04164,2024,WE,1.628187351
110+04165,2017,AMP,0
110+04165,2017,MIDD,2
110+04165,2017,PMP,1
110+04165,2017,WE,0
110+04165,2018,AMP,1
110+04165,2018,MIDD,0
110+04165,2018,PMP,1
110+04165,2018,WE,0
110+04165,2019,AMP,0
110+04165,2019,MIDD,2
110+04165,2019,PMP,1
110+04165,2019,WE,0
110+04165,2020,AMP,0
110+04165,2020,MIDD,0
110+04165,2020,PMP,0
110+04165,2020,WE,0
110+04165,2021,AMP,4.031955164
110+04165,2021,MIDD,2.687970109
110+04165,2021,PMP,1.343985055
110+04165,2021,WE,4.703947691
110+04165,2022,AMP,4.029034063
110+04165,2022,MIDD,2.686022709
110+04165,2022,PMP,1.343011354
110+04165,2022,WE,4.70053974
110+04165,2023,AMP,4.025952417
110+04165,2023,MIDD,2.683968278
110+04165,2023,PMP,1.341984139
110+04165,2023,WE,4.696944487
110+04165,2024,AMP,4.023034611
110+04165,2024,MIDD,2.682023074
110+04165,2024,PMP,1.341011537
110+04165,2024,WE,4.693540379
110+04166,2017,AMP,0
110+04166,2017,MIDD,1
110+04166,2017,PMP,0
110+04166,2017,WE,1
110+04166,2018,AMP,1
110+04166,2018,MIDD,1
110+04166,2018,PMP,0
110+04166,2018,WE,0
110+04166,2019,AMP,1
110+04166,2019,MIDD,3
110+04166,2019,PMP,1
110+04166,2019,WE,1
110+04166,2020,AMP,1
110+04166,2020,MIDD,0
110+04166,2020,PMP,0
110+04166,2020,WE,0
110+04166,2021,AMP,4.548138157
110+04166,2021,MIDD,3.979620887
110+04166,2021,PMP,6.253689965
110+04166,2021,WE,3.979620887
110+04166,2022,AMP,4.544381757
110+04166,2022,MIDD,3.976334037
110+04166,2022,PMP,6.248524916
110+04166,2022,WE,3.976334037
110+04166,2023,AMP,4.54062786
110+04166,2023,MIDD,3.973049377
110+04166,2023,PMP,6.243363307
110+04166,2023,WE,3.973049377
110+04166,2024,AMP,4.536876463
110+04166,2024,MIDD,3.969766905
110+04166,2024,PMP,6.238205136
110+04166,2024,WE,3.969766905
110+04167,2017,AMP,2
110+04167,2017,MIDD,1
110+04167,2017,PMP,4
110+04167,2017,WE,1
110+04167,2018,AMP,1
110+04167,2018,MIDD,2
110+04167,2018,PMP,3
110+04167,2018,WE,1
110+04167,2019,AMP,2
110+04167,2019,MIDD,0
110+04167,2019,PMP,0
110+04167,2019,WE,1
110+04167,2020,AMP,0
110+04167,2020,MIDD,0
110+04167,2020,PMP,0
110+04167,2020,WE,0
110+04167,2021,AMP,0.942178579
110+04167,2021,MIDD,1.507485727
110+04167,2021,PMP,2.26122859
110+04167,2021,WE,0.565307147
110+04167,2022,AMP,0.941577079
110+04167,2022,MIDD,1.506523327
110+04167,2022,PMP,2.25978499
110+04167,2022,WE,0.564946248
110+04167,2023,AMP,0.940975835
110+04167,2023,MIDD,1.505561337
110+04167,2023,PMP,2.258342005
110+04167,2023,WE,0.564585501
110+04167,2024,AMP,0.940374847
110+04167,2024,MIDD,1.504599756
110+04167,2024,PMP,2.256899634
110+04167,2024,WE,0.564224908
110+04168,2017,AMP,3
110+04168,2017,MIDD,4
110+04168,2017,PMP,1
110+04168,2017,WE,0
110+04168,2018,AMP,3
110+04168,2018,MIDD,2
110+04168,2018,PMP,1
110+04168,2018,WE,0
110+04168,2019,AMP,3
110+04168,2019,MIDD,0
110+04168,2019,PMP,1
110+04168,2019,WE,0
110+04168,2020,AMP,0
110+04168,2020,MIDD,0
110+04168,2020,PMP,0
110+04168,2020,WE,0
110+04168,2021,AMP,2.049148978
110+04168,2021,MIDD,2.504515417
110+04168,2021,PMP,0.683049659
110+04168,2021,WE,5.009030834
110+04168,2022,AMP,2.047463464
110+04168,2022,MIDD,2.502455345
110+04168,2022,PMP,0.682487821
110+04168,2022,WE,5.004910691
110+04168,2023,AMP,2.045702537
110+04168,2023,MIDD,2.5003031
110+04168,2023,PMP,0.681900846
110+04168,2023,WE,5.000606201
110+04168,2024,AMP,2.044019318
110+04168,2024,MIDD,2.498245833
110+04168,2024,PMP,0.681339773
110+04168,2024,WE,4.996491665
110+04169,2017,AMP,10
110+04169,2017,MIDD,12
110+04169,2017,PMP,2
110+04169,2017,WE,6
110+04169,2018,AMP,8
110+04169,2018,MIDD,1
110+04169,2018,PMP,0
110+04169,2018,WE,3
110+04169,2019,AMP,9
110+04169,2019,MIDD,3
110+04169,2019,PMP,3
110+04169,2019,WE,2
110+04169,2020,AMP,10
110+04169,2020,MIDD,2
110+04169,2020,PMP,1
110+04169,2020,WE,0
110+04169,2021,AMP,13.48786829
110+04169,2021,MIDD,6.561665652
110+04169,2021,PMP,8.384350556
110+04169,2021,WE,9.113424517
110+04169,2022,AMP,13.47409581
110+04169,2022,MIDD,6.554965531
110+04169,2022,PMP,8.375789289
110+04169,2022,WE,9.104118793
110+04169,2023,AMP,13.46033558
110+04169,2023,MIDD,6.548271365
110+04169,2023,PMP,8.367235633
110+04169,2023,WE,9.09482134
110+04169,2024,AMP,13.44658759
110+04169,2024,MIDD,6.54158315
110+04169,2024,PMP,8.358689581
110+04169,2024,WE,9.085532153
110+04170,2017,AMP,0
110+04170,2017,MIDD,1
110+04170,2017,PMP,0
110+04170,2017,WE,0
110+04170,2018,AMP,0
110+04170,2018,MIDD,0
110+04170,2018,PMP,0
110+04170,2018,WE,1
110+04170,2019,AMP,1
110+04170,2019,MIDD,3
110+04170,2019,PMP,0
110+04170,2019,WE,0
110+04170,2020,AMP,1
110+04170,2020,MIDD,0
110+04170,2020,PMP,0
110+04170,2020,WE,0
110+04170,2021,AMP,6.557878783
110+04170,2021,MIDD,7.286531981
110+04170,2021,PMP,10.92979797
110+04170,2021,WE,8.743838377
110+04170,2022,AMP,6.551697583
110+04170,2022,MIDD,7.279663981
110+04170,2022,PMP,10.91949597
110+04170,2022,WE,8.735596778
110+04170,2023,AMP,6.54529271
110+04170,2023,MIDD,7.272547455
110+04170,2023,PMP,10.90882118
110+04170,2023,WE,8.727056946
110+04170,2024,AMP,6.539121649
110+04170,2024,MIDD,7.265690721
110+04170,2024,PMP,10.89853608
110+04170,2024,WE,8.718828865
110+04172,2017,AMP,0
110+04172,2017,MIDD,0
110+04172,2017,PMP,0
110+04172,2017,WE,0
110+04172,2018,AMP,0
110+04172,2018,MIDD,0
110+04172,2018,PMP,0
110+04172,2018,WE,0
110+04172,2019,AMP,0
110+04172,2019,MIDD,0
110+04172,2019,PMP,0
110+04172,2019,WE,0
110+04172,2020,AMP,0
110+04172,2020,MIDD,0
110+04172,2020,PMP,0
110+04172,2020,WE,0
110+04172,2021,AMP,1.254930262
110+04172,2021,MIDD,1.254930262
110+04172,2021,PMP,1.254930262
110+04172,2021,WE,1.254930262
110+04172,2022,AMP,1.253873704
110+04172,2022,MIDD,1.253873704
110+04172,2022,PMP,1.253873704
110+04172,2022,WE,1.253873704
110+04172,2023,AMP,1.252778795
110+04172,2023,MIDD,1.252778795
110+04172,2023,PMP,1.252778795
110+04172,2023,WE,1.252778795
110+04172,2024,AMP,1.251723741
110+04172,2024,MIDD,1.251723741
110+04172,2024,PMP,1.251723741
110+04172,2024,WE,1.251723741
110+04173,2017,AMP,5
110+04173,2017,MIDD,1
110+04173,2017,PMP,0
110+04173,2017,WE,0
110+04173,2018,AMP,3
110+04173,2018,MIDD,1
110+04173,2018,PMP,0
110+04173,2018,WE,1
110+04173,2019,AMP,5
110+04173,2019,MIDD,3
110+04173,2019,PMP,2
110+04173,2019,WE,1
110+04173,2020,AMP,1
110+04173,2020,MIDD,0
110+04173,2020,PMP,1
110+04173,2020,WE,0
110+04173,2021,AMP,3.225300454
110+04173,2021,MIDD,1.612650227
110+04173,2021,PMP,6.911358117
110+04173,2021,WE,4.377193474
110+04173,2022,AMP,3.222989689
110+04173,2022,MIDD,1.611494845
110+04173,2022,PMP,6.906406477
110+04173,2022,WE,4.374057435
110+04173,2023,AMP,3.220570245
110+04173,2023,MIDD,1.610285122
110+04173,2023,PMP,6.901221953
110+04173,2023,WE,4.370773904
110+04173,2024,AMP,3.21826207
110+04173,2024,MIDD,1.609131035
110+04173,2024,PMP,6.896275865
110+04173,2024,WE,4.367641381
110+04174,2017,AMP,2
110+04174,2017,MIDD,0
110+04174,2017,PMP,0
110+04174,2017,WE,0
110+04174,2018,AMP,1
110+04174,2018,MIDD,0
110+04174,2018,PMP,0
110+04174,2018,WE,0
110+04174,2019,AMP,0
110+04174,2019,MIDD,2
110+04174,2019,PMP,0
110+04174,2019,WE,0
110+04174,2020,AMP,0
110+04174,2020,MIDD,0
110+04174,2020,PMP,1
110+04174,2020,WE,0
110+04174,2021,AMP,1.667643452
110+04174,2021,MIDD,1.667643452
110+04174,2021,PMP,1.905878231
110+04174,2021,WE,1.905878231
110+04174,2022,AMP,1.666652467
110+04174,2022,MIDD,1.666652467
110+04174,2022,PMP,1.904745676
110+04174,2022,WE,1.904745676
110+04174,2023,AMP,1.665661837
110+04174,2023,MIDD,1.665661837
110+04174,2023,PMP,1.903613528
110+04174,2023,WE,1.903613528
110+04174,2024,AMP,1.664754073
110+04174,2024,MIDD,1.664754073
110+04174,2024,PMP,1.902576084
110+04174,2024,WE,1.902576084
110+04175,2017,AMP,2
110+04175,2017,MIDD,7
110+04175,2017,PMP,4
110+04175,2017,WE,0
110+04175,2018,AMP,2
110+04175,2018,MIDD,5
110+04175,2018,PMP,1
110+04175,2018,WE,1
110+04175,2019,AMP,0
110+04175,2019,MIDD,1
110+04175,2019,PMP,2
110+04175,2019,WE,0
110+04175,2020,AMP,1
110+04175,2020,MIDD,0
110+04175,2020,PMP,0
110+04175,2020,WE,1
110+04175,2021,AMP,0.75596371
110+04175,2021,MIDD,1.700918348
110+04175,2021,PMP,1.133945566
110+04175,2021,WE,2.267891131
110+04175,2022,AMP,0.755565955
110+04175,2022,MIDD,1.700023398
110+04175,2022,PMP,1.133348932
110+04175,2022,WE,2.266697864
110+04175,2023,AMP,0.755135187
110+04175,2023,MIDD,1.69905417
110+04175,2023,PMP,1.13270278
110+04175,2023,WE,2.26540556
110+04175,2024,AMP,0.754737678
110+04175,2024,MIDD,1.698159776
110+04175,2024,PMP,1.132106517
110+04175,2024,WE,2.264213034
110+04176,2017,AMP,8
110+04176,2017,MIDD,29
110+04176,2017,PMP,20
110+04176,2017,WE,10
110+04176,2018,AMP,5
110+04176,2018,MIDD,23
110+04176,2018,PMP,25
110+04176,2018,WE,12
110+04176,2019,AMP,4
110+04176,2019,MIDD,6
110+04176,2019,PMP,19
110+04176,2019,WE,4
110+04176,2020,AMP,6
110+04176,2020,MIDD,9
110+04176,2020,PMP,2
110+04176,2020,WE,6
110+04176,2021,AMP,3.817759913
110+04176,2021,MIDD,11.12130062
110+04176,2021,PMP,10.95531105
110+04176,2021,WE,5.311665965
110+04176,2022,AMP,3.813888882
110+04176,2022,MIDD,11.11002413
110+04176,2022,PMP,10.94420288
110+04176,2022,WE,5.306280184
110+04176,2023,AMP,3.810021303
110+04176,2023,MIDD,11.09875771
110+04176,2023,PMP,10.93310461
110+04176,2023,WE,5.300899204
110+04176,2024,AMP,3.806157171
110+04176,2024,MIDD,11.08750132
110+04176,2024,PMP,10.92201623
110+04176,2024,WE,5.295523021
110+04177,2017,AMP,2
110+04177,2017,MIDD,9
110+04177,2017,PMP,7
110+04177,2017,WE,0
110+04177,2018,AMP,0
110+04177,2018,MIDD,6
110+04177,2018,PMP,9
110+04177,2018,WE,0
110+04177,2019,AMP,1
110+04177,2019,MIDD,3
110+04177,2019,PMP,3
110+04177,2019,WE,1
110+04177,2020,AMP,1
110+04177,2020,MIDD,1
110+04177,2020,PMP,0
110+04177,2020,WE,2
110+04177,2021,AMP,4.232317315
110+04177,2021,MIDD,4.020701449
110+04177,2021,PMP,5.925244241
110+04177,2021,WE,8.041402898
110+04177,2022,AMP,4.228025942
110+04177,2022,MIDD,4.016624645
110+04177,2022,PMP,5.919236319
110+04177,2022,WE,8.033249291
110+04177,2023,AMP,4.223738396
110+04177,2023,MIDD,4.012551476
110+04177,2023,PMP,5.913233754
110+04177,2023,WE,8.025102952
110+04177,2024,AMP,4.219454672
110+04177,2024,MIDD,4.008481938
110+04177,2024,PMP,5.90723654
110+04177,2024,WE,8.016963876
110+04178,2017,AMP,1
110+04178,2017,MIDD,4
110+04178,2017,PMP,18
110+04178,2017,WE,2
110+04178,2018,AMP,6
110+04178,2018,MIDD,11
110+04178,2018,PMP,17
110+04178,2018,WE,4
110+04178,2019,AMP,1
110+04178,2019,MIDD,9
110+04178,2019,PMP,13
110+04178,2019,WE,3
110+04178,2020,AMP,1
110+04178,2020,MIDD,11
110+04178,2020,PMP,5
110+04178,2020,WE,0
110+04178,2021,AMP,2.242817956
110+04178,2021,MIDD,8.722069828
110+04178,2021,PMP,13.20770574
110+04178,2021,WE,8.472867833
110+04178,2022,AMP,2.240547971
110+04178,2022,MIDD,8.713242111
110+04178,2022,PMP,13.19433805
110+04178,2022,WE,8.464292336
110+04178,2023,AMP,2.23821524
110+04178,2023,MIDD,8.704170379
110+04178,2023,PMP,13.18060086
110+04178,2023,WE,8.455479797
110+04178,2024,AMP,2.235949357
110+04178,2024,MIDD,8.695358612
110+04178,2024,PMP,13.16725733
110+04178,2024,WE,8.446919794
110+04179,2017,AMP,5
110+04179,2017,MIDD,5
110+04179,2017,PMP,6
110+04179,2017,WE,2
110+04179,2018,AMP,5
110+04179,2018,MIDD,12
110+04179,2018,PMP,8
110+04179,2018,WE,2
110+04179,2019,AMP,8
110+04179,2019,MIDD,10
110+04179,2019,PMP,12
110+04179,2019,WE,10
110+04179,2020,AMP,2
110+04179,2020,MIDD,14
110+04179,2020,PMP,18
110+04179,2020,WE,2
110+04179,2021,AMP,5.311819211
110+04179,2021,MIDD,10.88922938
110+04179,2021,PMP,11.68600226
110+04179,2021,WE,4.249455369
110+04179,2022,AMP,5.306096093
110+04179,2022,MIDD,10.87749699
110+04179,2022,PMP,11.6734114
110+04179,2022,WE,4.244876874
110+04179,2023,AMP,5.300378479
110+04179,2023,MIDD,10.86577588
110+04179,2023,PMP,11.66083265
110+04179,2023,WE,4.240302783
110+04179,2024,AMP,5.294666364
110+04179,2024,MIDD,10.85406605
110+04179,2024,PMP,11.648266
110+04179,2024,WE,4.235733091
110+04180,2017,AMP,0
110+04180,2017,MIDD,3
110+04180,2017,PMP,6
110+04180,2017,WE,5
110+04180,2018,AMP,1
110+04180,2018,MIDD,1
110+04180,2018,PMP,6
110+04180,2018,WE,2
110+04180,2019,AMP,1
110+04180,2019,MIDD,1
110+04180,2019,PMP,1
110+04180,2019,WE,0
110+04180,2020,AMP,0
110+04180,2020,MIDD,0
110+04180,2020,PMP,0
110+04180,2020,WE,1
110+04180,2021,AMP,2.196917269
110+04180,2021,MIDD,0.878766908
110+04180,2021,PMP,1.757533815
110+04180,2021,WE,1.208304498
110+04180,2022,AMP,2.195460259
110+04180,2022,MIDD,0.878184104
110+04180,2022,PMP,1.756368207
110+04180,2022,WE,1.207503143
110+04180,2023,AMP,2.194067119
110+04180,2023,MIDD,0.877626848
110+04180,2023,PMP,1.755253695
110+04180,2023,WE,1.206736916
110+04180,2024,AMP,2.1926112
110+04180,2024,MIDD,0.87704448
110+04180,2024,PMP,1.75408896
110+04180,2024,WE,1.20593616
110+04181,2017,AMP,0
110+04181,2017,MIDD,1
110+04181,2017,PMP,8
110+04181,2017,WE,0
110+04181,2018,AMP,0
110+04181,2018,MIDD,2
110+04181,2018,PMP,6
110+04181,2018,WE,1
110+04181,2019,AMP,0
110+04181,2019,MIDD,2
110+04181,2019,PMP,3
110+04181,2019,WE,0
110+04181,2020,AMP,0
110+04181,2020,MIDD,3
110+04181,2020,PMP,1
110+04181,2020,WE,0
110+04181,2021,AMP,6.73106704
110+04181,2021,MIDD,1.631773828
110+04181,2021,PMP,3.671491113
110+04181,2021,WE,4.895321483
110+04181,2022,AMP,6.726602953
110+04181,2022,MIDD,1.630691625
110+04181,2022,PMP,3.669056156
110+04181,2022,WE,4.892074875
110+04181,2023,AMP,6.722334554
110+04181,2023,MIDD,1.629656862
110+04181,2023,PMP,3.666727938
110+04181,2023,WE,4.888970585
110+04181,2024,AMP,6.717873807
110+04181,2024,MIDD,1.628575468
110+04181,2024,PMP,3.664294804
110+04181,2024,WE,4.885726405
110+04182,2017,AMP,30
110+04182,2017,MIDD,19
110+04182,2017,PMP,42
110+04182,2017,WE,21
110+04182,2018,AMP,70
110+04182,2018,MIDD,20
110+04182,2018,PMP,40
110+04182,2018,WE,24
110+04182,2019,AMP,37
110+04182,2019,MIDD,38
110+04182,2019,PMP,44
110+04182,2019,WE,75
110+04182,2020,AMP,19
110+04182,2020,MIDD,25
110+04182,2020,PMP,26
110+04182,2020,WE,27
110+04182,2021,AMP,8.129789259
110+04182,2021,MIDD,5.315631438
110+04182,2021,PMP,7.921333124
110+04182,2021,WE,7.660762955
110+04182,2022,AMP,8.123854472
110+04182,2022,MIDD,5.311751001
110+04182,2022,PMP,7.915550511
110+04182,2022,WE,7.65517056
110+04182,2023,AMP,8.117922578
110+04182,2023,MIDD,5.307872455
110+04182,2023,PMP,7.909770717
110+04182,2023,WE,7.649580891
110+04182,2024,AMP,8.111795993
110+04182,2024,MIDD,5.303866611
110+04182,2024,PMP,7.903801224
110+04182,2024,WE,7.643807762
110+04183,2017,AMP,3
110+04183,2017,MIDD,4
110+04183,2017,PMP,10
110+04183,2017,WE,1
110+04183,2018,AMP,3
110+04183,2018,MIDD,0
110+04183,2018,PMP,7
110+04183,2018,WE,1
110+04183,2019,AMP,1
110+04183,2019,MIDD,1
110+04183,2019,PMP,6
110+04183,2019,WE,2
110+04183,2020,AMP,4
110+04183,2020,MIDD,5
110+04183,2020,PMP,5
110+04183,2020,WE,2
110+04183,2021,AMP,1.34787533
110+04183,2021,MIDD,2.81828478
110+04183,2021,PMP,3.430955385
110+04183,2021,WE,0.735204725
110+04183,2022,AMP,1.346985725
110+04183,2022,MIDD,2.816424697
110+04183,2022,PMP,3.428690935
110+04183,2022,WE,0.734719486
110+04183,2023,AMP,1.346059428
110+04183,2023,MIDD,2.814487896
110+04183,2023,PMP,3.42633309
110+04183,2023,WE,0.734214234
110+04183,2024,AMP,1.345170544
110+04183,2024,MIDD,2.81262932
110+04183,2024,PMP,3.424070477
110+04183,2024,WE,0.733729388
110+04184,2017,AMP,2
110+04184,2017,MIDD,25
110+04184,2017,PMP,27
110+04184,2017,WE,3
110+04184,2018,AMP,6
110+04184,2018,MIDD,23
110+04184,2018,PMP,45
110+04184,2018,WE,9
110+04184,2019,AMP,4
110+04184,2019,MIDD,26
110+04184,2019,PMP,18
110+04184,2019,WE,5
110+04184,2020,AMP,8
110+04184,2020,MIDD,36
110+04184,2020,PMP,29
110+04184,2020,WE,10
110+04184,2021,AMP,2.232547751
110+04184,2021,MIDD,12.27901263
110+04184,2021,PMP,13.28365912
110+04184,2021,WE,3.013939464
110+04184,2022,AMP,2.229547489
110+04184,2022,MIDD,12.26251119
110+04184,2022,PMP,13.26580756
110+04184,2022,WE,3.009889111
110+04184,2023,AMP,2.226432043
110+04184,2023,MIDD,12.24537624
110+04184,2023,PMP,13.24727066
110+04184,2023,WE,3.005683258
110+04184,2024,AMP,2.223441055
110+04184,2024,MIDD,12.2289258
110+04184,2024,PMP,13.22947428
110+04184,2024,WE,3.001645424
110+04185,2017,AMP,0
110+04185,2017,MIDD,5
110+04185,2017,PMP,2
110+04185,2017,WE,2
110+04185,2018,AMP,2
110+04185,2018,MIDD,5
110+04185,2018,PMP,1
110+04185,2018,WE,1
110+04185,2019,AMP,5
110+04185,2019,MIDD,4
110+04185,2019,PMP,3
110+04185,2019,WE,1
110+04185,2020,AMP,1
110+04185,2020,MIDD,8
110+04185,2020,PMP,5
110+04185,2020,WE,0
110+04185,2021,AMP,12.79298765
110+04185,2021,MIDD,12.2367708
110+04185,2021,PMP,6.118385398
110+04185,2021,WE,12.2367708
110+04185,2022,AMP,12.77217134
110+04185,2022,MIDD,12.21685955
110+04185,2022,PMP,6.108429773
110+04185,2022,WE,12.21685955
110+04185,2023,AMP,12.75210797
110+04185,2023,MIDD,12.19766849
110+04185,2023,PMP,6.098834247
110+04185,2023,WE,12.19766849
110+04185,2024,AMP,12.73136436
110+04185,2024,MIDD,12.17782678
110+04185,2024,PMP,6.088913392
110+04185,2024,WE,12.17782678
110+04186,2017,AMP,2
110+04186,2017,MIDD,3
110+04186,2017,PMP,1
110+04186,2017,WE,0
110+04186,2018,AMP,0
110+04186,2018,MIDD,0
110+04186,2018,PMP,2
110+04186,2018,WE,1
110+04186,2019,AMP,0
110+04186,2019,MIDD,2
110+04186,2019,PMP,2
110+04186,2019,WE,0
110+04186,2020,AMP,6
110+04186,2020,MIDD,3
110+04186,2020,PMP,5
110+04186,2020,WE,1
110+04186,2021,AMP,2.387616456
110+04186,2021,MIDD,1.790712342
110+04186,2021,PMP,1.492260285
110+04186,2021,WE,1.93993837
110+04186,2022,AMP,2.384258513
110+04186,2022,MIDD,1.788193884
110+04186,2022,PMP,1.49016157
110+04186,2022,WE,1.937210041
110+04186,2023,AMP,2.380905871
110+04186,2023,MIDD,1.785679404
110+04186,2023,PMP,1.48806617
110+04186,2023,WE,1.934486021
110+04186,2024,AMP,2.377558524
110+04186,2024,MIDD,1.783168893
110+04186,2024,PMP,1.485974077
110+04186,2024,WE,1.931766301
110+04187,2017,AMP,0
110+04187,2017,MIDD,0
110+04187,2017,PMP,1
110+04187,2017,WE,0
110+04187,2018,AMP,0
110+04187,2018,MIDD,0
110+04187,2018,PMP,1
110+04187,2018,WE,0
110+04187,2019,AMP,2
110+04187,2019,MIDD,1
110+04187,2019,PMP,1
110+04187,2019,WE,0
110+04187,2020,AMP,0
110+04187,2020,MIDD,3
110+04187,2020,PMP,0
110+04187,2020,WE,0
110+04187,2021,AMP,8.514856633
110+04187,2021,MIDD,6.192623006
110+04187,2021,PMP,6.192623006
110+04187,2021,WE,12.38524601
110+04187,2022,AMP,8.509923636
110+04187,2022,MIDD,6.189035372
110+04187,2022,PMP,6.189035372
110+04187,2022,WE,12.37807074
110+04187,2023,AMP,8.505320626
110+04187,2023,MIDD,6.185687728
110+04187,2023,PMP,6.185687728
110+04187,2023,WE,12.37137546
110+04187,2024,AMP,8.500390028
110+04187,2024,MIDD,6.182101839
110+04187,2024,PMP,6.182101839
110+04187,2024,WE,12.36420368
110+04188,2017,AMP,8
110+04188,2017,MIDD,5
110+04188,2017,PMP,4
110+04188,2017,WE,5
110+04188,2018,AMP,2
110+04188,2018,MIDD,13
110+04188,2018,PMP,6
110+04188,2018,WE,14
110+04188,2019,AMP,4
110+04188,2019,MIDD,5
110+04188,2019,PMP,9
110+04188,2019,WE,6
110+04188,2020,AMP,6
110+04188,2020,MIDD,5
110+04188,2020,PMP,7
110+04188,2020,WE,12
110+04188,2021,AMP,2.985312472
110+04188,2021,MIDD,4.17943746
110+04188,2021,PMP,3.880906213
110+04188,2021,WE,5.522828072
110+04188,2022,AMP,2.983920559
110+04188,2022,MIDD,4.177488783
110+04188,2022,PMP,3.879096727
110+04188,2022,WE,5.520253035
110+04188,2023,AMP,2.982374508
110+04188,2023,MIDD,4.175324312
110+04188,2023,PMP,3.877086861
110+04188,2023,WE,5.51739284
110+04188,2024,AMP,2.980983528
110+04188,2024,MIDD,4.173376939
110+04188,2024,PMP,3.875278587
110+04188,2024,WE,5.514819527
110+04189,2017,AMP,1
110+04189,2017,MIDD,1
110+04189,2017,PMP,3
110+04189,2017,WE,1
110+04189,2018,AMP,0
110+04189,2018,MIDD,1
110+04189,2018,PMP,3
110+04189,2018,WE,0
110+04189,2019,AMP,1
110+04189,2019,MIDD,1
110+04189,2019,PMP,0
110+04189,2019,WE,4
110+04189,2020,AMP,1
110+04189,2020,MIDD,1
110+04189,2020,PMP,2
110+04189,2020,WE,1
110+04189,2021,AMP,2.749282815
110+04189,2021,MIDD,0.999739205
110+04189,2021,PMP,4.748761226
110+04189,2021,WE,3.499087219
110+04189,2022,AMP,2.797222346
110+04189,2022,MIDD,1.017171762
110+04189,2022,PMP,4.83156587
110+04189,2022,WE,3.560101167
110+04189,2023,AMP,2.846457474
110+04189,2023,MIDD,1.035075445
110+04189,2023,PMP,4.916608363
110+04189,2023,WE,3.622764057
110+04189,2024,AMP,2.897173623
110+04189,2024,MIDD,1.053517681
110+04189,2024,PMP,5.004208984
110+04189,2024,WE,3.687311883
110+04190,2017,AMP,0
110+04190,2017,MIDD,0
110+04190,2017,PMP,0
110+04190,2017,WE,0
110+04190,2018,AMP,0
110+04190,2018,MIDD,0
110+04190,2018,PMP,0
110+04190,2018,WE,0
110+04190,2019,AMP,0
110+04190,2019,MIDD,1
110+04190,2019,PMP,1
110+04190,2019,WE,1
110+04190,2020,AMP,0
110+04190,2020,MIDD,0
110+04190,2020,PMP,0
110+04190,2020,WE,0
110+04190,2021,AMP,3.436123398
110+04190,2021,MIDD,0.572687233
110+04190,2021,PMP,0.572687233
110+04190,2021,WE,0.572687233
110+04190,2022,AMP,3.506054219
110+04190,2022,MIDD,0.58434237
110+04190,2022,PMP,0.58434237
110+04190,2022,WE,0.58434237
110+04190,2023,AMP,3.578093148
110+04190,2023,MIDD,0.596348858
110+04190,2023,PMP,0.596348858
110+04190,2023,WE,0.596348858
110+04190,2024,AMP,3.652659691
110+04190,2024,MIDD,0.608776615
110+04190,2024,PMP,0.608776615
110+04190,2024,WE,0.608776615
