TMC,YEAR,PERIOD,V/C_STRAIGHT_AVG,AVG_HOURLY_VAL
110+04151,2022,MIDD,0.646963104,3992.166667
110+04151,2022,PMP,0.608597904,3835.5
110+04151,2022,WE,0.642381504,4002.428571
110+04151,2023,AMP,0.668994889,4183
110+04151,2023,MIDD,0.646675223,3990.333333
110+04151,2023,PMP,0.608327095,3833.75
110+04151,2023,WE,0.642095663,4000.642857
110+04151,2024,AMP,0.668697073,4181
110+04151,2024,MIDD,0.646387343,3988.666667
110+04151,2024,PMP,0.608056286,3832
110+04151,2024,WE,0.641809821,3998.857143
110+04152,2017,AMP,0.881641534,5536.5
110+04152,2017,MIDD,0.801526836,4966.333333
110+04152,2017,PMP,0.741930954,4692.5
110+04152,2017,WE,0.807389355,5051
110+04152,2018,AMP,0.880859475,5531.25
110+04152,2018,MIDD,0.800815843,4962
110+04152,2018,PMP,0.741272825,4688.5
110+04152,2018,WE,0.806673161,5046.5
110+04152,2019,AMP,0.890542114,5592
110+04152,2019,MIDD,0.809618621,5016.5
110+04152,2019,PMP,0.749421091,4739.75
110+04152,2019,WE,0.815540325,5101.857143
110+04152,2020,AMP,0.77579353,4871.5
110+04152,2020,MIDD,0.705297232,4370.166667
110+04152,2020,PMP,0.652856305,4128.75
110+04152,2020,WE,0.710455909,4444.428571
110+04152,2021,AMP,0.775728358,4871.25
110+04152,2021,MIDD,0.705237983,4369.666667
110+04152,2021,PMP,0.65280146,4128.75
110+04152,2021,WE,0.710396227,4444.142857
110+04152,2022,AMP,0.77538388,4869.25
110+04152,2022,MIDD,0.704924807,4367.666667
110+04152,2022,PMP,0.65251157,4127
110+04152,2022,WE,0.71008076,4442.214286
110+04152,2023,AMP,0.775039401,4866.75
110+04152,2023,MIDD,0.704611631,4365.666667
110+04152,2023,PMP,0.65222168,4125
110+04152,2023,WE,0.709765294,4440.071429
110+04152,2024,AMP,0.774694923,4864.5
110+04152,2024,MIDD,0.704298455,4364
110+04152,2024,PMP,0.65193179,4123.25
110+04152,2024,WE,0.709449827,4438.214286
110+04153,2017,AMP,0.777403529,6484
110+04153,2017,MIDD,0.590706937,4859
110+04153,2017,PMP,0.528858147,4442.5
110+04153,2017,WE,0.626377738,5204.285714
110+04153,2018,AMP,0.776716562,6478
110+04153,2018,MIDD,0.590184949,4854.5
110+04153,2018,PMP,0.528390812,4438.75
110+04153,2018,WE,0.625824228,5199.571429
110+04153,2019,AMP,0.785243028,6549
110+04153,2019,MIDD,0.596663749,4908
110+04153,2019,PMP,0.534191263,4487.5
110+04153,2019,WE,0.632694261,5256.714286
110+04153,2020,AMP,0.684064997,5705.5
110+04153,2020,MIDD,0.519784031,4275.333333
110+04153,2020,PMP,0.465361082,3909.25
110+04153,2020,WE,0.551172036,4579.357143
110+04153,2021,AMP,0.684008423,5704.75
110+04153,2021,MIDD,0.519741043,4275.166667
110+04153,2021,PMP,0.465322595,3909
110+04153,2021,WE,0.551126452,4579
110+04153,2022,AMP,0.683701309,5702.5
110+04153,2022,MIDD,0.519507684,4273.166667
110+04153,2022,PMP,0.465113669,3907.25
110+04153,2022,WE,0.550879001,4577
110+04153,2023,AMP,0.683402277,5699.75
110+04153,2023,MIDD,0.519280465,4271.333333
110+04153,2023,PMP,0.464910241,3905.5
110+04153,2023,WE,0.550638061,4574.928571
110+04153,2024,AMP,0.683095162,5697.5
110+04153,2024,MIDD,0.519047105,4269.333333
110+04153,2024,PMP,0.464701315,3904
110+04153,2024,WE,0.55039061,4573
110+04154,2017,AMP,0.791833059,6605
110+04154,2017,MIDD,0.601953445,4950
110+04154,2017,PMP,0.53924848,4525.75
110+04154,2017,WE,0.638289059,5301.642857
110+04154,2018,AMP,0.791138114,6599.25
110+04154,2018,MIDD,0.601425146,4945.166667
110+04154,2018,PMP,0.538775214,4521.75
110+04154,2018,WE,0.637728871,5296.785714
110+04154,2019,AMP,0.799824925,6671.75
110+04154,2019,MIDD,0.608028881,4999.666667
110+04154,2019,PMP,0.544691043,4571.25
110+04154,2019,WE,0.644731225,5355
110+04154,2020,AMP,0.696762991,5812.25
110+04154,2020,MIDD,0.529680945,4355.5
110+04154,2020,PMP,0.474504543,3982.5
110+04154,2020,WE,0.561653986,4665.142857
110+04154,2021,AMP,0.696698345,5811.5
110+04154,2021,MIDD,0.529631801,4355
110+04154,2021,PMP,0.474460518,3982
110+04154,2021,WE,0.561601876,4664.571429
110+04154,2022,AMP,0.696391277,5809
110+04154,2022,MIDD,0.529398366,4353.166667
110+04154,2022,PMP,0.474251401,3980.25
110+04154,2022,WE,0.561354351,4662.571429
110+04154,2023,AMP,0.696076127,5806.5
110+04154,2023,MIDD,0.529158789,4351.166667
110+04154,2023,PMP,0.47403678,3978.75
110+04154,2023,WE,0.561100312,4660.571429
110+04154,2024,AMP,0.695769059,5803.75
110+04154,2024,MIDD,0.528925355,4349.333333
110+04154,2024,PMP,0.473827662,3976.75
110+04154,2024,WE,0.560852787,4658.428571
110+04155,2017,AMP,0.870651463,7232.25
110+04155,2017,MIDD,0.698949858,5722.833333
110+04155,2017,PMP,0.613625267,5124.25
110+04155,2017,WE,0.723629005,5983.071429
110+04155,2018,AMP,0.869878818,7225.75
110+04155,2018,MIDD,0.698329586,5717.666667
110+04155,2018,PMP,0.613080716,5119.5
110+04155,2018,WE,0.722986832,5977.642857
110+04155,2019,AMP,0.879437313,7305
110+04155,2019,MIDD,0.706003046,5780.5
110+04155,2019,PMP,0.619817434,5175.75
110+04155,2019,WE,0.730931233,6043.285714
110+04155,2020,AMP,0.766113388,6363.75
110+04155,2020,MIDD,0.615027788,5035.5
110+04155,2020,PMP,0.539948018,4508.75
110+04155,2020,WE,0.636743739,5264.5
110+04155,2021,AMP,0.774110662,6430.25
110+04155,2021,MIDD,0.621447915,5088.166667
110+04155,2021,PMP,0.545584406,4555.75
110+04155,2021,WE,0.643390555,5319.5
110+04155,2022,AMP,0.773768149,6427.5
110+04155,2022,MIDD,0.62117295,5085.833333
110+04155,2022,PMP,0.545343007,4553.75
110+04155,2022,WE,0.64310588,5317.142857
110+04155,2023,AMP,0.773417671,6424.5
110+04155,2023,MIDD,0.62089159,5083.833333
110+04155,2023,PMP,0.545095994,4551.75
110+04155,2023,WE,0.642814586,5314.857143
110+04155,2024,AMP,0.773075158,6421.5
110+04155,2024,MIDD,0.620616624,5081.5
110+04155,2024,PMP,0.544854595,4549.75
110+04155,2024,WE,0.642529911,5312.428571
110+04156,2017,AMP,0.991832738,8252
110+04156,2017,MIDD,0.686614861,5630.333333
110+04156,2017,PMP,0.759137888,6340.5
110+04156,2017,WE,0.794540834,6582.285714
110+04156,2018,AMP,0.990959301,8244.75
110+04156,2018,MIDD,0.686010208,5625.666667
110+04156,2018,PMP,0.758469369,6334.75
110+04156,2018,WE,0.793841138,6576.571429
110+04156,2019,AMP,1.001839823,8335.5
110+04156,2019,MIDD,0.693542454,5687.166667
110+04156,2019,PMP,0.766797201,6404.5
110+04156,2019,WE,0.802557344,6648.785714
110+04156,2020,AMP,0.872754247,7261.25
110+04156,2020,MIDD,0.604180537,4954.5
110+04156,2020,PMP,0.667996519,5579.25
110+04156,2020,WE,0.699149021,5792.071429
110+04156,2021,AMP,0.82256909,6843.25
110+04156,2021,MIDD,0.569438918,4669.666667
110+04156,2021,PMP,0.62958535,5258.25
110+04156,2021,WE,0.658946519,5458.857143
110+04156,2022,AMP,0.822203078,6840.5
110+04156,2022,MIDD,0.56918554,4667.5
110+04156,2022,PMP,0.629305209,5256
110+04156,2022,WE,0.658653314,5456.5
110+04156,2023,AMP,0.821837067,6837.25
110+04156,2023,MIDD,0.568932162,4665.5
110+04156,2023,PMP,0.629025068,5253.75
110+04156,2023,WE,0.658360108,5454.071429
110+04156,2024,AMP,0.821471055,6834.5
110+04156,2024,MIDD,0.568678783,4663.333333
110+04156,2024,PMP,0.628744927,5251
110+04156,2024,WE,0.658066902,5451.571429
110+04157,2017,AMP,0.90615884,7463
110+04157,2017,MIDD,0.811553891,6590.5
110+04157,2017,PMP,0.756406091,6267
110+04157,2017,WE,0.822827362,6747.357143
110+04157,2018,AMP,0.90536085,7456.75
110+04157,2018,MIDD,0.810839214,6584.5
110+04157,2018,PMP,0.755739978,6261.5
110+04157,2018,WE,0.822102757,6741.428571
110+04157,2019,AMP,0.915301519,7538.5
110+04157,2019,MIDD,0.819742055,6656.833333
110+04157,2019,PMP,0.764037842,6330.25
110+04157,2019,WE,0.83112927,6815.428571
110+04157,2020,AMP,0.797366276,6567
110+04157,2020,MIDD,0.714119507,5799
110+04157,2020,PMP,0.665592699,5514.5
110+04157,2020,WE,0.724039496,5937.142857
110+04157,2021,AMP,0.751516081,6189.5
110+04157,2021,MIDD,0.673056172,5465.833333
110+04157,2021,PMP,0.627319755,5197.5
110+04157,2021,WE,0.682405741,5595.928571
110+04157,2022,AMP,0.751181685,6186.75
110+04157,2022,MIDD,0.672756688,5463
110+04157,2022,PMP,0.627040622,5195
110+04157,2022,WE,0.682102097,5593.214286
110+04157,2023,AMP,0.75084729,6184
110+04157,2023,MIDD,0.672457204,5460.833333
110+04157,2023,PMP,0.626761489,5193
110+04157,2023,WE,0.681798453,5590.928571
110+04157,2024,AMP,0.750512894,6181.25
110+04157,2024,MIDD,0.67215772,5458.333333
110+04157,2024,PMP,0.626482356,5190.5
110+04157,2024,WE,0.681494809,5588.357143
110+04158,2017,AMP,0.89851193,7463
110+04158,2017,MIDD,0.804705335,6590.5
110+04158,2017,PMP,0.750022918,6267
110+04158,2017,WE,0.815883672,6747.357143
110+04158,2018,AMP,0.897720675,7456.75
110+04158,2018,MIDD,0.803996689,6584.5
110+04158,2018,PMP,0.749362426,6261.5
110+04158,2018,WE,0.815165181,6741.428571
110+04158,2019,AMP,0.907577456,7538.5
110+04158,2019,MIDD,0.812824401,6656.833333
110+04158,2019,PMP,0.757590265,6330.25
110+04158,2019,WE,0.824115521,6815.428571
110+04158,2020,AMP,0.790637447,6567
110+04158,2020,MIDD,0.708093182,5799
110+04158,2020,PMP,0.659975883,5514.5
110+04158,2020,WE,0.717929458,5937.142857
110+04158,2021,AMP,1.039031349,8630.25
110+04158,2021,MIDD,0.930554223,7620.666667
110+04158,2021,PMP,0.867319952,7247
110+04158,2021,WE,0.943480753,7802.357143
110+04158,2022,AMP,1.038564132,8626.25
110+04158,2022,MIDD,0.930135784,7617.5
110+04158,2022,PMP,0.866929948,7243.75
110+04158,2022,WE,0.943056502,7798.928571
110+04158,2023,AMP,1.03810445,8622.25
110+04158,2023,MIDD,0.929724094,7614.333333
110+04158,2023,PMP,0.866546233,7240.75
110+04158,2023,WE,0.942639093,7795.571429
110+04158,2024,AMP,1.037644769,8618.75
110+04158,2024,MIDD,0.929312404,7610.5
110+04158,2024,PMP,0.866162519,7237.5
110+04158,2024,WE,0.942221684,7792
110+04159,2017,AMP,1.013829195,8385
110+04159,2017,MIDD,0.907983228,7404.666667
110+04159,2017,PMP,0.846282732,7041.75
110+04159,2017,WE,0.92059622,7581.071429
110+04159,2018,AMP,1.026467249,8490
110+04159,2018,MIDD,0.919301841,7497
110+04159,2018,PMP,0.856832208,7129.25
110+04159,2018,WE,0.932072062,7675.642857
110+04159,2019,AMP,1.039105302,8594.5
110+04159,2019,MIDD,0.930620455,7589.333333
110+04159,2019,PMP,0.867381684,7217.25
110+04159,2019,WE,0.943547905,7770.214286
110+04159,2020,AMP,0.791543239,6546.75
110+04159,2020,MIDD,0.708904408,5781.333333
110+04159,2020,PMP,0.660731983,5497.75
110+04159,2020,WE,0.718751953,5919
110+04159,2021,AMP,0.83185636,6880.25
110+04159,2021,MIDD,0.745008751,6075.5
110+04159,2021,PMP,0.694382916,5777.75
110+04159,2021,WE,0.755357829,6220.357143
110+04159,2022,AMP,0.831485542,6877
110+04159,2022,MIDD,0.744676648,6073
110+04159,2022,PMP,0.69407338,5775
110+04159,2022,WE,0.755021113,6217.571429
110+04159,2023,AMP,0.831114725,6874.25
110+04159,2023,MIDD,0.744344545,6070.166667
110+04159,2023,PMP,0.693763845,5772.5
110+04159,2023,WE,0.754684397,6214.857143
110+04159,2024,AMP,0.830743908,6871.25
110+04159,2024,MIDD,0.744012442,6067.333333
110+04159,2024,PMP,0.693454309,5770
110+04159,2024,WE,0.75434768,6212.071429
110+04163,2017,AMP,0.565507494,2512.75
110+04163,2017,MIDD,0.566750464,2530.5
110+04163,2017,PMP,0.634678473,2820.75
110+04163,2017,WE,0.585803332,2608.357143
110+04163,2018,AMP,0.557346246,2476.5
110+04163,2018,MIDD,0.558571278,2494
110+04163,2018,PMP,0.625518969,2780
110+04163,2018,WE,0.57734918,2570.714286
110+04163,2019,AMP,0.565854526,2514.25
110+04163,2019,MIDD,0.567098259,2532.166667
110+04163,2019,PMP,0.635067954,2822.5
110+04163,2019,WE,0.58616282,2610
110+04163,2020,AMP,0.512591013,2277.25
110+04163,2020,MIDD,0.513717674,2293.666667
110+04163,2020,PMP,0.575289426,2557
110+04163,2020,WE,0.5309877,2364.214286
110+04163,2021,AMP,0.640981091,2848
110+04163,2021,MIDD,0.64238995,2868.166667
110+04163,2021,PMP,0.719383747,3197
110+04163,2021,WE,0.663985646,2956.357143
110+04163,2022,AMP,0.640693891,2847
110+04163,2022,MIDD,0.642102119,2867
110+04163,2022,PMP,0.719061419,3195.75
110+04163,2022,WE,0.66368814,2955.214286
110+04163,2023,AMP,0.640406692,2845.25
110+04163,2023,MIDD,0.641814289,2865.666667
110+04163,2023,PMP,0.71873909,3194
110+04163,2023,WE,0.663390633,2953.642857
110+04163,2024,AMP,0.640119493,2844.25
110+04163,2024,MIDD,0.641526458,2864.333333
110+04163,2024,PMP,0.718416761,3193
110+04163,2024,WE,0.663093126,2952.5
110+04164,2017,AMP,0.582496989,2512.75
110+04164,2017,MIDD,0.583777302,2530.5
110+04164,2017,PMP,0.653746067,2820.75
110+04164,2017,WE,0.603402574,2608.357143
110+04164,2018,AMP,0.574090553,2476.5
110+04164,2018,MIDD,0.575352389,2494
110+04164,2018,PMP,0.644311384,2780
110+04164,2018,WE,0.594694434,2570.714286
110+04164,2019,AMP,0.582854448,2514.25
110+04164,2019,MIDD,0.584135546,2532.166667
110+04164,2019,PMP,0.654147249,2822.5
110+04164,2019,WE,0.603772862,2610
110+04164,2020,AMP,0.527990743,2277.25
110+04164,2020,MIDD,0.529151252,2293.666667
110+04164,2020,PMP,0.592572799,2557
110+04164,2020,WE,0.54694012,2364.214286
110+04164,2021,AMP,0.660238033,2848
110+04164,2021,MIDD,0.661689219,2868.166667
110+04164,2021,PMP,0.740996135,3197
110+04164,2021,WE,0.683933713,2956.357143
110+04164,2022,AMP,0.659942206,2847
110+04164,2022,MIDD,0.661392741,2867
110+04164,2022,PMP,0.740664122,3195.75
110+04164,2022,WE,0.683627268,2955.214286
110+04164,2023,AMP,0.659646378,2845.25
110+04164,2023,MIDD,0.661096263,2865.666667
110+04164,2023,PMP,0.74033211,3194
110+04164,2023,WE,0.683320824,2953.642857
110+04164,2024,AMP,0.65935055,2844.25
110+04164,2024,MIDD,0.660799785,2864.333333
110+04164,2024,PMP,0.740000098,3193
110+04164,2024,WE,0.683014379,2952.5
110+04165,2017,AMP,0.419749819,1826.25
110+04165,2017,MIDD,0.448926674,1962.833333
110+04165,2017,PMP,0.476928775,2076.25
110+04165,2017,WE,0.44859103,1956.214286
110+04165,2018,AMP,0.413691811,1799.75
110+04165,2018,MIDD,0.442447573,1934.666667
110+04165,2018,PMP,0.470045537,2046
110+04165,2018,WE,0.442116774,1927.928571
110+04165,2019,AMP,0.42001421,1827.25
110+04165,2019,MIDD,0.449209443,1964
110+04165,2019,PMP,0.477229182,2077.25
110+04165,2019,WE,0.448873588,1957.285714
110+04165,2020,AMP,0.380481973,1655.5
110+04165,2020,MIDD,0.406929316,1779.333333
110+04165,2020,PMP,0.432311804,1881.75
110+04165,2020,WE,0.406625072,1773.214286
110+04165,2021,AMP,0.47577777,2070
110+04165,2021,MIDD,0.508849134,2225
110+04165,2021,PMP,0.540588938,2353
110+04165,2021,WE,0.508468688,2217.285714
110+04165,2022,AMP,0.475570855,2069
110+04165,2022,MIDD,0.508627836,2224
110+04165,2022,PMP,0.540353837,2352
110+04165,2022,WE,0.508247556,2216.285714
110+04165,2023,AMP,0.475352444,2068
110+04165,2023,MIDD,0.508394244,2222.833333
110+04165,2023,PMP,0.540105675,2351
110+04165,2023,WE,0.508014139,2215.214286
110+04165,2024,AMP,0.47514553,2067.25
110+04165,2024,MIDD,0.508172947,2221.833333
110+04165,2024,PMP,0.539870574,2350
110+04165,2024,WE,0.507793007,2214.285714
110+04166,2017,AMP,0.513147142,2242.25
110+04166,2017,MIDD,0.543113281,2384.5
110+04166,2017,PMP,0.560562675,2450.5
110+04166,2017,WE,0.539537068,2362.714286
110+04166,2018,AMP,0.505743841,2209.5
110+04166,2018,MIDD,0.535277652,2350.333333
110+04166,2018,PMP,0.552475299,2415.25
110+04166,2018,WE,0.531753034,2328.642857
110+04166,2019,AMP,0.513463422,2243.25
110+04166,2019,MIDD,0.543448031,2386.166667
110+04166,2019,PMP,0.56090818,2452.25
110+04166,2019,WE,0.539869614,2364.214286
110+04166,2020,AMP,0.465131114,2032
110+04166,2020,MIDD,0.492293272,2161.666667
110+04166,2020,PMP,0.508109897,2221.5
110+04166,2020,WE,0.489051691,2141.714286
110+04166,2021,AMP,0.581627674,2541
110+04166,2021,MIDD,0.615592856,2702.833333
110+04166,2021,PMP,0.635370907,2777.75
110+04166,2021,WE,0.61153939,2678
110+04166,2022,AMP,0.581369964,2540
110+04166,2022,MIDD,0.615320097,2701.5
110+04166,2022,PMP,0.635089384,2776.25
110+04166,2022,WE,0.611268427,2676.714286
110+04166,2023,AMP,0.581112254,2539
110+04166,2023,MIDD,0.615047337,2700.5
110+04166,2023,PMP,0.634807862,2775.25
110+04166,2023,WE,0.610997463,2675.714286
110+04166,2024,AMP,0.580854544,2537.75
110+04166,2024,MIDD,0.614774578,2699.333333
110+04166,2024,PMP,0.634526339,2773.75
110+04166,2024,WE,0.6107265,2674.428571
110+04167,2017,AMP,0.597373829,2632
110+04167,2017,MIDD,0.619492728,2743.166667
110+04167,2017,PMP,0.621112346,2738.75
110+04167,2017,WE,0.613635791,2710.142857
110+04167,2018,AMP,0.595168374,2622.25
110+04167,2018,MIDD,0.617205611,2733.166667
110+04167,2018,PMP,0.61881925,2729
110+04167,2018,WE,0.611370297,2700.285714
110+04167,2019,AMP,0.590379733,2601.25
110+04167,2019,MIDD,0.612239662,2711
110+04167,2019,PMP,0.613840317,2706.5
110+04167,2019,WE,0.606451298,2678.357143
110+04167,2020,AMP,0.334181345,1472.25
110+04167,2020,MIDD,0.346555043,1534.5
110+04167,2020,PMP,0.347461086,1532.25
110+04167,2020,WE,0.34327857,1516.071429
110+04167,2021,AMP,0.3794602,1672
110+04167,2021,MIDD,0.393510434,1742.666667
110+04167,2021,PMP,0.394539238,1739.75
110+04167,2021,WE,0.389790026,1721.642857
110+04167,2022,AMP,0.379289613,1671.25
110+04167,2022,MIDD,0.39333353,1741.833333
110+04167,2022,PMP,0.394361872,1738.75
110+04167,2022,WE,0.389614794,1720.785714
110+04167,2023,AMP,0.379119025,1670.5
110+04167,2023,MIDD,0.393156626,1740.833333
110+04167,2023,PMP,0.394184505,1738.5
110+04167,2023,WE,0.389439562,1720.071429
110+04167,2024,AMP,0.378948437,1669.75
110+04167,2024,MIDD,0.392979722,1739.833333
110+04167,2024,PMP,0.394007138,1737.5
110+04167,2024,WE,0.389264331,1719.142857
110+04168,2017,AMP,0.490942134,2181.5
110+04168,2017,MIDD,0.553009797,2469.333333
110+04168,2017,PMP,0.564173677,2508.5
110+04168,2017,WE,0.538465859,2398.285714
110+04168,2018,AMP,0.483861717,2150
110+04168,2018,MIDD,0.545034234,2433.833333
110+04168,2018,PMP,0.556037108,2472.25
110+04168,2018,WE,0.53070005,2363.714286
110+04168,2019,AMP,0.491252387,2182.75
110+04168,2019,MIDD,0.553359274,2470.833333
110+04168,2019,PMP,0.564530209,2510
110+04168,2019,WE,0.538806145,2399.714286
110+04168,2020,AMP,0.445013609,1977.25
110+04168,2020,MIDD,0.50127473,2238.333333
110+04168,2020,PMP,0.511394209,2273.75
110+04168,2020,WE,0.488091404,2173.857143
110+04168,2021,AMP,0.556472,2472.5
110+04168,2021,MIDD,0.626824317,2798.833333
110+04168,2021,PMP,0.639478327,2843.25
110+04168,2021,WE,0.610339086,2718.285714
110+04168,2022,AMP,0.55622823,2471.5
110+04168,2022,MIDD,0.626549728,2797.666667
110+04168,2022,PMP,0.639198195,2842
110+04168,2022,WE,0.610071719,2717.142857
110+04168,2023,AMP,0.555973379,2470.25
110+04168,2023,MIDD,0.626262658,2796.333333
110+04168,2023,PMP,0.638905329,2840.5
110+04168,2023,WE,0.609792198,2715.785714
110+04168,2024,AMP,0.555729609,2469.25
110+04168,2024,MIDD,0.625988069,2795
110+04168,2024,PMP,0.638625197,2839.5
110+04168,2024,WE,0.609524831,2714.642857
110+04169,2017,AMP,0.753610322,3334.5
110+04169,2017,MIDD,0.732455302,3256.833333
110+04169,2017,PMP,0.699637712,3098.5
110+04169,2017,WE,0.729123139,3233.785714
110+04169,2018,AMP,0.74274039,3286
110+04169,2018,MIDD,0.721890506,3209.833333
110+04169,2018,PMP,0.689546271,3053.75
110+04169,2018,WE,0.718606406,3187
110+04169,2019,AMP,0.754082373,3336.5
110+04169,2019,MIDD,0.732914101,3259.166667
110+04169,2019,PMP,0.700075955,3100.5
110+04169,2019,WE,0.729579851,3235.928571
110+04169,2020,AMP,0.683096105,3022.25
110+04169,2020,MIDD,0.66392053,2952
110+04169,2020,PMP,0.634173634,2808.5
110+04169,2020,WE,0.660900152,2931.071429
110+04169,2021,AMP,0.854195464,3779.5
110+04169,2021,MIDD,0.830216862,3691.666667
110+04169,2021,PMP,0.793019075,3512.25
110+04169,2021,WE,0.826439952,3665.5
110+04169,2022,AMP,0.85381272,3777.75
110+04169,2022,MIDD,0.829844862,3689.833333
110+04169,2022,PMP,0.792663742,3510.5
110+04169,2022,WE,0.826069644,3663.714286
110+04169,2023,AMP,0.853429976,3776
110+04169,2023,MIDD,0.829472862,3688
110+04169,2023,PMP,0.79230841,3508.75
110+04169,2023,WE,0.825699337,3661.928571
110+04169,2024,AMP,0.853047232,3774.25
110+04169,2024,MIDD,0.829100862,3686.833333
110+04169,2024,PMP,0.791953077,3507.25
110+04169,2024,WE,0.825329029,3660.5
110+04170,2017,AMP,0.71556632,3179.25
110+04170,2017,MIDD,0.663862954,2964
110+04170,2017,PMP,0.625021963,2779
110+04170,2017,WE,0.667537918,2972.642857
110+04170,2018,AMP,0.705245209,3133.25
110+04170,2018,MIDD,0.654287596,2921.5
110+04170,2018,PMP,0.616006836,2739
110+04170,2018,WE,0.657909554,2929.857143
110+04170,2019,AMP,0.716013919,3181.25
110+04170,2019,MIDD,0.664278212,2966
110+04170,2019,PMP,0.625412925,2781
110+04170,2019,WE,0.667955475,2974.642857
110+04170,2020,AMP,0.648610745,2881.75
110+04170,2020,MIDD,0.601745265,2686.666667
110+04170,2020,PMP,0.566538627,2519
110+04170,2020,WE,0.605076363,2694.5
110+04170,2021,AMP,0.811062927,3603.25
110+04170,2021,MIDD,0.752459437,3359.666667
110+04170,2021,PMP,0.708434884,3150.25
110+04170,2021,WE,0.756624848,3369.428571
110+04170,2022,AMP,0.810707481,3601.75
110+04170,2022,MIDD,0.752129674,3358.333333
110+04170,2022,PMP,0.708124414,3148.5
110+04170,2022,WE,0.756293259,3367.928571
110+04170,2023,AMP,0.81033887,3600.25
110+04170,2023,MIDD,0.751787697,3356.5
110+04170,2023,PMP,0.707802445,3147.5
110+04170,2023,WE,0.755949389,3366.428571
110+04170,2024,AMP,0.809983423,3598.5
110+04170,2024,MIDD,0.751457933,3355.333333
110+04170,2024,PMP,0.707491975,3146
110+04170,2024,WE,0.7556178,3365
110+04172,2017,AMP,0.721579482,3179.25
110+04172,2017,MIDD,0.669441634,2964
110+04172,2017,PMP,0.630274248,2779
110+04172,2017,WE,0.673147481,2972.642857
110+04172,2018,AMP,0.711171639,3133.25
110+04172,2018,MIDD,0.659785811,2921.5
110+04172,2018,PMP,0.621183364,2739
110+04172,2018,WE,0.663438206,2929.857143
110+04172,2019,AMP,0.722030843,3181.25
110+04172,2019,MIDD,0.669860381,2966
110+04172,2019,PMP,0.630668496,2781
110+04172,2019,WE,0.673568546,2974.642857
110+04172,2020,AMP,0.654061255,2881.75
110+04172,2020,MIDD,0.606801948,2686.666667
110+04172,2020,PMP,0.571299456,2519
