tmc_code,year,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110N17038,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17039,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17039,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17040,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17040,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17041,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17098,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17098,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17098,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17098,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17099,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17099,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17099,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17099,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17112,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17116,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17116,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17116,2019,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N17116,2020,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N17119,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17119,2018,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N17119,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17119,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17122,2017,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N17122,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17123,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17123,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17124,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17124,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17124,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17124,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17125,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17125,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17125,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17125,2020,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17126,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17126,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17126,2019,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17126,2020,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17128,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17128,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17128,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17128,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17129,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17129,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17129,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17129,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17130,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17130,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17130,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17130,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17131,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17131,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17131,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17131,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17134,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17134,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17134,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17134,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17135,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17135,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17135,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17135,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17136,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17136,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17136,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17136,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17138,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17138,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17139,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17234,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17234,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17236,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17236,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17237,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17237,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17237,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17237,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17239,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17239,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17245,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17245,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17245,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17245,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17246,2017,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17246,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17246,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17246,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17247,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17248,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17248,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17248,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17248,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17249,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17265,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17265,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17265,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17265,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17266,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17266,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17266,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17266,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17267,2017,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17267,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17268,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17268,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17269,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17269,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17269,2019,Unrel,Unrel,Rel,Rel,Unrel,Unrel
110N17269,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17270,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17270,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17270,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17270,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17271,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17271,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17271,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17271,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17272,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17272,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17272,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17272,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17273,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17273,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17273,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17273,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17274,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17274,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17274,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17274,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17276,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17276,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17277,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17277,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17277,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17277,2020,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17279,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17279,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17280,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17280,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17280,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17280,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17281,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17281,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17282,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17282,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17282,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17282,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17289,2017,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110N17293,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17294,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17308,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17310,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17310,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17310,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17310,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17313,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17313,2020,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N17319,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17335,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17335,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17335,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17335,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17339,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17339,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17344,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17344,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17345,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17345,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17354,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17354,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17354,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17354,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17355,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17355,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17355,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17381,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17381,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17382,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17382,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17382,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17382,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17390,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17390,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17390,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17390,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17391,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N17394,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17419,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17419,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17419,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17419,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17421,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17421,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17421,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17421,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17422,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17422,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17427,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17427,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17428,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17428,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17428,2019,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17428,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17433,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17439,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17439,2018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17439,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17439,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17440,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17440,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17440,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17440,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17441,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17441,2020,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17442,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17442,2018,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17443,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17443,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17444,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17444,2018,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17444,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17444,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17445,2017,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N17445,2018,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110N17445,2019,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N17445,2020,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N17447,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17447,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17447,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17447,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17448,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17448,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17448,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17448,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17449,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17449,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17449,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17449,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17451,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17451,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17452,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17452,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17453,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17453,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17453,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17453,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17454,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17454,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17454,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17454,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17459,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17459,2018,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N17459,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17459,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17460,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17471,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17471,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17471,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17471,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17472,2017,Rel,Unrel,Rel,Unrel,Unrel,Unrel
110N17472,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17473,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17473,2018,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17473,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17473,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17477,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17477,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17477,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17477,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17478,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17478,2018,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17478,2019,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17478,2020,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17479,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17479,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17479,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17479,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17487,2017,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N17497,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17497,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17498,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17498,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17498,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17498,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17499,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17499,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17499,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17499,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17500,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17500,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17500,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17500,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17514,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17514,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17514,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17514,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17516,2017,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N17516,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17516,2019,Rel,Unrel,Rel,Rel,Unrel,Unrel
110N17516,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17777,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17780,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17829,2017,Unrel,Rel,Unrel,Unrel,Unrel,Unrel
110N17838,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17840,2017,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N17843,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17845,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17847,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17847,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17851,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17851,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17853,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17887,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17893,2017,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17898,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17900,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17904,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17906,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17908,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17908,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17910,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17910,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17911,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17911,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17911,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17911,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17917,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17917,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17925,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17925,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17925,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17925,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17929,2017,Rel,Rel,Unrel,Unrel,Unrel,Unrel
110N17929,2018,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110N17929,2019,Unrel,Rel,Rel,Unrel,Unrel,Unrel
110N17929,2020,Unrel,Unrel,Rel,Unrel,Unrel,Unrel
110N17931,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17944,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17944,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17946,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17946,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17947,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17947,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17948,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17948,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17953,2017,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110N17953,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17956,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17956,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17956,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17957,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17957,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17957,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17957,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17960,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17960,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17961,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17961,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17961,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17961,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17962,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17965,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17971,2017,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110N17974,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N17979,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17983,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17983,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17983,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17983,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17984,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17984,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17984,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17984,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17985,2019,Rel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17985,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17987,2019,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17987,2020,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N17988,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N17988,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N17988,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N17988,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N17996,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18001,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18001,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18008,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18008,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18011,2017,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18011,2018,Unrel,Unrel,Unrel,Unrel,Unrel,Unrel
110N18011,2019,Rel,Rel,Unrel,Rel,Unrel,Unrel
110N18011,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18012,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18012,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18012,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18012,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18024,2017,Rel,Rel,Rel,Unrel,Unrel,Rel
110N18029,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18031,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18031,2018,Rel,Rel,Rel,Rel,Rel,Rel
110N18031,2019,Rel,Rel,Rel,Rel,Rel,Rel
110N18031,2020,Rel,Rel,Rel,Rel,Rel,Rel
110N18047,2017,Rel,Rel,Rel,Rel,Rel,Rel
110N18051,2017,Rel,Rel,Rel,Rel,Rel,Rel
