tmc_code,year,AMP LOTTR,MIDD LOTTR,PMP LOTTR,WE LOTTR,max LOTTR,max WD LOTTR,obs AMP rel_unrel,obs MIDD rel_unrel,obs PMP rel_unrel,obs WE rel_unrel,obs rel_unrel,obs rel_unrel WD
110+04185,2018,1.03044512,1.034543555,1.050869565,1.044412607,1.050869565,1.050869565,Rel,Rel,Rel,Rel,Rel,Rel
110+04185,2019,1.028311688,1.02895864,1.042282253,1.037198528,1.042282253,1.042282253,Rel,Rel,Rel,Rel,Rel,Rel
110+04185,2020,1.034506997,1.040520893,1.056764428,1.046789989,1.056764428,1.056764428,Rel,Rel,Rel,Rel,Rel,Rel
110+04186,2017,1.048456879,1.038126689,1.049327354,1.054300063,1.054300063,1.049327354,Rel,Rel,Rel,Rel,Rel,Rel
110+04186,2018,1.057987493,1.041555358,1.055898794,1.06162465,1.06162465,1.057987493,Rel,Rel,Rel,Rel,Rel,Rel
110+04186,2019,1.055705604,1.043386243,1.054799302,1.055742611,1.055742611,1.055705604,Rel,Rel,Rel,Rel,Rel,Rel
110+04186,2020,1.04950495,1.044765597,1.051446945,1.054634514,1.054634514,1.051446945,Rel,Rel,Rel,Rel,Rel,Rel
110+04187,2017,1.033421364,1.029822752,1.03525398,1.041263517,1.041263517,1.03525398,Rel,Rel,Rel,Rel,Rel,Rel
110+04187,2018,1.044954693,1.032474701,1.036797146,1.045364519,1.045364519,1.044954693,Rel,Rel,Rel,Rel,Rel,Rel
110+04187,2019,1.034181613,1.03084808,1.031778625,1.040901836,1.040901836,1.034181613,Rel,Rel,Rel,Rel,Rel,Rel
110+04187,2020,1.043662101,1.036260085,1.03726648,1.043538219,1.043662101,1.043662101,Rel,Rel,Rel,Rel,Rel,Rel
110+04188,2017,1.026333888,1.02543251,1.036040156,1.037165297,1.037165297,1.036040156,Rel,Rel,Rel,Rel,Rel,Rel
110+04188,2018,1.026315789,1.024837695,1.037087249,1.040381775,1.040381775,1.037087249,Rel,Rel,Rel,Rel,Rel,Rel
110+04188,2019,1.026068892,1.025416818,1.039256437,1.040690052,1.040690052,1.039256437,Rel,Rel,Rel,Rel,Rel,Rel
110+04188,2020,1.030616347,1.025666024,1.036411731,1.040690052,1.040690052,1.036411731,Rel,Rel,Rel,Rel,Rel,Rel
110+04189,2017,1.030963959,1.025845796,1.035843887,1.042478651,1.042478651,1.035843887,Rel,Rel,Rel,Rel,Rel,Rel
110+04189,2018,1.034272166,1.025687806,1.041464326,1.044405235,1.044405235,1.041464326,Rel,Rel,Rel,Rel,Rel,Rel
110+04189,2019,1.02915952,1.026192027,1.039087948,1.045296938,1.045296938,1.039087948,Rel,Rel,Rel,Rel,Rel,Rel
110+04189,2020,1.02852445,1.025409005,1.036149023,1.042758316,1.042758316,1.036149023,Rel,Rel,Rel,Rel,Rel,Rel
110+04190,2017,1.049741602,1.038241758,1.045132743,1.05115258,1.05115258,1.049741602,Rel,Rel,Rel,Rel,Rel,Rel
110+04190,2018,1.07703895,1.049082467,1.056322351,1.064366291,1.07703895,1.07703895,Rel,Rel,Rel,Rel,Rel,Rel
110+04190,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04190,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04191,2017,1.022070099,1.020810272,1.030218399,1.032375892,1.032375892,1.030218399,Rel,Rel,Rel,Rel,Rel,Rel
110+04191,2018,1.026221108,1.020647661,1.031466577,1.035728112,1.035728112,1.031466577,Rel,Rel,Rel,Rel,Rel,Rel
110+04191,2019,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04191,2020,0,0,0,0,0,0,Rel,Rel,Rel,Rel,Rel,Rel
110+04192,2017,1.039528024,1.031660693,1.043622142,1.047305389,1.047305389,1.043622142,Rel,Rel,Rel,Rel,Rel,Rel
110+04192,2018,1.030891439,1.025373134,1.036025218,1.038598575,1.038598575,1.036025218,Rel,Rel,Rel,Rel,Rel,Rel
110+04192,2019,1.029897494,1.023836875,1.037283237,1.039170507,1.039170507,1.037283237,Rel,Rel,Rel,Rel,Rel,Rel
110+04192,2020,1.027350427,1.025633641,1.035600579,1.036588879,1.036588879,1.035600579,Rel,Rel,Rel,Rel,Rel,Rel
110+04193,2017,1.026276795,1.021626775,1.032907687,1.033954162,1.033954162,1.032907687,Rel,Rel,Rel,Rel,Rel,Rel
110+04193,2018,1.027613608,1.021390374,1.036077753,1.036585366,1.036585366,1.036077753,Rel,Rel,Rel,Rel,Rel,Rel
110+04193,2019,1.026375169,1.02112462,1.037726204,1.04280096,1.04280096,1.037726204,Rel,Rel,Rel,Rel,Rel,Rel
110+04193,2020,1.029287864,1.025605783,1.034987212,1.040486658,1.040486658,1.034987212,Rel,Rel,Rel,Rel,Rel,Rel
110+04194,2017,1.034739119,1.027187414,1.037932956,1.045465004,1.045465004,1.037932956,Rel,Rel,Rel,Rel,Rel,Rel
110+04194,2018,1.041255321,1.030734946,1.038775987,1.045551141,1.045551141,1.041255321,Rel,Rel,Rel,Rel,Rel,Rel
110+04194,2019,1.04456527,1.027179007,1.041046077,1.051443909,1.051443909,1.04456527,Rel,Rel,Rel,Rel,Rel,Rel
110+04194,2020,1.044441206,1.034453698,1.042714193,1.048154972,1.048154972,1.044441206,Rel,Rel,Rel,Rel,Rel,Rel
110+04227,2017,1.04467569,1.034618102,1.04812411,1.042952065,1.04812411,1.04812411,Rel,Rel,Rel,Rel,Rel,Rel
110+04227,2018,1.046968269,1.050074562,1.051135461,1.050985399,1.051135461,1.051135461,Rel,Rel,Rel,Rel,Rel,Rel
110+04227,2019,1.04013701,1.032778172,1.037188612,1.0392787,1.04013701,1.04013701,Rel,Rel,Rel,Rel,Rel,Rel
110+04227,2020,1.045405792,1.039616384,1.044344704,1.043788934,1.045405792,1.045405792,Rel,Rel,Rel,Rel,Rel,Rel
110+04228,2017,1.108829569,1.112224449,1.170731707,1.090721649,1.170731707,1.170731707,Rel,Rel,Rel,Rel,Rel,Rel
110+04228,2019,1.056801196,1.056047198,1.06122449,1.069117647,1.069117647,1.06122449,Rel,Rel,Rel,Rel,Rel,Rel
110+04228,2020,1.080838323,1.069423929,1.073313783,1.085201794,1.085201794,1.080838323,Rel,Rel,Rel,Rel,Rel,Rel
110+04229,2017,1.040324564,1.03793441,1.055222089,1.054074833,1.055222089,1.055222089,Rel,Rel,Rel,Rel,Rel,Rel
110+04229,2018,1.039405204,1.038951494,1.077665219,1.063035019,1.077665219,1.077665219,Rel,Rel,Rel,Rel,Rel,Rel
110+04229,2019,1.041101695,1.043293718,1.064312736,1.048975957,1.064312736,1.064312736,Rel,Rel,Rel,Rel,Rel,Rel
110+04229,2020,1.036016949,1.034051724,1.04463895,1.054869684,1.054869684,1.04463895,Rel,Rel,Rel,Rel,Rel,Rel
110+04230,2017,1.098497496,1.120860927,1.274961598,1.262903226,1.274961598,1.274961598,Rel,Rel,Rel,Rel,Rel,Rel
110+04230,2018,1.081771721,1.096446701,1.357366771,1.165820643,1.357366771,1.357366771,Rel,Rel,Rel,Rel,Rel,Rel
110+04230,2019,1.062555853,1.080071174,1.148648649,1.117125111,1.148648649,1.148648649,Rel,Rel,Rel,Rel,Rel,Rel
110+04230,2020,1.051376147,1.049861496,1.072878229,1.082790698,1.082790698,1.072878229,Rel,Rel,Rel,Rel,Rel,Rel
110+04231,2017,1.032893157,1.031509121,1.391778333,1.049598833,1.391778333,1.391778333,Rel,Rel,Rel,Rel,Rel,Rel
110+04231,2018,1.03283438,1.031711969,1.695731153,1.054683668,1.695731153,1.695731153,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04231,2019,1.031654344,1.032723112,1.171416046,1.043222927,1.171416046,1.171416046,Rel,Rel,Rel,Rel,Rel,Rel
110+04231,2020,1.031731433,1.032918969,1.043851508,1.045215311,1.045215311,1.043851508,Rel,Rel,Rel,Rel,Rel,Rel
110+04232,2017,1.026296626,1.025661652,1.622435751,1.038442743,1.622435751,1.622435751,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04232,2018,1.026628895,1.026322144,1.695471698,1.042285902,1.695471698,1.695471698,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04232,2019,1.020958557,1.021248131,1.516828381,1.035648036,1.516828381,1.516828381,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04232,2020,1.029681979,1.022664673,1.039614138,1.041150587,1.041150587,1.039614138,Rel,Rel,Rel,Rel,Rel,Rel
110+04233,2017,1.031162691,1.025651988,1.607733705,1.042146426,1.607733705,1.607733705,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04233,2018,1.027294219,1.026737968,1.651548018,1.044987989,1.651548018,1.651548018,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04233,2019,1.022941042,1.021456289,1.709059608,1.036516854,1.709059608,1.709059608,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04233,2020,1.027841168,1.026382198,1.043359197,1.042326791,1.043359197,1.043359197,Rel,Rel,Rel,Rel,Rel,Rel
110+04234,2017,1.047942108,1.033136632,1.53283458,1.048484848,1.53283458,1.53283458,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04234,2018,1.040742417,1.036007293,1.560945274,1.051522248,1.560945274,1.560945274,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04234,2019,1.040510788,1.033333333,1.698128898,1.042837402,1.698128898,1.698128898,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04234,2020,1.03975265,1.034930587,1.051385165,1.045412419,1.051385165,1.051385165,Rel,Rel,Rel,Rel,Rel,Rel
110+04235,2017,1.051460968,1.044240035,1.300959693,1.056987788,1.300959693,1.300959693,Rel,Rel,Rel,Rel,Rel,Rel
110+04235,2018,1.052147239,1.043878894,1.329044834,1.058957952,1.329044834,1.329044834,Rel,Rel,Rel,Rel,Rel,Rel
110+04235,2019,1.039492243,1.03964134,1.565180824,1.045164458,1.565180824,1.565180824,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04235,2020,1.030828516,1.027951807,1.05215311,1.044665012,1.05215311,1.05215311,Rel,Rel,Rel,Rel,Rel,Rel
110+04236,2017,1.034377852,1.030541276,1.127911902,1.045,1.127911902,1.127911902,Rel,Rel,Rel,Rel,Rel,Rel
110+04236,2018,1.038919414,1.033398821,1.163415324,1.047236656,1.163415324,1.163415324,Rel,Rel,Rel,Rel,Rel,Rel
110+04236,2019,1.03144849,1.029271299,1.730665531,1.039974314,1.730665531,1.730665531,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04236,2020,1.032735285,1.029263688,1.052392157,1.043207856,1.052392157,1.052392157,Rel,Rel,Rel,Rel,Rel,Rel
110+04237,2017,1.042460533,1.040302948,1.215958816,1.067624683,1.215958816,1.215958816,Rel,Rel,Rel,Rel,Rel,Rel
110+04237,2018,1.046505303,1.043372845,1.345855247,1.067409312,1.345855247,1.345855247,Rel,Rel,Rel,Rel,Rel,Rel
110+04237,2019,1.048192771,1.055723651,1.474450968,1.059865772,1.474450968,1.474450968,Rel,Rel,Rel,Rel,Rel,Rel
110+04237,2020,1.040717921,1.035078251,1.052874187,1.053284466,1.053284466,1.052874187,Rel,Rel,Rel,Rel,Rel,Rel
110+04238,2017,1.095238095,1.073170732,1.074074074,1.116129032,1.116129032,1.095238095,Rel,Rel,Rel,Rel,Rel,Rel
110+04238,2018,1.091806515,1.069908815,1.078571429,1.094929881,1.094929881,1.091806515,Rel,Rel,Rel,Rel,Rel,Rel
110+04238,2019,1.074901445,1.065420561,1.095174263,1.076258993,1.095174263,1.095174263,Rel,Rel,Rel,Rel,Rel,Rel
110+04238,2020,1.073529412,1.064383562,1.06741573,1.079062958,1.079062958,1.073529412,Rel,Rel,Rel,Rel,Rel,Rel
110+04239,2017,1.136371033,1.113119835,1.080313784,1.161650748,1.161650748,1.136371033,Rel,Rel,Rel,Rel,Rel,Rel
110+04239,2018,1.13936549,1.129446469,1.07306968,1.173006584,1.173006584,1.13936549,Rel,Rel,Rel,Rel,Rel,Rel
110+04239,2019,1.108070175,1.096810507,1.053357679,1.132079248,1.132079248,1.108070175,Rel,Rel,Rel,Rel,Rel,Rel
110+04239,2020,1.123597475,1.102622147,1.087182563,1.148396265,1.148396265,1.123597475,Rel,Rel,Rel,Rel,Rel,Rel
110+04240,2017,1.10061263,1.0785,1.057955743,1.074862096,1.10061263,1.10061263,Rel,Rel,Rel,Rel,Rel,Rel
110+04240,2018,1.093533763,1.076045627,1.049149841,1.085365854,1.093533763,1.093533763,Rel,Rel,Rel,Rel,Rel,Rel
110+04240,2019,1.090731707,1.076466029,1.036157582,1.061429736,1.090731707,1.090731707,Rel,Rel,Rel,Rel,Rel,Rel
110+04240,2020,1.078278379,1.061558785,1.047670934,1.054320988,1.078278379,1.078278379,Rel,Rel,Rel,Rel,Rel,Rel
110+04241,2017,1.078314582,1.066326531,1.041606193,1.061813842,1.078314582,1.078314582,Rel,Rel,Rel,Rel,Rel,Rel
110+04241,2018,1.075760942,1.068038345,1.046415553,1.073532934,1.075760942,1.075760942,Rel,Rel,Rel,Rel,Rel,Rel
110+04241,2019,1.079106145,1.05971897,1.037259615,1.052896123,1.079106145,1.079106145,Rel,Rel,Rel,Rel,Rel,Rel
110+04241,2020,1.054047891,1.045130641,1.046640889,1.047907089,1.054047891,1.054047891,Rel,Rel,Rel,Rel,Rel,Rel
110+04242,2017,1.057593418,1.048447874,1.035496395,1.055139675,1.057593418,1.057593418,Rel,Rel,Rel,Rel,Rel,Rel
110+04242,2018,1.05588033,1.044733045,1.040497864,1.063489142,1.063489142,1.05588033,Rel,Rel,Rel,Rel,Rel,Rel
110+04242,2019,1.051166966,1.041292975,1.031858069,1.045151457,1.051166966,1.051166966,Rel,Rel,Rel,Rel,Rel,Rel
110+04242,2020,1.049964055,1.041331588,1.041025641,1.046382897,1.049964055,1.049964055,Rel,Rel,Rel,Rel,Rel,Rel
110+04243,2017,1.074614761,1.052453469,1.046006944,1.067532468,1.074614761,1.074614761,Rel,Rel,Rel,Rel,Rel,Rel
110+04243,2018,1.079119086,1.051870748,1.046247818,1.062554301,1.079119086,1.079119086,Rel,Rel,Rel,Rel,Rel,Rel
110+04243,2019,1.082135524,1.051391863,1.048913043,1.053846154,1.082135524,1.082135524,Rel,Rel,Rel,Rel,Rel,Rel
110+04243,2020,1.061601643,1.048076923,1.046587216,1.054945055,1.061601643,1.061601643,Rel,Rel,Rel,Rel,Rel,Rel
110+04244,2017,1.076,1.074912892,3.611222445,1.085558252,3.611222445,3.611222445,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04244,2018,1.084765178,1.083235639,4.098368759,1.094795539,4.098368759,4.098368759,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04244,2019,1.07106599,1.069468268,4.268088347,1.068778281,4.268088347,4.268088347,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04244,2020,1.106504065,1.081734779,1.104149026,1.092348285,1.106504065,1.106504065,Rel,Rel,Rel,Rel,Rel,Rel
110+04247,2017,1.218537624,1.047678683,1.059524893,1.065368046,1.218537624,1.218537624,Rel,Rel,Rel,Rel,Rel,Rel
110+04247,2018,1.190213102,1.046756491,1.066485261,1.068997844,1.190213102,1.190213102,Rel,Rel,Rel,Rel,Rel,Rel
110+04247,2019,1.171659742,1.035320484,1.050131448,1.044396873,1.171659742,1.171659742,Rel,Rel,Rel,Rel,Rel,Rel
110+04247,2020,1.051164464,1.037403541,1.052241537,1.046516008,1.052241537,1.052241537,Rel,Rel,Rel,Rel,Rel,Rel
110+04248,2017,1.040583582,1.036852486,1.047222515,1.050545415,1.050545415,1.047222515,Rel,Rel,Rel,Rel,Rel,Rel
110+04248,2018,1.045995893,1.038098204,1.052176663,1.050885912,1.052176663,1.052176663,Rel,Rel,Rel,Rel,Rel,Rel
110+04248,2019,1.043903454,1.038039425,1.051722276,1.040203225,1.051722276,1.051722276,Rel,Rel,Rel,Rel,Rel,Rel
110+04248,2020,1.034253194,1.037228319,1.04815864,1.043780092,1.04815864,1.04815864,Rel,Rel,Rel,Rel,Rel,Rel
110+04249,2017,1.061848256,1.071453713,1.078643579,1.069116042,1.078643579,1.078643579,Rel,Rel,Rel,Rel,Rel,Rel
110+04249,2018,1.059862964,1.067772679,1.087668243,1.076951264,1.087668243,1.087668243,Rel,Rel,Rel,Rel,Rel,Rel
110+04249,2019,1.043156597,1.050713635,1.057780495,1.061135371,1.061135371,1.057780495,Rel,Rel,Rel,Rel,Rel,Rel
110+04249,2020,1.038461538,1.04494382,1.060802469,1.05830721,1.060802469,1.060802469,Rel,Rel,Rel,Rel,Rel,Rel
110+04250,2017,1.045840939,1.046177527,1.057314211,1.050023846,1.057314211,1.057314211,Rel,Rel,Rel,Rel,Rel,Rel
110+04250,2018,1.049716574,1.048564103,1.064093872,1.058926395,1.064093872,1.064093872,Rel,Rel,Rel,Rel,Rel,Rel
110+04250,2019,1.043864149,1.048988718,1.059650203,1.0494067,1.059650203,1.059650203,Rel,Rel,Rel,Rel,Rel,Rel
110+04250,2020,1.032648437,1.042844682,1.050919894,1.049144733,1.050919894,1.050919894,Rel,Rel,Rel,Rel,Rel,Rel
110+04251,2017,1.183149832,1.051225159,1.063848482,1.05625188,1.183149832,1.183149832,Rel,Rel,Rel,Rel,Rel,Rel
110+04251,2018,1.362372655,1.050351401,1.069906726,1.063944761,1.362372655,1.362372655,Rel,Rel,Rel,Rel,Rel,Rel
110+04251,2019,1.398286727,1.046390722,1.06399352,1.052273915,1.398286727,1.398286727,Rel,Rel,Rel,Rel,Rel,Rel
110+04251,2020,1.038543679,1.048859277,1.059991768,1.055526121,1.059991768,1.059991768,Rel,Rel,Rel,Rel,Rel,Rel
110+04252,2017,2.362888329,1.046542319,1.058261956,1.058537926,2.362888329,2.362888329,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04252,2018,2.46979921,1.044706504,1.060806581,1.06145508,2.46979921,2.46979921,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04252,2019,2.49843235,1.040856378,1.052949666,1.04983234,2.49843235,2.49843235,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04252,2020,1.042242152,1.043623254,1.055585831,1.047882309,1.055585831,1.055585831,Rel,Rel,Rel,Rel,Rel,Rel
110+04298,2017,1.265244957,1.079175974,1.104096386,1.07618446,1.265244957,1.265244957,Rel,Rel,Rel,Rel,Rel,Rel
110+04298,2018,1.255295178,1.107134249,1.129594498,1.10531472,1.255295178,1.255295178,Rel,Rel,Rel,Rel,Rel,Rel
110+04298,2019,1.188097441,1.169924338,1.105060858,1.098479841,1.188097441,1.188097441,Rel,Rel,Rel,Rel,Rel,Rel
110+04299,2017,2.117402357,1.083238636,1.176310044,1.076988636,2.117402357,2.117402357,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04299,2018,2.017633411,1.094179023,1.930805938,1.110337141,2.017633411,2.017633411,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04299,2019,2.406162465,1.104712042,6.802083333,1.183453237,6.802083333,6.802083333,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04300,2017,4.864864865,1.195652174,1.517241379,1.159090909,4.864864865,4.864864865,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04300,2018,1.108695652,1.086956522,1.055555556,1.227272727,1.227272727,1.108695652,Rel,Rel,Rel,Rel,Rel,Rel
110+04300,2019,5.201067616,1.176201373,4.168612192,1.150357995,5.201067616,5.201067616,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04301,2017,1.762937153,1.131497285,4.015171078,1.11918138,4.015171078,4.015171078,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04301,2018,1.745324314,1.16163546,3.660076719,1.159952134,3.660076719,3.660076719,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04301,2019,2.657509158,1.189749182,3.440597015,1.441077441,3.440597015,3.440597015,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04302,2017,1.353566796,1.12628866,3.069185476,1.101889339,3.069185476,3.069185476,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04302,2018,1.289726918,1.157994924,2.850884956,1.124831309,2.850884956,2.850884956,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04302,2019,1.534545455,1.172932331,2.186131387,1.096774194,2.186131387,2.186131387,Unrel,Rel,Unrel,Rel,Unrel,Unrel
110+04303,2017,1.332520325,1.152671756,2.608923885,1.113360324,2.608923885,2.608923885,Rel,Rel,Unrel,Rel,Unrel,Unrel
110+04307,2017,1.067745415,1.050269687,1.067745415,1.057675629,1.067745415,1.067745415,Rel,Rel,Rel,Rel,Rel,Rel
110+04307,2018,1.06663744,1.067745415,1.072707659,1.067745415,1.072707659,1.072707659,Rel,Rel,Rel,Rel,Rel,Rel
110+04307,2019,1.057471264,1.044136192,1.049937578,1.053884712,1.057471264,1.057471264,Rel,Rel,Rel,Rel,Rel,Rel
110+04308,2017,1.072625698,1.078651685,1.072625698,1.072625698,1.078651685,1.078651685,Rel,Rel,Rel,Rel,Rel,Rel
110+04308,2018,1.07161235,1.067647059,1.086134454,1.067647059,1.086134454,1.086134454,Rel,Rel,Rel,Rel,Rel,Rel
110+04308,2019,1.0655981,1.049094097,1.050057537,1.060121987,1.0655981,1.0655981,Rel,Rel,Rel,Rel,Rel,Rel
110+04309,2017,1.089017341,1.067745665,1.09370025,1.069418386,1.09370025,1.09370025,Rel,Rel,Rel,Rel,Rel,Rel
110+04309,2018,1.077469794,1.06629055,1.095028902,1.066809831,1.095028902,1.095028902,Rel,Rel,Rel,Rel,Rel,Rel
110+04309,2019,1.060714286,1.04456328,1.051327434,1.048473968,1.060714286,1.060714286,Rel,Rel,Rel,Rel,Rel,Rel
110+04310,2017,1.049220912,1.041173071,1.048322911,1.048152459,1.049220912,1.049220912,Rel,Rel,Rel,Rel,Rel,Rel
110+04310,2018,1.057381861,1.04702648,1.057444984,1.04951216,1.057444984,1.057444984,Rel,Rel,Rel,Rel,Rel,Rel
110+04310,2019,1.04835863,1.041287614,1.047868623,1.048273432,1.04835863,1.04835863,Rel,Rel,Rel,Rel,Rel,Rel
110+04311,2017,1.051680204,1.042456948,1.053679788,1.048622754,1.053679788,1.053679788,Rel,Rel,Rel,Rel,Rel,Rel
110+04311,2018,1.057297901,1.045863593,1.055391548,1.0514377,1.057297901,1.057297901,Rel,Rel,Rel,Rel,Rel,Rel
110+04311,2019,1.048902115,1.040656888,1.046472963,1.046097308,1.048902115,1.048902115,Rel,Rel,Rel,Rel,Rel,Rel
110+04312,2017,1.050375394,1.043451875,1.052820268,1.047133914,1.052820268,1.052820268,Rel,Rel,Rel,Rel,Rel,Rel
110+04312,2018,1.062043796,1.053025728,1.054373805,1.055105547,1.062043796,1.062043796,Rel,Rel,Rel,Rel,Rel,Rel
110+04312,2019,1.048878394,1.043264733,1.047851336,1.04842901,1.048878394,1.048878394,Rel,Rel,Rel,Rel,Rel,Rel
110+04313,2017,1.071293375,1.064536539,1.055476077,1.052151239,1.071293375,1.071293375,Rel,Rel,Rel,Rel,Rel,Rel
110+04313,2018,1.078951549,1.070111864,1.056466877,1.061501211,1.078951549,1.078951549,Rel,Rel,Rel,Rel,Rel,Rel
110+04313,2019,1.051158723,1.048938935,1.048031155,1.049779736,1.051158723,1.051158723,Rel,Rel,Rel,Rel,Rel,Rel
110+04314,2017,1.101764605,1.097272259,1.056028369,1.056297366,1.101764605,1.101764605,Rel,Rel,Rel,Rel,Rel,Rel
110+04314,2018,1.101011863,1.089467333,1.057042254,1.069280344,1.101011863,1.101011863,Rel,Rel,Rel,Rel,Rel,Rel
110+04314,2019,1.077220077,1.07014218,1.05112279,1.050970874,1.077220077,1.077220077,Rel,Rel,Rel,Rel,Rel,Rel
110+04315,2017,1.09985373,1.090785908,1.057947686,1.056491372,1.09985373,1.09985373,Rel,Rel,Rel,Rel,Rel,Rel
110+04315,2018,1.115039063,1.098204857,1.062131655,1.069755601,1.115039063,1.115039063,Rel,Rel,Rel,Rel,Rel,Rel
110+04315,2019,1.05988024,1.061403509,1.049140049,1.054027014,1.061403509,1.061403509,Rel,Rel,Rel,Rel,Rel,Rel
110+04316,2017,1.078786435,1.07236634,1.0542957,1.059540476,1.078786435,1.078786435,Rel,Rel,Rel,Rel,Rel,Rel
110+04316,2018,1.084942398,1.076732475,1.066081444,1.07502061,1.084942398,1.084942398,Rel,Rel,Rel,Rel,Rel,Rel
110+04316,2019,1.090708661,1.094009217,1.058585229,1.071246819,1.094009217,1.094009217,Rel,Rel,Rel,Rel,Rel,Rel
110+04317,2017,1.08,1.063492063,1.064516129,1.066115702,1.08,1.08,Rel,Rel,Rel,Rel,Rel,Rel
110+04317,2018,1.074380165,1.073170732,1.073770492,1.075,1.075,1.074380165,Rel,Rel,Rel,Rel,Rel,Rel
110+04317,2019,1.075804777,1.074413863,1.074111675,1.076452599,1.076452599,1.075804777,Rel,Rel,Rel,Rel,Rel,Rel
110+04326,2017,1.112152452,1.057221542,1.339590922,1.060392397,1.339590922,1.339590922,Rel,Rel,Rel,Rel,Rel,Rel
110+04326,2018,1.348851455,1.064673581,1.156214367,1.070148331,1.348851455,1.348851455,Rel,Rel,Rel,Rel,Rel,Rel
110+04326,2019,1.074206897,1.044683715,1.07244898,1.050833561,1.074206897,1.074206897,Rel,Rel,Rel,Rel,Rel,Rel
110+04326,2020,1.057383966,1.043237251,1.064088398,1.056030914,1.064088398,1.064088398,Rel,Rel,Rel,Rel,Rel,Rel
110+04327,2017,1.352589641,1.055263158,1.124393204,1.058981233,1.352589641,1.352589641,Rel,Rel,Rel,Rel,Rel,Rel
110+04327,2018,2.235330836,1.123076923,1.111926606,1.071760797,2.235330836,2.235330836,Unrel,Rel,Rel,Rel,Unrel,Unrel
110+04327,2019,1.201796821,1.066666667,1.095926413,1.05716302,1.201796821,1.201796821,Rel,Rel,Rel,Rel,Rel,Rel
110+04327,2020,1.076866764,1.052217454,1.08172043,1.056521739,1.08172043,1.08172043,Rel,Rel,Rel,Rel,Rel,Rel
110+04328,2017,1.089381118,1.051547187,1.116560006,1.055319812,1.116560006,1.116560006,Rel,Rel,Rel,Rel,Rel,Rel
110+04328,2018,1.166394477,1.213641405,1.096994437,1.082216436,1.213641405,1.213641405,Rel,Rel,Rel,Rel,Rel,Rel
110+04328,2019,1.085172414,1.051319146,1.073426184,1.052346919,1.085172414,1.085172414,Rel,Rel,Rel,Rel,Rel,Rel
110+04328,2020,1.058669355,1.039775645,1.064364392,1.051032903,1.064364392,1.064364392,Rel,Rel,Rel,Rel,Rel,Rel
110+04329,2017,1.536059343,1.699619423,1.677009167,1.099732608,1.699619423,1.699619423,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+04329,2018,1.254732009,1.647018755,1.756983821,1.111683205,1.756983821,1.756983821,Rel,Unrel,Unrel,Rel,Unrel,Unrel
110+04329,2019,1.758567052,2.125157151,1.758890251,1.195243937,2.125157151,2.125157151,Unrel,Unrel,Unrel,Rel,Unrel,Unrel
110+04329,2020,1.056496889,1.050400469,1.098739598,1.052623711,1.098739598,1.098739598,Rel,Rel,Rel,Rel,Rel,Rel
110+04330,2017,1.223666886,1.156226696,1.183957219,1.117145689,1.223666886,1.223666886,Rel,Rel,Rel,Rel,Rel,Rel
