Tmc,year,AMP LIIR,MIDD LIIR,PMP LIIR,WE LIIR
110P04821,2018,9.057244012,8.360532934,10.7293506,5.852373054
110P04821,2019,10.45066617,7.803164072,9.893297305,4.040924251
110P04821,2020,6.549084131,6.688426347,8.081848503,3.901582036
110P04822,2017,10.75963689,0.978148808,0.326049603,2.934446423
110P04822,2018,11.41173609,2.608396821,1.956297615,2.282347218
110P04822,2019,9.455438475,3.260496026,0,0.978148808
110P04822,2020,3.912595231,2.282347218,1.30419841,0.326049603
110P04823,2017,10.75963689,0.978148808,0.326049603,2.934446423
110P04823,2018,11.41173609,2.608396821,1.956297615,2.282347218
110P04823,2019,9.455438475,3.260496026,0,0.978148808
110P04823,2020,3.912595231,2.282347218,1.30419841,0.326049603
110P04824,2017,10.75963689,0.978148808,0.326049603,2.934446423
110P04824,2018,11.41173609,2.608396821,1.956297615,2.282347218
110P04824,2019,9.455438475,3.260496026,0,0.978148808
110P04824,2020,3.912595231,2.282347218,1.30419841,0.326049603
110P04825,2017,10.75963689,0.978148808,0.326049603,2.934446423
110P04825,2018,11.41173609,2.608396821,1.956297615,2.282347218
110P04825,2019,9.455438475,3.260496026,0,0.978148808
110P04825,2020,3.912595231,2.282347218,1.30419841,0.326049603
110P04826,2017,0.328726343,1.479268544,0.657452686,0.164363172
110P04826,2018,0.98617903,2.301084402,1.479268544,1.643631716
110P04826,2019,0.493089515,1.150542201,0.98617903,1.807994888
110P04826,2020,1.150542201,1.643631716,1.150542201,0.98617903
110P04827,2017,0.328726343,1.479268544,0.657452686,0.164363172
110P04827,2018,0.98617903,2.301084402,1.479268544,1.643631716
110P04827,2019,0.493089515,1.150542201,0.98617903,1.807994888
110P04827,2020,1.150542201,1.643631716,1.150542201,0.98617903
110P04828,2017,0.328726343,1.479268544,0.657452686,0.164363172
110P04828,2018,0.98617903,2.301084402,1.479268544,1.643631716
110P04828,2019,0.493089515,1.150542201,0.98617903,1.807994888
110P04828,2020,1.150542201,1.643631716,1.150542201,0.98617903
110P04847,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04847,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04847,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04847,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04848,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04848,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04848,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04848,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04849,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04849,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04849,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04849,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04850,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04850,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04850,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04850,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04851,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04851,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04851,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04851,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04852,2017,6.847907964,2.739163186,2.282635988,2.739163186
110P04852,2018,8.674016755,5.478326371,5.934853569,3.195690383
110P04852,2019,2.739163186,4.565271976,6.847907964,5.021799174
110P04852,2020,5.021799174,3.195690383,6.391380767,6.847907964
110P04854,2017,4.4405,1.800202703,2.04022973,1.680189189
110P04854,2018,3.360378379,1.920216216,2.640297297,1.800202703
110P04854,2019,4.320486487,3.360378379,3.000337838,3.120351352
110P04854,2020,2.760310811,4.800540541,2.40027027,1.680189189
110P04855,2017,4.4405,1.800202703,2.04022973,1.680189189
110P04855,2018,3.360378379,1.920216216,2.640297297,1.800202703
110P04855,2019,4.320486487,3.360378379,3.000337838,3.120351352
110P04855,2020,2.760310811,4.800540541,2.40027027,1.680189189
110P04856,2017,4.4405,1.800202703,2.04022973,1.680189189
110P04856,2018,3.360378379,1.920216216,2.640297297,1.800202703
110P04856,2019,4.320486487,3.360378379,3.000337838,3.120351352
110P04856,2020,2.760310811,4.800540541,2.40027027,1.680189189
110P04857,2017,4.4405,1.800202703,2.04022973,1.680189189
110P04857,2018,3.360378379,1.920216216,2.640297297,1.800202703
110P04857,2019,4.320486487,3.360378379,3.000337838,3.120351352
110P04857,2020,2.760310811,4.800540541,2.40027027,1.680189189
110P04858,2017,4.4405,1.800202703,2.04022973,1.680189189
110P04858,2018,3.360378379,1.920216216,2.640297297,1.800202703
110P04858,2019,4.320486487,3.360378379,3.000337838,3.120351352
110P04858,2020,2.760310811,4.800540541,2.40027027,1.680189189
110P04859,2017,6.483238559,11.66982941,7.131562415,7.520556729
110P04859,2018,8.168880585,12.05882372,7.261227186,9.984187381
110P04859,2019,5.056926076,4.40860222,4.149272678,2.20430111
110P04859,2020,2.20430111,2.463630652,1.555977254,1.555977254
110P04860,2017,6.483238559,11.66982941,7.131562415,7.520556729
110P04860,2018,8.168880585,12.05882372,7.261227186,9.984187381
110P04860,2019,5.056926076,4.40860222,4.149272678,2.20430111
110P04860,2020,2.20430111,2.463630652,1.555977254,1.555977254
110P04861,2017,6.483238559,11.66982941,7.131562415,7.520556729
110P04861,2018,8.168880585,12.05882372,7.261227186,9.984187381
110P04861,2019,5.056926076,4.40860222,4.149272678,2.20430111
110P04861,2020,2.20430111,2.463630652,1.555977254,1.555977254
110P04862,2017,6.483238559,11.66982941,7.131562415,7.520556729
110P04862,2018,8.168880585,12.05882372,7.261227186,9.984187381
110P04862,2019,5.056926076,4.40860222,4.149272678,2.20430111
110P04862,2020,2.20430111,2.463630652,1.555977254,1.555977254
110P04863,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04863,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04863,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04863,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04864,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04864,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04864,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04864,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04865,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04865,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04865,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04865,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04866,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04866,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04866,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04866,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04867,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04867,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04867,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04867,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04868,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04868,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04868,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04868,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04869,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04869,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04869,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04869,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04870,2017,8.096946358,4.993116921,4.318371391,3.913524073
110P04870,2018,5.128066027,3.373727649,4.723218709,2.294134801
110P04870,2019,3.913524073,3.373727649,4.858167815,2.968880331
110P04870,2020,4.048473179,6.342607981,4.048473179,4.318371391
110P04871,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04871,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04871,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04871,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04872,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04872,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04872,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04872,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04873,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04873,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04873,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04873,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04874,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04874,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04874,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04874,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04875,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04875,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04875,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04875,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04876,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04876,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04876,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04876,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04877,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04877,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04877,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04877,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04878,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04878,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04878,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04878,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04879,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04879,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04879,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04879,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04880,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04880,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04880,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04880,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04881,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04881,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04881,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04881,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04882,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04882,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04882,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04882,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04883,2017,3.813536562,9.980106321,7.545934048,7.870490351
110P04883,2018,5.111761774,11.44060969,7.789351275,6.328847911
110P04883,2019,4.787205471,9.574410942,6.653404214,7.708212199
110P04883,2020,5.355179002,10.0612454,7.789351275,8.195046654
110P04884,2017,2.86732596,3.541990892,2.192661029,3.204658426
110P04884,2018,1.517996097,2.698659728,4.216655824,1.855328563
110P04884,2019,1.68666233,2.698659728,3.373324659,2.023994796
110P04884,2020,2.361327262,3.710657125,3.710657125,4.216655824
110P04885,2017,2.86732596,3.541990892,2.192661029,3.204658426
110P04885,2018,1.517996097,2.698659728,4.216655824,1.855328563
110P04885,2019,1.68666233,2.698659728,3.373324659,2.023994796
110P04885,2020,2.361327262,3.710657125,3.710657125,4.216655824
110P04886,2017,2.86732596,3.541990892,2.192661029,3.204658426
110P04886,2018,1.517996097,2.698659728,4.216655824,1.855328563
110P04886,2019,1.68666233,2.698659728,3.373324659,2.023994796
110P04886,2020,2.361327262,3.710657125,3.710657125,4.216655824
110P04887,2017,2.86732596,3.541990892,2.192661029,3.204658426
110P04887,2018,1.517996097,2.698659728,4.216655824,1.855328563
110P04887,2019,1.68666233,2.698659728,3.373324659,2.023994796
110P04887,2020,2.361327262,3.710657125,3.710657125,4.216655824
110P04888,2017,2.220675426,3.947867424,2.220675426,5.921801136
110P04888,2018,0.986966856,2.097304569,1.23370857,1.973933712
110P04888,2019,1.23370857,1.480450284,1.603821141,1.23370857
110P04888,2020,1.603821141,0.986966856,1.357079427,0.863595999
110P04889,2017,2.220675426,3.947867424,2.220675426,5.921801136
110P04889,2018,0.986966856,2.097304569,1.23370857,1.973933712
110P04889,2019,1.23370857,1.480450284,1.603821141,1.23370857
110P04889,2020,1.603821141,0.986966856,1.357079427,0.863595999
110P04890,2017,2.220675426,3.947867424,2.220675426,5.921801136
110P04890,2018,0.986966856,2.097304569,1.23370857,1.973933712
110P04890,2019,1.23370857,1.480450284,1.603821141,1.23370857
110P04890,2020,1.603821141,0.986966856,1.357079427,0.863595999
110P04891,2017,4.62398908,7.498360671,2.749398913,7.873278704
110P04891,2018,6.248633892,7.248415315,4.374043725,8.498142094
110P04891,2019,0.999781423,1.374699456,0.999781423,1.874590168
110P04891,2020,0.749836067,1.499672134,1.249726778,1.249726778
110P04892,2017,4.62398908,7.498360671,2.749398913,7.873278704
110P04892,2018,6.248633892,7.248415315,4.374043725,8.498142094
110P04892,2019,0.999781423,1.374699456,0.999781423,1.874590168
110P04892,2020,0.749836067,1.499672134,1.249726778,1.249726778
110P04893,2017,4.62398908,7.498360671,2.749398913,7.873278704
110P04893,2018,6.248633892,7.248415315,4.374043725,8.498142094
110P04893,2019,0.999781423,1.374699456,0.999781423,1.874590168
110P04893,2020,0.749836067,1.499672134,1.249726778,1.249726778
110P04894,2017,4.62398908,7.498360671,2.749398913,7.873278704
110P04894,2018,6.248633892,7.248415315,4.374043725,8.498142094
110P04894,2019,0.999781423,1.374699456,0.999781423,1.874590168
110P04894,2020,0.749836067,1.499672134,1.249726778,1.249726778
110P04895,2017,0.634554982,0.906507117,0.54390427,1.450411387
110P04895,2018,1.08780854,2.538219926,1.08780854,2.447569215
110P04895,2019,1.359760675,4.89513843,2.538219926,7.614659779
110P04895,2020,1.359760675,3.444727043,2.356918503,5.710994834
110P04896,2017,0.634554982,0.906507117,0.54390427,1.450411387
110P04896,2018,1.08780854,2.538219926,1.08780854,2.447569215
110P04896,2019,1.359760675,4.89513843,2.538219926,7.614659779
110P04896,2020,1.359760675,3.444727043,2.356918503,5.710994834
110P04897,2017,0.634554982,0.906507117,0.54390427,1.450411387
110P04897,2018,1.08780854,2.538219926,1.08780854,2.447569215
110P04897,2019,1.359760675,4.89513843,2.538219926,7.614659779
110P04897,2020,1.359760675,3.444727043,2.356918503,5.710994834
110P04898,2017,0.186513855,0.559541564,0,0.466284637
110P04898,2018,0.186513855,0.373027709,0.186513855,0.559541564
110P04898,2019,0.186513855,0.279770782,0,0.373027709
110P04898,2020,0.186513855,0.279770782,0.373027709,0.746055418
110P04899,2017,0.186513855,0.559541564,0,0.466284637
110P04899,2018,0.186513855,0.373027709,0.186513855,0.559541564
110P04899,2019,0.186513855,0.279770782,0,0.373027709
110P04899,2020,0.186513855,0.279770782,0.373027709,0.746055418
110P04900,2017,0.105872,0.317616,0.317616,1.482207999
110P04900,2018,0.635231999,1.164591999,0.952847999,1.693951998
110P04900,2019,0.635231999,1.058719999,0.211744,1.270463999
110P04900,2020,0.741103999,2.223311998,0.846975999,1.693951998
110P04901,2017,0.105872,0.317616,0.317616,1.482207999
110P04901,2018,0.635231999,1.164591999,0.952847999,1.693951998
110P04901,2019,0.635231999,1.058719999,0.211744,1.270463999
110P04901,2020,0.741103999,2.223311998,0.846975999,1.693951998
110P04902,2017,0.826835478,0.73496487,1.010576696,2.204894609
110P04902,2018,1.653670957,1.561800348,1.469929739,3.307341913
110P04902,2019,1.469929739,1.37805913,1.286188522,3.307341913
110P04902,2020,1.102447304,0.826835478,1.010576696,1.102447304
110P04903,2017,0.826835478,0.73496487,1.010576696,2.204894609
110P04903,2018,1.653670957,1.561800348,1.469929739,3.307341913
110P04903,2019,1.469929739,1.37805913,1.286188522,3.307341913
110P04903,2020,1.102447304,0.826835478,1.010576696,1.102447304
110P04904,2017,4.101489018,3.436382691,3.325531636,1.884467927
110P04904,2018,5.209999563,4.212340072,4.988297454,2.882127418
110P04904,2019,4.8774464,5.985956945,6.207659054,2.217021091
110P04904,2020,2.660425309,4.544893236,6.318510109,3.436382691
110P04905,2017,4.101489018,3.436382691,3.325531636,1.884467927
110P04905,2018,5.209999563,4.212340072,4.988297454,2.882127418
110P04905,2019,4.8774464,5.985956945,6.207659054,2.217021091
110P04905,2020,2.660425309,4.544893236,6.318510109,3.436382691
110P04906,2017,4.101489018,3.436382691,3.325531636,1.884467927
110P04906,2018,5.209999563,4.212340072,4.988297454,2.882127418
110P04906,2019,4.8774464,5.985956945,6.207659054,2.217021091
110P04906,2020,2.660425309,4.544893236,6.318510109,3.436382691
110P04907,2017,4.101489018,3.436382691,3.325531636,1.884467927
110P04907,2018,5.209999563,4.212340072,4.988297454,2.882127418
110P04907,2019,4.8774464,5.985956945,6.207659054,2.217021091
110P04907,2020,2.660425309,4.544893236,6.318510109,3.436382691
110P04908,2017,4.101489018,3.436382691,3.325531636,1.884467927
110P04908,2018,5.209999563,4.212340072,4.988297454,2.882127418
110P04908,2019,4.8774464,5.985956945,6.207659054,2.217021091
110P04908,2020,2.660425309,4.544893236,6.318510109,3.436382691
110P04909,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04909,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04909,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04909,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04910,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04910,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04910,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04910,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04911,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04911,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04911,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04911,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04912,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04912,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04912,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04912,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04913,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04913,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04913,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04913,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04914,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04914,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04914,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04914,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04915,2017,3.570069284,2.017865248,1.70742444,1.086542826
110P04915,2018,3.414848881,1.396983633,1.552204037,1.70742444
110P04915,2019,1.862644844,1.086542826,1.086542826,0.931322422
110P04915,2020,2.793967266,2.017865248,1.241763229,1.241763229
110P04925,2017,0.394681794,0.920924187,0.526242393,2.499651364
110P04925,2018,0.526242393,1.184045383,1.184045383,3.157454355
110P04925,2019,0.131560598,1.184045383,0.263121196,2.236530168
110P04925,2020,0.526242393,1.184045383,1.973408972,2.499651364
110P04926,2017,0.893698291,1.532054213,1.021369475,3.702464348
110P04926,2018,1.14904066,2.425752504,0.638355922,1.787396582
110P04926,2019,2.936437241,2.808766057,1.915067766,3.830135532
110P04926,2020,1.532054213,2.553423688,1.659725397,4.340820269
110P04927,2017,0.893698291,1.532054213,1.021369475,3.702464348
110P04927,2018,1.14904066,2.425752504,0.638355922,1.787396582
110P04927,2019,2.936437241,2.808766057,1.915067766,3.830135532
110P04927,2020,1.532054213,2.553423688,1.659725397,4.340820269
110P04943,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04943,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04943,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04943,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04944,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04944,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04944,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04944,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04945,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04945,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04945,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04945,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04946,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04946,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04946,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04946,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04947,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04947,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04947,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04947,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04948,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04948,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04948,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04948,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04949,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04949,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04949,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04949,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04950,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04950,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04950,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04950,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04951,2017,2.998044846,2.141460605,4.81828636,1.713168484
110P04951,2018,4.6041403,2.890971816,5.032432421,1.820241514
110P04951,2019,2.890971816,2.141460605,4.068775149,0.963657272
110P04951,2020,1.606095453,1.820241514,2.248533635,1.391949393
110P04952,2017,0.384463448,0.48057931,0.48057931,0.48057931
110P04952,2018,0.096115862,0.48057931,0.576695171,0.672811033
110P04952,2019,0.192231724,0.961158619,0.384463448,0.48057931
110P04952,2020,0.576695171,0.192231724,0.192231724,0.672811033
110P04954,2017,1.528624678,0.833795279,0.27793176,1.111727039
110P04954,2018,3.752078756,1.667590558,1.667590558,0.972761159
110P04954,2019,3.196215236,1.945522318,1.250692919,0.694829399
110P04954,2020,1.667590558,1.806556438,0.972761159,1.945522318
110P04955,2017,1.528624678,0.833795279,0.27793176,1.111727039
110P04955,2018,3.752078756,1.667590558,1.667590558,0.972761159
110P04955,2019,3.196215236,1.945522318,1.250692919,0.694829399
110P04955,2020,1.667590558,1.806556438,0.972761159,1.945522318
110P04956,2017,0.847570756,0,0.211892689,0.211892689
110P04956,2018,0.635678067,0,0.423785378,0.423785378
110P04956,2019,0.635678067,0.635678067,0.423785378,0.635678067
110P04956,2020,0.423785378,0.847570756,0.423785378,0
110P04957,2017,0.847570756,0,0.211892689,0.211892689
110P04957,2018,0.635678067,0,0.423785378,0.423785378
110P04957,2019,0.635678067,0.635678067,0.423785378,0.635678067
110P04957,2020,0.423785378,0.847570756,0.423785378,0
110P04958,2017,0.887869746,0.295956582,0.887869746,0.591913164
110P04958,2018,1.47978291,0.887869746,0.295956582,0.295956582
110P04958,2019,0.887869746,0.295956582,0.887869746,0.295956582
110P04958,2020,0.591913164,0.295956582,0.591913164,0.887869746
110P04959,2017,0.887869746,0.295956582,0.887869746,0.591913164
110P04959,2018,1.47978291,0.887869746,0.295956582,0.295956582
110P04959,2019,0.887869746,0.295956582,0.887869746,0.295956582
110P04959,2020,0.591913164,0.295956582,0.591913164,0.887869746
110P05007,2017,0.216193966,1.189066812,1.51335776,1.189066812
110P05007,2018,0.540484914,1.729551726,1.080969829,2.810521555
110P05007,2019,0.432387932,1.51335776,1.729551726,1.297163795
110P05007,2020,0.432387932,0.432387932,0.75667888,0.432387932
110P05008,2017,0.216193966,1.189066812,1.51335776,1.189066812
110P05008,2018,0.540484914,1.729551726,1.080969829,2.810521555
110P05008,2019,0.432387932,1.51335776,1.729551726,1.297163795
110P05008,2020,0.432387932,0.432387932,0.75667888,0.432387932
110P05009,2017,0.157018409,1.727202497,0.942110453,0.314036818
110P05009,2018,0.785092044,2.198257724,1.570184088,1.570184088
110P05009,2019,0.314036818,1.570184088,2.041239315,2.355276133
110P05009,2020,0.157018409,1.099128862,1.099128862,0.785092044
110P05010,2017,0.157018409,1.727202497,0.942110453,0.314036818
110P05010,2018,0.785092044,2.198257724,1.570184088,1.570184088
110P05010,2019,0.314036818,1.570184088,2.041239315,2.355276133
110P05010,2020,0.157018409,1.099128862,1.099128862,0.785092044
110P05011,2017,0.157018409,1.727202497,0.942110453,0.314036818
110P05011,2018,0.785092044,2.198257724,1.570184088,1.570184088
110P05011,2019,0.314036818,1.570184088,2.041239315,2.355276133
110P05011,2020,0.157018409,1.099128862,1.099128862,0.785092044
110P05012,2017,0,0.640505846,0.640505846,0.640505846
110P05012,2018,0.240189692,0.960758769,0.720569077,0.480379384
110P05012,2019,0.480379384,0.400316154,1.12088523,0.640505846
110P05012,2020,0.160126461,0.800632307,0.480379384,0.480379384
110P05017,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05017,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05017,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05017,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05018,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05018,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05018,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05018,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05019,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05019,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05019,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05019,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05020,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05020,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05020,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05020,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05021,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05021,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05021,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05021,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05022,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05022,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05022,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05022,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05023,2017,0.815036843,0.652029474,0.978044212,0.326014737
110P05023,2018,0.652029474,1.467066317,0.326014737,0.652029474
110P05023,2019,0.815036843,2.771125266,1.14105158,1.467066317
110P05023,2020,0.163007369,1.793081054,1.304058949,0.815036843
110P05353,2017,0,1.137414822,0.324975663,0.97492699
110P05353,2018,0.649951327,0.649951327,0.649951327,1.137414822
110P05353,2019,0,1.299902654,0.812439158,1.462390485
110P05353,2020,0.162487832,1.137414822,0.812439158,0.487463495
110P05354,2017,0,1.137414822,0.324975663,0.97492699
110P05354,2018,0.649951327,0.649951327,0.649951327,1.137414822
110P05354,2019,0,1.299902654,0.812439158,1.462390485
110P05354,2020,0.162487832,1.137414822,0.812439158,0.487463495
