tmc,year,AMP NPMRDS straight VoverC,MIDD NPMRDS straight VoverC,PMP NPMRDS straight VoverC,WE NPMRDS straight VoverC,AMP TMS straight VoverC,MIDD TMS straight VoverC,PMP TMS straight VoverC,WE TMS straight VoverC,AMP NPMRDS weighted VoverC,MIDD NPMRDS weighted VoverC,PMP NPMRDS weighted VoverC,WE NPMRDS weighted VoverC,AMP TMS weighted VoverC,MIDD TMS weighted VoverC,PMP TMS weighted VoverC,WE TMS weighted VoverC,avg NPMRDS straight VoverC,max NPMRDS straight VoverC,avg TMS straight VoverC,max TMS straight VoverC,avg NPMRDS weighted VoverC,max NPMRDS weighted VoverC,avg TMS weighted VoverC,max TMS weighted VoverC,AMP Hour TMS Vol,AMP TMS Vol,AMP Lane TMS Vol,AMP Hour Lane TMS Vol,AMP Hour NPMRDS Vol,AMP NPMRDS Vol,AMP Lane NPMRDS Vol,AMP Hour Lane NPMRDS Vol,MIDD Hour TMS Vol,MIDD TMS Vol,MIDD Lane TMS Vol,MIDD Hour Lane TMS Vol,MIDD Hour NPMRDS Vol,MIDD NPMRDS Vol,MIDD Lane NPMRDS Vol,MIDD Hour Lane NPMRDS Vol,PMP Hour TMS Vol,PMP TMS Vol,PMP Lane TMS Vol,PMP Hour Lane TMS Vol,PMP Hour NPMRDS Vol,PMP NPMRDS Vol,PMP Lane NPMRDS Vol,PMP Hour Lane NPMRDS Vol,WE Hour TMS Vol,WE TMS Vol,WE Lane TMS Vol,WE Hour Lane TMS Vol,WE Hour NPMRDS Vol,WE NPMRDS Vol,WE Lane NPMRDS Vol,WE Hour Lane NPMRDS Vol
110+04145,2019,0.620488577,0.582722071,0.52553924,0.577174549,0.625199955,0.587146688,0.529529667,0.581557044,0.62061573,0.582880088,0.528067005,0.580102578,0.625328075,0.587305905,0.532076626,0.584507305,0.576481109,0.620488577,0.580858339,0.625199955,0.57791635,0.62061573,0.582304478,0.582304478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04145,2020,0.615079551,0.57764227,0.520957923,0.572143108,0.607369199,0.570401214,0.514427436,0.564970987,0.615205597,0.57779891,0.523463653,0.575045612,0.607493664,0.57055589,0.516901755,0.567837107,0.571455713,0.615079551,0.564292209,0.607369199,0.572878443,0.615205597,0.565697104,0.565697104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04146,2017,0.718554611,0.564133256,0.502921926,0.590764692,0.742547183,0.582969692,0.519714513,0.610490352,0.721436873,0.564897686,0.505215801,0.604860739,0.745525684,0.583759646,0.522084981,0.625057068,0.594093621,0.718554611,0.613930435,0.742547183,0.599102775,0.721436873,0.619106845,0.619106845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04146,2018,0.724901691,0.569116313,0.507364296,0.595982988,0.729048177,0.572371697,0.510266454,0.599392051,0.727809412,0.569887495,0.509678434,0.610203547,0.731972531,0.57314729,0.512593829,0.613693953,0.599341322,0.724901691,0.602769595,0.729048177,0.604394722,0.727809412,0.607851901,0.607851901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04146,2019,0.742078538,0.582601762,0.519386504,0.610105053,0.74276113,0.58313766,0.519864255,0.61066625,0.745055159,0.583391217,0.521755477,0.624662575,0.745740488,0.583927842,0.522235406,0.625237162,0.613542964,0.742078538,0.614107324,0.74276113,0.618716107,0.745055159,0.619285225,0.619285225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04146,2020,0.712696552,0.559534126,0.498821825,0.585948448,0.658089254,0.516662239,0.460601755,0.541052676,0.715555316,0.560292324,0.501097,0.599929576,0.660728978,0.517362342,0.462702604,0.553962562,0.589250238,0.712696552,0.544101481,0.658089254,0.594218554,0.715555316,0.548689122,0.548689122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04147,2017,0.545559762,0.532535022,0.512303866,0.530476046,0.609937199,0.595375507,0.572757023,0.593073567,0.54576434,0.532685454,0.518897977,0.532696966,0.610165918,0.59554369,0.580129255,0.595556561,0.530218674,0.545559762,0.592785824,0.609937199,0.532511184,0.54576434,0.595348856,0.595348856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04147,2018,0.637934632,0.622704528,0.599047807,0.620296923,0.617311405,0.602573662,0.579681718,0.60024389,0.63817385,0.62288043,0.60675844,0.622893893,0.617542889,0.602743877,0.587143081,0.602756904,0.619995973,0.637934632,0.599952669,0.617311405,0.622676653,0.63817385,0.602546688,0.602546688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04147,2019,0.598389244,0.584103249,0.561913002,0.581844891,0.626640961,0.611680482,0.588442567,0.6093155,0.598613632,0.584268248,0.569145655,0.584280875,0.626875943,0.61185327,0.596016696,0.611866494,0.581562597,0.598389244,0.609019878,0.626640961,0.584077103,0.598613632,0.611653101,0.611653101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04147,2020,0.600826853,0.586482663,0.564202021,0.584215105,0.549979025,0.53684878,0.516453742,0.534773125,0.601052156,0.586648333,0.571464137,0.586661012,0.55018526,0.537000429,0.523101268,0.537012035,0.583931661,0.600826853,0.534513668,0.549979025,0.58645641,0.601052156,0.536824748,0.536824748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04148,2017,0.814853048,0.684231608,0.685105276,0.721801639,0.765575312,0.642853123,0.643673956,0.678151129,0.816666727,0.686077105,0.716091238,0.736567637,0.767279309,0.644587014,0.672786061,0.692024162,0.726497893,0.814853048,0.68256338,0.765575312,0.738850677,0.816666727,0.694169137,0.694169137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04148,2018,0.687834254,0.577574004,0.578311485,0.609287642,0.777136702,0.652561216,0.653394444,0.688392277,0.689365218,0.579131826,0.604467374,0.621751925,0.778866433,0.654321291,0.682946188,0.702474815,0.613251846,0.687834254,0.69287116,0.777136702,0.623679086,0.689365218,0.704652182,0.704652182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04148,2019,0.817591787,0.686531326,0.68740793,0.72422763,0.788688311,0.662261095,0.663106709,0.698624761,0.819411561,0.688383025,0.718498036,0.739043256,0.790443753,0.664047333,0.693097719,0.712916626,0.728939668,0.817591787,0.703170219,0.788688311,0.74133397,0.819411561,0.715126358,0.715126358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04148,2020,0.823069264,0.69113076,0.692013237,0.729079612,0.800249701,0.671969187,0.672827197,0.708865908,0.82490123,0.692994865,0.723311633,0.743994496,0.802030876,0.67378161,0.703257846,0.723367278,0.733823218,0.823069264,0.713477998,0.800249701,0.746300556,0.82490123,0.725609403,0.725609403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04149,2017,0.723873572,0.723946122,0.685553062,0.712955948,0.671089833,0.671157093,0.635563596,0.660968305,0.7257515,0.724038781,0.694172668,0.716240027,0.672830826,0.671242996,0.643554674,0.664012914,0.711582176,0.723946122,0.659694707,0.671157093,0.715050744,0.7257515,0.662910353,0.662910353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04149,2018,0.748274103,0.748349098,0.708661875,0.736988464,0.670496857,0.670564057,0.635002011,0.660384272,0.750215333,0.748444881,0.717572033,0.740383244,0.672236311,0.670649884,0.642986027,0.663426191,0.735568385,0.748349098,0.659111799,0.670564057,0.739153873,0.750215333,0.662324603,0.662324603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04149,2019,0.755681881,0.755757619,0.7156775,0.744284517,0.677860383,0.677928322,0.641975726,0.66763674,0.757642329,0.75585435,0.724675867,0.747712904,0.67961894,0.678015091,0.650047424,0.670712066,0.742850379,0.755757619,0.666350293,0.677928322,0.746471363,0.757642329,0.66959838,0.66959838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04149,2020,0.753221472,0.753296963,0.71334734,0.741861216,0.590515863,0.590575048,0.559255061,0.58160957,0.755175537,0.753393379,0.722316409,0.745278441,0.592047825,0.590650636,0.566286695,0.58428863,0.740431748,0.753296963,0.580488886,0.590575048,0.744040942,0.755175537,0.583318447,0.583318447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04150,2017,0.723292308,0.699161118,0.657700552,0.694209868,0.75466937,0.729491348,0.686232186,0.724325308,0.724265119,0.699440928,0.672892334,0.699587685,0.755684384,0.729783297,0.702083001,0.72993642,0.693590962,0.723292308,0.723679553,0.75466937,0.699046517,0.724265119,0.729371776,0.729371776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04150,2018,0.742748592,0.717968283,0.675392444,0.712883846,0.753998155,0.728842527,0.685621841,0.723681082,0.743747572,0.71825562,0.690992878,0.718406325,0.755012266,0.729134216,0.701458557,0.729287203,0.712248291,0.742748592,0.723035901,0.753998155,0.717850599,0.743747572,0.728723061,0.728723061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04150,2019,0.886343849,0.856772773,0.805965767,0.850705365,0.762285423,0.736853306,0.693157577,0.731635131,0.887535962,0.857115661,0.824582226,0.857295502,0.76331068,0.737148201,0.709168356,0.73730287,0.849946939,0.886343849,0.730982859,0.762285423,0.856632338,0.887535962,0.736732527,0.736732527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04150,2020,0.886576537,0.856997698,0.806177353,0.850928696,0.664064298,0.641909131,0.603843634,0.637363323,0.887768963,0.857340676,0.8247987,0.857520564,0.66495745,0.642166029,0.617791411,0.642300769,0.850170071,0.886576537,0.636795097,0.664064298,0.856857226,0.887768963,0.641803915,0.641803915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04151,2017,0.729370394,0.705036421,0.663227448,0.700043564,0.76101113,0.735621527,0.691998843,0.730412075,0.730351381,0.705318583,0.678546891,0.705466573,0.762034672,0.735915929,0.707982858,0.73607034,0.699419457,0.729370394,0.729760894,0.76101113,0.704920857,0.730351381,0.73550095,0.73550095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04151,2018,0.748990177,0.72400163,0.681068011,0.718874466,0.760334274,0.734967254,0.691383369,0.729762435,0.749997552,0.724291381,0.696799541,0.724443353,0.761356907,0.735261394,0.707353166,0.735415667,0.718233571,0.748990177,0.729111833,0.760334274,0.723882957,0.749997552,0.734846784,0.734846784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04151,2019,0.893792117,0.863972545,0.812738588,0.857854149,0.768691183,0.743045351,0.698982431,0.737783326,0.894994247,0.864318314,0.831511488,0.864499666,0.769725055,0.743342724,0.715127754,0.743498693,0.85708935,0.893792117,0.737125573,0.768691183,0.863830929,0.894994247,0.742923557,0.742923557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04151,2020,0.89402676,0.864199359,0.812951953,0.858079358,0.66964467,0.647303326,0.608917951,0.642719317,0.895229206,0.864545219,0.831729781,0.864726619,0.670545327,0.647562382,0.622982935,0.647698254,0.857314358,0.89402676,0.642146316,0.66964467,0.864057706,0.895229206,0.647197225,0.647197225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04152,2017,0.870068918,0.791005823,0.732192209,0.796791389,0.881641534,0.801526836,0.741930954,0.807389355,0.870784305,0.791774917,0.739317282,0.802593982,0.882366436,0.80230616,0.749150796,0.813269127,0.797514585,0.870068918,0.80812217,0.881641534,0.801117622,0.870784305,0.81177313,0.81177313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04152,2018,0.920223127,0.836602523,0.77439866,0.842721592,0.880859475,0.800815843,0.741272825,0.806673161,0.920979751,0.837415951,0.78193445,0.848858669,0.881583733,0.801594475,0.748486262,0.812547717,0.843486476,0.920223127,0.807405326,0.880859475,0.847297205,0.920979751,0.811053047,0.811053047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04152,2019,0.959186439,0.872025242,0.807187596,0.878403399,0.890542114,0.809618621,0.749421091,0.815540325,0.9599751,0.872873111,0.815042459,0.884800328,0.891274334,0.810405813,0.75671382,0.821479456,0.879200669,0.959186439,0.816280538,0.890542114,0.88317275,0.9599751,0.819968356,0.819968356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04152,2020,0.964577062,0.87692602,0.811723986,0.883340022,0.77579353,0.705297232,0.652856305,0.710455909,0.965370155,0.877778654,0.819622994,0.889772901,0.776431402,0.705982992,0.659209347,0.715629768,0.884141773,0.964577062,0.711100744,0.77579353,0.888136176,0.965370155,0.714313377,0.714313377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04153,2017,0.839262834,0.637710481,0.570940279,0.676219667,0.777403529,0.590706937,0.528858147,0.626377738,0.840465086,0.637834059,0.580010527,0.69586054,0.778517166,0.590821406,0.537259857,0.644570947,0.681033315,0.839262834,0.630836588,0.777403529,0.688542553,0.840465086,0.637792344,0.637792344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04153,2018,0.815453386,0.619618968,0.554743002,0.657035669,0.776716562,0.590184949,0.528390812,0.625824228,0.81662153,0.61973904,0.563555931,0.676119341,0.777829215,0.590299317,0.536785098,0.64400136,0.661712756,0.815453386,0.630279138,0.776716562,0.669008961,0.81662153,0.637228748,0.637228748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04153,2019,0.905357086,0.687931932,0.615903393,0.729473822,0.785243028,0.596663749,0.534191263,0.632694261,0.906654018,0.688065242,0.625687948,0.750661468,0.786367895,0.596779373,0.542677697,0.651070934,0.734666558,0.905357086,0.637198075,0.785243028,0.742767169,0.906654018,0.644223975,0.644223975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04153,2020,0.905728856,0.68821442,0.616156304,0.729773369,0.684064997,0.519784031,0.465361082,0.551172036,0.90702632,0.688347784,0.625944876,0.750969715,0.685044926,0.519884756,0.472754044,0.567180887,0.734968237,0.905728856,0.555095537,0.684064997,0.743072174,0.90702632,0.561216153,0.561216153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04154,2017,0.782233124,0.59465555,0.532710801,0.630550643,0.791833059,0.601953445,0.53924848,0.638289059,0.783346411,0.594769833,0.541119716,0.648811313,0.792960009,0.60206913,0.547760594,0.656773832,0.63503753,0.782233124,0.642831011,0.791833059,0.642011818,0.783346411,0.649890891,0.649890891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04154,2018,0.902749485,0.686272385,0.61478399,0.727697729,0.791138114,0.601425146,0.538775214,0.637728871,0.904034293,0.686404275,0.624488442,0.748771767,0.792264075,0.60154073,0.547279857,0.656197421,0.732875897,0.902749485,0.642266836,0.791138114,0.740924694,0.904034293,0.649320521,0.649320521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04154,2019,0.920624112,0.699860721,0.626956841,0.742106296,0.799824925,0.608028881,0.544691043,0.644731225,0.921934359,0.699995223,0.636853443,0.763597604,0.800963248,0.608145734,0.553289068,0.663402563,0.747386993,0.920624112,0.649319019,0.799824925,0.755595157,0.921934359,0.656450153,0.656450153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04154,2020,0.929076581,0.706286309,0.63271308,0.74891975,0.696762991,0.529680945,0.474504543,0.561653986,0.930398858,0.706422045,0.642700546,0.770608374,0.697754636,0.529782741,0.481994665,0.577919417,0.75424893,0.929076581,0.565650616,0.696762991,0.762532456,0.930398858,0.571862865,0.571862865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04155,2017,0.720638847,0.578521304,0.507898078,0.598948251,0.870651463,0.698949858,0.613625267,0.723629005,0.72178594,0.578757459,0.510304675,0.611404221,0.872037343,0.699235172,0.616532836,0.738677885,0.60150162,0.720638847,0.726713898,0.870651463,0.605563074,0.72178594,0.731620809,0.731620809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04155,2018,0.918085495,0.737029401,0.647056234,0.763053095,0.869878818,0.698329586,0.613080716,0.722986832,0.919546879,0.73733026,0.650122211,0.778921854,0.871263468,0.698614648,0.615985705,0.738022358,0.766306056,0.918085495,0.726068988,0.869878818,0.771480301,0.919546879,0.730971545,0.730971545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04155,2019,0.936780319,0.752037409,0.660232134,0.778591019,0.879437313,0.706003046,0.619817434,0.730931233,0.93827146,0.752344394,0.663360543,0.794782911,0.880837178,0.70629124,0.622754344,0.746131974,0.78191022,0.936780319,0.734047257,0.879437313,0.787189827,0.93827146,0.739003684,0.739003684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04155,2020,0.946649465,0.759960256,0.667187796,0.786793613,0.766113388,0.615027788,0.539948018,0.636743739,0.948156316,0.760270476,0.670349163,0.80315609,0.767332866,0.615278845,0.542506479,0.649985719,0.790147783,0.946649465,0.639458233,0.766113388,0.795483011,0.948156316,0.643775977,0.643775977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04156,2017,0.631203343,0.436962382,0.483116108,0.505646578,0.991832738,0.686614861,0.759137888,0.794540834,0.65696902,0.447099435,0.48629404,0.533058575,1.032319283,0.702543582,0.764131488,0.837614299,0.514232103,0.631203343,0.80803158,0.991832738,0.530855268,0.65696902,0.834152163,0.834152163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04156,2018,1.001981236,0.69364035,0.766905437,0.802670628,0.990959301,0.686010208,0.758469369,0.793841138,1.042882042,0.709732055,0.771950133,0.846184825,1.031410193,0.701924902,0.763458572,0.836876672,0.816299413,1.001981236,0.807320004,0.990959301,0.842687264,1.042882042,0.833417585,0.833417585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04156,2019,1.059677947,0.733581983,0.811065866,0.848890511,1.001839823,0.693542454,0.766797201,0.802557344,1.102933928,0.75060029,0.816401048,0.894910368,1.042734856,0.709631887,0.771841184,0.846065399,0.863304077,1.059677947,0.816184206,1.001839823,0.891211409,1.102933928,0.842568332,0.842568332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04156,2020,1.060351741,0.734048429,0.81158158,0.849430276,0.872754247,0.604180537,0.667996519,0.699149021,1.103635226,0.751077557,0.816920155,0.895479395,0.908380016,0.618196871,0.672390592,0.737051127,0.863853007,1.060351741,0.711020081,0.872754247,0.891778083,1.103635226,0.734004652,0.734004652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04157,2017,0.787410407,0.705203053,0.657282148,0.714999181,0.90615884,0.811553891,0.756406091,0.822827362,0.788807549,0.705602549,0.665586154,0.721277779,0.907766683,0.812013636,0.765962415,0.830052828,0.716223697,0.787410407,0.824236546,0.90615884,0.720318508,0.788807549,0.828948891,0.828948891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04157,2018,0.835973766,0.748696292,0.697819876,0.759096594,0.90536085,0.810839214,0.755739978,0.822102757,0.837457076,0.749120427,0.70663603,0.765762423,0.906967277,0.811298553,0.765287886,0.82932186,0.760396632,0.835973766,0.8235107,0.90536085,0.764743989,0.837457076,0.828218894,0.828218894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04157,2019,0.968143622,0.867067328,0.808147204,0.879111948,0.915301519,0.819742055,0.764037842,0.83112927,0.969861447,0.86755852,0.818357217,0.886831663,0.916925584,0.820206438,0.773690584,0.838427637,0.880617526,0.968143622,0.832552672,0.915301519,0.885652212,0.969861447,0.837312561,0.837312561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04157,2020,0.968759214,0.86761865,0.808661063,0.879670929,0.797366276,0.714119507,0.665592699,0.724039496,0.970478131,0.868110155,0.818877568,0.887395553,0.798781083,0.714524055,0.6740017,0.730397479,0.881177464,0.968759214,0.725279495,0.797366276,0.886215352,0.970478131,0.729426079,0.729426079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04158,2017,0.786794206,0.704651184,0.656767781,0.714439647,0.89851193,0.804705335,0.750022918,0.815883672,0.788190254,0.705050368,0.665065288,0.720713331,0.900106204,0.8051612,0.759498597,0.823048163,0.715663205,0.786794206,0.817280964,0.89851193,0.71975481,0.788190254,0.821953541,0.821953541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04158,2018,0.937795876,0.839887952,0.782814758,0.851555017,0.897720675,0.803996689,0.749362426,0.815165181,0.939459853,0.840363747,0.792704724,0.859032748,0.899313545,0.804452152,0.758829761,0.822323363,0.853013401,0.937795876,0.816561243,0.897720675,0.857890268,0.939459853,0.821229705,0.821229705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04158,2019,0.987893645,0.884755405,0.824633318,0.897045734,0.907577456,0.812824401,0.757590265,0.824115521,0.989646514,0.885256618,0.835051614,0.904922931,0.909187816,0.813284865,0.76716155,0.831352298,0.898582026,0.987893645,0.825526911,0.907577456,0.903719419,0.989646514,0.830246632,0.830246632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04158,2020,0.993462575,0.889742928,0.829281921,0.902102539,0.790637447,0.708093182,0.659975883,0.717929458,0.995225325,0.890246966,0.839758947,0.910024141,0.792040314,0.708494316,0.668313922,0.724233787,0.903647491,0.993462575,0.719158993,0.790637447,0.908813845,0.995225325,0.723270585,0.723270585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04159,2017,0.807034314,0.722778181,0.673662988,0.73281845,1.013829195,0.907983228,0.846282732,0.92059622,0.808466275,0.723187634,0.682173947,0.739253523,1.015628083,0.908497599,0.856974544,0.92868022,0.734073483,0.807034314,0.922172844,1.013829195,0.738270345,0.808466275,0.927445112,0.927445112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04159,2018,0.941769587,0.843446799,0.786131769,0.855163301,1.026467249,0.919301841,0.856832208,0.932072062,0.943440616,0.843924611,0.796063643,0.862672717,1.028288561,0.919822625,0.8676573,0.940256835,0.856627864,0.941769587,0.93366834,1.026467249,0.861525397,0.943440616,0.93900633,0.93900633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04159,2019,0.872161912,0.781106317,0.728027531,0.791956834,1.039105302,0.930620455,0.867381684,0.943547905,0.873709433,0.781548813,0.737225324,0.798911217,1.040949038,0.93114765,0.878340056,0.95183345,0.793313149,0.872161912,0.945163837,1.039105302,0.797848697,0.873709433,0.950567549,0.950567549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04159,2020,0.878473371,0.786758846,0.733295952,0.797687884,0.791543239,0.708904408,0.660731983,0.718751953,0.88003209,0.787204544,0.742560306,0.804692593,0.792947714,0.709306001,0.669079574,0.725063505,0.799054013,0.878473371,0.719982896,0.791543239,0.803622383,0.88003209,0.724099199,0.724099199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04163,2017,0.58503705,0.586322946,0.656596819,0.606033796,0.565507494,0.566750464,0.634678473,0.585803332,0.590948872,0.592245509,0.661219977,0.613200448,0.571221969,0.572475322,0.639147302,0.592730749,0.608497653,0.656596819,0.588184941,0.634678473,0.614403702,0.661219977,0.593893836,0.593893836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04163,2018,0.610992691,0.612335637,0.685727268,0.632920976,0.557346246,0.558571278,0.625518969,0.57734918,0.617166796,0.61852096,0.690555536,0.640405582,0.562978251,0.564213516,0.629923304,0.584176622,0.635494143,0.685727268,0.579696418,0.625518969,0.641662219,0.690555536,0.585322923,0.585322923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04163,2019,0.593521397,0.594825941,0.666118944,0.614822644,0.565854526,0.567098259,0.635067954,0.58616282,0.599518954,0.600834395,0.670809148,0.622093228,0.571572508,0.57282663,0.639539525,0.593094487,0.617322232,0.666118944,0.58854589,0.635067954,0.623313931,0.670809148,0.594258288,0.594258288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04163,2020,0.576468936,0.577735999,0.646980682,0.597158176,0.512591013,0.513717674,0.575289426,0.5309877,0.582294177,0.583571824,0.651536132,0.604219869,0.517770765,0.518906837,0.579340091,0.537266894,0.599585948,0.646980682,0.533146453,0.575289426,0.605405501,0.651536132,0.538321147,0.538321147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04164,2017,0.60261327,0.603937798,0.676322904,0.62424082,0.582496989,0.583777302,0.653746067,0.603402574,0.6087027,0.610038292,0.681084955,0.631622779,0.588383144,0.589674151,0.658349152,0.61053811,0.626778698,0.676322904,0.605855733,0.653746067,0.632862182,0.681084955,0.611736139,0.611736139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04164,2018,0.629348695,0.630731987,0.706328516,0.651935769,0.574090553,0.575352389,0.644311384,0.594694434,0.635708288,0.637103134,0.711301839,0.659645234,0.57989176,0.581164137,0.648848039,0.601726993,0.654586242,0.706328516,0.59711219,0.644311384,0.660939624,0.711301839,0.602907732,0.602907732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04164,2019,0.611352512,0.612696249,0.686131101,0.63329371,0.582854448,0.584135546,0.654147249,0.603772862,0.617530253,0.618885214,0.690962212,0.640782724,0.588744214,0.590036014,0.658753159,0.610912777,0.635868393,0.686131101,0.606227526,0.654147249,0.642040101,0.690962212,0.612111541,0.612111541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04164,2020,0.558929386,0.560157897,0.627295753,0.578989139,0.527990743,0.529151252,0.592572799,0.54694012,0.564577389,0.565816163,0.6317126,0.585835974,0.53332611,0.534496313,0.596745158,0.55340796,0.581343044,0.627295753,0.549163729,0.592572799,0.586985532,0.6317126,0.554493885,0.554493885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04165,2017,0.419370475,0.448520962,0.476497757,0.448185621,0.419749819,0.448926674,0.476928775,0.44859103,0.424408924,0.454774599,0.477258347,0.453492402,0.424792826,0.455185968,0.477690054,0.453902611,0.448143704,0.476497757,0.448549075,0.476928775,0.452483568,0.477258347,0.452892865,0.452892865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04165,2018,0.438337672,0.468806571,0.498048694,0.468456064,0.413691811,0.442447573,0.470045537,0.442116774,0.443603999,0.475343046,0.498843684,0.474002858,0.418662035,0.448616531,0.470795828,0.447351695,0.46841225,0.498048694,0.442075424,0.470045537,0.472948397,0.498843684,0.446356522,0.446356522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04165,2019,0.434268346,0.464454386,0.493425038,0.464107132,0.42001421,0.449209443,0.477229182,0.448873588,0.439485783,0.470930179,0.494212648,0.469602433,0.425060393,0.45547268,0.47799094,0.454188514,0.464063726,0.493425038,0.448831606,0.477229182,0.468557761,0.494212648,0.453178132,0.453178132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04165,2020,0.421876444,0.451201121,0.479345093,0.450863777,0.380481973,0.406929316,0.432311804,0.406625072,0.426945001,0.457492127,0.480110228,0.456202268,0.385053204,0.41260305,0.433001865,0.411439751,0.450821609,0.479345093,0.406587041,0.432311804,0.455187406,0.480110228,0.410524468,0.410524468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110+04166,2017,0.507992945,0.537658096,0.554932223,0.534117804,0.513147142,0.543113281,0.560562675,0.539537068,0.515590029,0.544435809,0.555995167,0.540040737,0.520821307,0.549959762,0.561636404,0.545520097,0.533675267,0.554932223,0.539090042,0.560562675,0.539015436,0.555995167,0.544484393,0.544484393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
